序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppm)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","風速 WIND_SPEED (m/sec)","小時風速值 WS_HR (m/sec)","溫度 AMB_TEMP (℃)","降雨強度 RAIN_INT (㎜)","酸雨 PH_RAIN (pH)","相對濕度 RH (percent)","導電度 RAIN_COND (μmho/cm)"
1197,新竹市,2015/09/16,新竹,2.4,0.29,-,35.1,23,14,13.53,2.03,11.5,2.015,0.109,1.906,2.57,1.96,27.42,-,-,73.79,-
1198,新竹市,2015/09/15,新竹,2.7,0.36,-,23.8,25,18,17.63,2.56,15.07,2.065,0.144,1.921,1.84,1.22,28.19,-,-,69.69,-
1199,新竹市,2015/09/14,新竹,1.5,0.36,-,41.3,28,19,13.78,1.76,12.03,2.007,0.099,1.909,2.65,2.17,28.72,-,-,61.39,-
1200,新竹市,2015/09/13,新竹,1.8,0.35,-,63.0,46,28,10.32,1.26,9.07,1.993,0.066,1.927,4.1,3.26,27.78,-,-,57.54,-
1201,新竹市,2015/09/12,新竹,2.1,0.3,-,39.1,37,22,14.63,1.75,12.87,2.027,0.112,1.915,2.36,1.84,26.84,-,-,63.24,-
1202,新竹市,2015/09/11,新竹,2.6,0.31,-,40.3,37,20,16.81,1.32,15.48,2.061,0.141,1.92,1.89,1.37,26.56,-,-,63.84,-
1203,新竹市,2015/09/10,新竹,2.8,0.3,-,45.9,38,19,14.39,1.79,12.58,2.024,0.107,1.917,2.97,2.37,26.96,-,-,60.52,-
1204,新竹市,2015/09/09,新竹,2.4,0.3,-,42.6,31,16,12.74,1.06,11.66,1.958,0.075,1.883,3.24,2.64,27.67,-,-,58.87,-
1205,新竹市,2015/09/08,新竹,2.5,0.33,-,45.4,28,17,13.79,1.46,12.33,2.065,0.137,1.928,3.31,2.58,27.46,-,-,68.33,-
1206,新竹市,2015/09/07,新竹,2.1,0.44,-,42.1,31,21,15.46,1.35,14.1,2.096,0.106,1.99,2.12,1.53,26.37,-,-,76.65,-
1207,新竹市,2015/09/06,新竹,2.5,0.38,-,24.3,28,16,10.97,1.65,9.31,1.96,0.091,1.869,2.81,2.66,29.62,-,-,70.98,-
1208,新竹市,2015/09/05,新竹,3.2,0.44,-,15.0,26,17,17.91,4.56,13.35,2.057,0.142,1.915,2.2,1.85,28.88,-,-,70.23,-
1209,新竹市,2015/09/04,新竹,2.2,0.41,-,15.1,28,20,16.2,3.53,12.67,2.08,0.144,1.937,1.27,0.86,28.94,-,-,72.74,-
1210,新竹市,2015/09/03,新竹,2.5,0.48,-,20.3,31,20,18.18,5.43,12.75,2.103,0.188,1.916,1.22,0.97,28.5,-,-,74.59,-
1211,新竹市,2015/09/02,新竹,2.5,0.53,-,23.2,29,18,21.21,7.99,13.21,2.134,0.196,1.938,1.26,1.01,27.65,-,-,78.3,-
1212,新竹市,2015/09/01,新竹,1.9,0.42,-,19.6,15,10,17.61,3.83,13.78,2.101,0.195,1.906,1.15,0.86,26.53,-,-,79.5,-
1213,嘉義市,2015/09/30,嘉義,2.4,0.49,-,26.4,30,12,13.79,3.19,10.6,1.998,0.223,1.775,1.71,1.14,29.18,-,-,78.99,-
1214,嘉義市,2015/09/29,嘉義,0.8,0.29,-,36.7,27,11,4.83,0.81,4.01,1.795,0.052,1.743,3.84,3.71,26.91,-,-,88.25,-
1215,嘉義市,2015/09/28,嘉義,2.3,0.32,-,29.5,38,7,8.55,1.51,7.04,1.798,0.087,1.711,4.49,2.62,26.01,-,-,91.06,-
1216,嘉義市,2015/09/27,嘉義,2.5,0.36,-,46.7,58,19,9.34,1.02,8.31,1.847,0.097,1.75,3.29,1.15,27.26,-,-,68.77,-
1217,嘉義市,2015/09/26,嘉義,3.6,0.46,-,44.0,66,26,15.89,1.81,14.08,1.978,0.149,1.829,2.63,1.09,29.69,-,-,71.11,-
1218,嘉義市,2015/09/25,嘉義,3.6,0.45,-,39.0,47,19,12.73,1.4,11.33,1.952,0.158,1.795,1.8,1.12,30.18,-,-,71.33,-
1219,嘉義市,2015/09/24,嘉義,1.3,0.33,-,28.1,40,14,9.09,1.27,7.82,1.883,0.121,1.763,1.47,1.2,29.56,-,-,73.96,-
1220,嘉義市,2015/09/23,嘉義,2.6,0.42,-,34.3,59,26,12.2,1.77,10.45,1.973,0.163,1.81,1.58,1.21,29.7,-,-,72.81,-
1221,嘉義市,2015/09/22,嘉義,2.6,0.39,-,39.4,55,27,11.19,0.6,10.62,1.975,0.148,1.827,2.06,1.22,29.58,-,-,71.7,-
1222,嘉義市,2015/09/21,嘉義,2.3,0.41,-,41.6,55,23,12.95,1.55,11.4,1.986,0.152,1.835,1.63,1.12,29.18,-,-,70.47,-
1223,嘉義市,2015/09/20,嘉義,3.5,0.41,-,64.0,66,30,9.58,1.3,8.28,1.965,0.109,1.856,1.41,1.1,28.94,-,-,69.36,-
1224,嘉義市,2015/09/19,嘉義,3.4,0.42,-,60.5,70,26,14.18,2.92,11.27,1.984,0.151,1.834,1.61,1.18,28.51,-,-,67.7,-
1225,嘉義市,2015/09/18,嘉義,3.9,0.53,-,48.9,72,30,19.86,2.32,17.54,2.084,0.2,1.884,2.03,1.23,28.68,-,-,67.91,-
1226,嘉義市,2015/09/17,嘉義,3.9,0.47,-,47.7,62,22,14.79,1.38,13.41,2.007,0.17,1.836,1.84,1.21,29.32,-,-,72.1,-
1227,嘉義市,2015/09/16,嘉義,4.4,0.44,-,39.9,59,23,15.79,2.33,13.45,1.979,0.154,1.826,2.05,1.31,29.92,-,-,73.93,-
1228,嘉義市,2015/09/15,嘉義,2.4,0.38,-,41.2,56,27,11.28,1.69,9.59,1.984,0.143,1.841,1.33,0.96,29.64,-,-,75.03,-
1229,嘉義市,2015/09/14,嘉義,2.8,0.42,-,55.4,58,28,9.71,0.7,8.98,1.941,0.127,1.814,1.99,1.52,29.49,-,-,69.7,-
1230,嘉義市,2015/09/13,嘉義,-,-,-,-,65,32,-,-,-,-,-,-,2.08,-,-,-,-,-,-
1231,嘉義市,2015/09/12,嘉義,3.2,0.44,-,49.5,58,27,12.1,0.69,11.41,2.018,0.151,1.868,1.96,1.3,29.09,-,-,68.76,-
1232,嘉義市,2015/09/11,嘉義,2.3,0.39,-,51.3,39,17,10.79,0.84,10.01,2.033,0.153,1.879,1.46,1.14,28.22,-,-,73.63,-
1233,嘉義市,2015/09/10,嘉義,3.5,0.39,-,46.2,24,-,12.64,1.51,11.13,2.027,0.162,1.865,2.11,1.34,28.44,-,-,70.19,-
1234,嘉義市,2015/09/09,嘉義,3.2,0.37,-,48.5,22,-,10.99,1.31,9.68,1.956,0.135,1.821,1.89,1.37,28.94,-,-,74.22,-
1235,嘉義市,2015/09/08,嘉義,2.8,0.38,-,33.7,26,11,11.82,2.34,9.48,1.946,0.16,1.786,1.7,1.18,28.23,-,-,81.06,-
1236,嘉義市,2015/09/07,嘉義,2.1,0.36,-,18.7,25,9,12.86,2.68,10.18,1.885,0.145,1.74,1.46,1.04,27.38,-,-,87.92,-
1237,嘉義市,2015/09/06,嘉義,1.1,0.22,-,22.6,28,12,6.91,3.12,3.78,1.796,0.059,1.737,1.79,1.71,30.07,-,-,74.27,-
1238,嘉義市,2015/09/05,嘉義,1.8,0.25,-,23.5,30,16,6.37,1.26,5.1,1.845,0.08,1.765,1.55,1.35,29.81,-,-,72.95,-
1239,嘉義市,2015/09/04,嘉義,2.5,0.35,-,20.5,24,13,11.69,2.0,9.67,1.963,0.178,1.785,1.86,1.3,30.14,-,-,72.53,-
1240,嘉義市,2015/09/03,嘉義,3.2,0.37,-,19.6,22,11,12.85,2.24,10.6,1.924,0.185,1.739,1.81,1.26,29.2,-,-,74.15,-
1241,嘉義市,2015/09/02,嘉義,2.8,0.35,-,21.2,21,9,9.62,2.27,7.35,1.84,0.154,1.687,1.44,1.18,27.78,-,-,81.12,-
1242,嘉義市,2015/09/01,嘉義,2.5,0.31,-,24.1,18,8,9.17,1.99,7.17,1.834,0.137,1.696,1.52,1.38,28.14,-,-,78.06,-
1243,宜蘭縣,2015/09/30,宜蘭,1.6,0.38,402.8,30.2,48,15,7.64,1.27,6.34,-,-,-,1.58,0.86,29.47,-,-,80.67,-
1244,宜蘭縣,2015/09/30,冬山,3.4,0.3,-,-,26,22,-,-,-,-,-,-,2.89,2.78,30.6,0.0,0.0,72.65,0.0
1245,宜蘭縣,2015/09/29,宜蘭,1.6,0.23,392.29,40.3,47,14,3.38,0.73,2.63,-,-,-,5.52,5.33,28.79,-,-,85.74,-
1246,宜蘭縣,2015/09/29,冬山,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-,0.0
1247,宜蘭縣,2015/09/28,宜蘭,0.8,0.19,396.79,32.9,24,6,2.22,0.39,1.74,-,-,-,5.99,4.37,26.79,-,-,90.28,-
1248,宜蘭縣,2015/09/28,冬山,0.6,0.17,-,31.4,-,8,3.02,0.53,2.56,-,-,-,5.58,1.64,27.13,3.89,5.22,86.55,35.55
1249,宜蘭縣,2015/09/27,宜蘭,2.4,0.29,400.25,45.0,30,8,5.27,0.47,4.74,-,-,-,1.53,0.95,26.03,-,-,74.46,-
1250,宜蘭縣,2015/09/27,冬山,1.2,0.26,-,42.8,22,12,7.4,1.03,6.37,-,-,-,2.99,2.59,26.05,1.42,4.49,71.43,8.0
1251,宜蘭縣,2015/09/26,宜蘭,1.3,0.27,405.11,36.8,32,8,6.22,0.55,5.6,-,-,-,1.42,0.78,26.52,-,-,74.58,-
1252,宜蘭縣,2015/09/26,冬山,1.8,0.24,-,35.4,30,17,10.74,1.39,9.48,-,-,-,2.25,1.76,26.57,0.0,0.0,71.9,0.0
1253,宜蘭縣,2015/09/25,宜蘭,1.4,0.33,407.2,39.9,38,11,7.19,1.17,6.01,-,-,-,1.41,0.94,27.05,-,-,76.01,-
1254,宜蘭縣,2015/09/25,冬山,2.6,0.27,-,38.3,29,16,11.37,2.07,9.34,-,-,-,1.42,1.1,27.14,0.0,0.0,72.37,0.0
1255,宜蘭縣,2015/09/24,宜蘭,1.8,0.38,417.25,37.8,44,21,7.35,0.97,6.38,-,-,-,1.47,1.07,27.89,-,-,81.92,-
1256,宜蘭縣,2015/09/24,冬山,3.0,0.36,-,36.4,38,29,11.44,1.53,10.02,-,-,-,1.91,1.55,27.93,0.0,0.0,79.33,0.0
1257,宜蘭縣,2015/09/23,宜蘭,2.0,0.34,422.67,32.4,38,18,8.9,1.24,7.66,-,-,-,1.51,1.08,28.73,-,-,80.47,-
1258,宜蘭縣,2015/09/23,冬山,2.2,0.33,-,23.9,36,25,15.41,2.19,13.24,-,-,-,1.55,1.1,28.88,0.0,0.0,76.99,0.0
1259,宜蘭縣,2015/09/22,宜蘭,1.9,0.31,415.99,22.1,34,11,7.74,0.91,6.8,-,-,-,1.21,0.93,27.82,-,-,81.45,-
1260,宜蘭縣,2015/09/22,冬山,1.8,0.32,-,20.6,30,18,-,-,-,-,-,-,1.51,1.27,28.01,0.0,0.0,78.19,0.0
1261,宜蘭縣,2015/09/21,宜蘭,1.8,0.28,405.44,30.7,30,7,6.23,0.69,5.53,-,-,-,1.25,0.79,26.47,-,-,82.68,-
1262,宜蘭縣,2015/09/21,冬山,2.0,0.3,-,21.5,26,16,-,-,-,-,-,-,1.31,0.93,26.25,0.0,0.0,81.78,0.0
1263,宜蘭縣,2015/09/20,宜蘭,1.7,0.22,400.52,39.7,38,12,4.47,0.41,4.01,-,-,-,1.29,0.89,25.73,-,-,78.2,-
1264,宜蘭縣,2015/09/20,冬山,2.5,0.2,-,35.9,25,17,-,-,-,-,-,-,1.42,1.13,25.89,0.0,0.0,76.77,0.0
1265,宜蘭縣,2015/09/19,宜蘭,1.6,0.27,400.75,50.6,41,13,5.98,0.6,5.31,-,-,-,1.65,1.27,25.92,-,-,67.97,-
1266,宜蘭縣,2015/09/19,冬山,1.6,0.21,-,43.6,36,20,-,-,-,-,-,-,1.47,1.23,25.77,0.0,0.0,66.73,0.0
1267,宜蘭縣,2015/09/18,宜蘭,1.7,0.27,403.69,43.9,37,9,6.19,0.78,5.38,-,-,-,1.6,1.21,25.98,-,-,69.93,-
1268,宜蘭縣,2015/09/18,冬山,1.9,0.21,-,45.5,33,15,9.68,1.98,7.7,-,-,-,1.81,1.53,26.13,0.0,0.0,66.43,0.0
1269,宜蘭縣,2015/09/17,宜蘭,1.6,0.29,403.46,43.3,34,7,5.45,0.69,4.73,-,-,-,1.57,1.28,26.47,-,-,79.97,-
1270,宜蘭縣,2015/09/17,冬山,1.8,0.21,-,48.6,29,17,8.23,2.02,6.21,-,-,-,2.02,1.53,26.82,0.0,0.0,74.57,0.0
1271,宜蘭縣,2015/09/16,宜蘭,1.6,0.31,406.44,33.4,23,6,7.19,1.37,5.83,-,-,-,1.42,1.14,26.22,-,-,85.82,-
1272,宜蘭縣,2015/09/16,冬山,1.6,0.26,-,29.0,17,11,12.67,3.82,8.84,-,-,-,1.79,1.37,26.69,0.0,0.0,82.68,0.0
1273,宜蘭縣,2015/09/15,宜蘭,1.8,0.29,409.68,29.6,30,7,8.47,2.0,6.46,-,-,-,1.38,0.92,27.32,-,-,81.89,-
1274,宜蘭縣,2015/09/15,冬山,2.3,0.28,-,19.8,24,15,-,-,-,-,-,-,1.7,1.34,27.4,1.75,4.65,79.86,31.22
1275,宜蘭縣,2015/09/14,宜蘭,1.4,0.27,393.6,39.1,27,5,5.94,0.86,5.06,-,-,-,1.75,1.15,26.3,-,-,86.03,-
1276,宜蘭縣,2015/09/14,冬山,2.2,0.24,-,30.5,22,14,4.41,0.99,3.53,-,-,-,1.92,1.65,26.86,2.5,4.69,79.38,15.36
1277,宜蘭縣,2015/09/13,宜蘭,1.3,0.25,394.59,55.8,38,11,4.03,0.74,3.26,-,-,-,1.87,1.35,26.21,-,-,72.29,-
1278,宜蘭縣,2015/09/13,冬山,2.0,0.28,-,49.7,34,22,9.5,2.0,7.5,-,-,-,1.78,1.53,26.24,6.2,4.56,71.06,23.14
1279,宜蘭縣,2015/09/12,宜蘭,1.7,0.22,400.13,38.5,31,5,5.8,1.22,4.59,-,-,-,1.94,1.56,26.83,-,-,73.23,-
1280,宜蘭縣,2015/09/12,冬山,2.0,0.22,-,35.8,29,15,10.45,2.35,8.1,-,-,-,1.9,1.57,26.61,0.0,0.0,71.81,0.0
1281,宜蘭縣,2015/09/11,宜蘭,1.7,0.26,398.47,43.0,33,5,4.94,0.54,4.39,-,-,-,1.53,1.22,26.78,-,-,68.76,-
1282,宜蘭縣,2015/09/11,冬山,1.9,0.19,-,40.2,27,12,-,-,-,-,-,-,1.67,1.38,26.6,0.0,0.0,68.07,0.0
1283,宜蘭縣,2015/09/10,宜蘭,1.7,0.25,397.99,45.3,33,7,5.08,0.63,4.4,-,-,-,1.91,1.63,26.88,-,-,65.35,-
1284,宜蘭縣,2015/09/10,冬山,1.6,0.2,-,42.8,30,10,9.66,2.88,6.78,-,-,-,1.88,1.6,26.67,0.0,0.0,64.38,0.0
1285,宜蘭縣,2015/09/09,宜蘭,1.4,0.24,392.36,44.1,34,8,4.65,1.08,3.57,-,-,-,1.89,1.42,26.69,-,-,72.36,-
1286,宜蘭縣,2015/09/09,冬山,1.4,0.2,-,44.3,20,8,11.42,3.4,8.02,-,-,-,2.34,1.72,26.67,6.33,5.3,70.19,18.45
1287,宜蘭縣,2015/09/08,宜蘭,1.3,0.31,400.7,43.2,37,11,5.36,0.84,4.51,-,-,-,1.87,1.41,27.18,-,-,74.02,-
1288,宜蘭縣,2015/09/08,冬山,1.7,0.27,-,39.0,25,13,10.71,2.22,8.48,-,-,-,1.78,1.42,27.03,2.5,4.91,72.98,33.87
1289,宜蘭縣,2015/09/07,宜蘭,1.5,0.34,398.55,39.3,28,10,6.01,0.64,5.33,-,-,-,1.42,0.86,25.87,-,-,86.09,-
1290,宜蘭縣,2015/09/07,冬山,2.4,0.33,-,35.6,23,-,10.41,2.59,7.82,-,-,-,1.65,1.34,26.08,4.75,5.01,83.67,6.57
1291,宜蘭縣,2015/09/06,宜蘭,1.9,0.3,419.15,36.1,39,15,6.17,1.08,5.09,-,-,-,1.48,1.13,29.44,-,-,78.8,-
1292,宜蘭縣,2015/09/06,冬山,2.4,0.3,-,31.3,34,26,13.2,3.3,9.9,-,-,-,1.63,1.24,29.56,8.0,4.83,75.55,7.91
1293,宜蘭縣,2015/09/05,宜蘭,2.1,0.34,430.41,26.0,42,16,9.28,1.6,7.66,-,-,-,1.19,0.67,28.71,-,-,79.76,-
1294,宜蘭縣,2015/09/05,冬山,4.5,0.42,-,23.0,42,28,25.05,9.64,15.41,-,-,-,1.3,0.89,29.34,0.0,0.0,74.35,0.0
1295,宜蘭縣,2015/09/04,宜蘭,2.4,0.34,424.54,30.6,39,14,8.03,1.09,6.95,-,-,-,1.26,0.88,28.36,-,-,78.46,-
1296,宜蘭縣,2015/09/04,冬山,3.4,0.39,-,19.3,33,23,27.29,11.43,15.86,-,-,-,1.5,1.15,28.51,0.0,0.0,76.15,0.0
1297,宜蘭縣,2015/09/03,宜蘭,1.9,0.26,420.91,20.3,30,7,7.64,1.77,5.88,-,-,-,1.06,0.84,27.59,-,-,80.58,-
1298,宜蘭縣,2015/09/03,冬山,4.0,0.35,-,14.9,23,-,24.49,12.19,12.3,-,-,-,1.3,1.09,27.65,0.5,4.93,79.01,16.87
1299,宜蘭縣,2015/09/02,宜蘭,1.8,0.28,417.3,23.0,26,3,8.39,1.95,6.44,-,-,-,1.2,0.83,26.83,-,-,86.08,-
1300,宜蘭縣,2015/09/02,冬山,2.9,0.37,-,14.1,20,13,28.55,12.37,16.18,-,-,-,1.44,1.04,26.92,4.2,5.37,85.23,4.31
1301,宜蘭縣,2015/09/01,宜蘭,2.0,0.26,414.23,26.1,23,4,6.51,1.34,5.17,-,-,-,1.4,1.04,27.26,-,-,85.39,-
1302,宜蘭縣,2015/09/01,冬山,3.4,0.26,-,22.8,-,-,-,-,-,-,-,-,1.48,1.07,27.62,2.5,4.55,83.47,4.31
1303,桃園市,2015/09/30,桃園,7.0,0.81,-,22.5,45,26,33.3,9.37,23.93,2.437,0.346,2.091,1.16,0.47,28.12,-,-,77.62,-
1304,桃園市,2015/09/30,中壢,4.1,1.42,-,19.5,56,21,52.89,23.7,29.19,2.745,0.567,2.178,0.98,0.4,28.59,-,-,77.51,-
1305,桃園市,2015/09/30,大園,6.4,0.48,-,28.4,57,24,24.28,5.73,18.55,-,-,-,1.03,1.0,29.04,-,-,73.73,-
1306,桃園市,2015/09/30,龍潭,1.6,0.55,-,24.0,50,21,19.98,3.63,16.35,-,-,-,1.53,1.15,27.91,-,-,79.31,-
1307,桃園市,2015/09/30,平鎮,3.9,0.6,-,22.1,49,22,27.84,4.98,22.86,-,-,-,1.38,0.85,28.15,-,-,82.1,-
1308,桃園市,2015/09/30,觀音,4.4,0.42,-,36.1,53,21,17.23,2.69,14.52,-,-,-,1.26,0.99,28.8,0.0,0.0,81.87,0.0
1309,桃園市,2015/09/29,桃園,4.7,0.65,-,19.7,24,9,23.73,7.02,16.71,2.224,0.226,1.998,1.69,1.27,26.76,-,-,83.97,-
1310,桃園市,2015/09/29,中壢,3.4,1.15,-,13.5,37,10,42.46,18.11,24.35,2.557,0.446,2.111,1.15,0.53,27.5,-,-,82.84,-
1311,桃園市,2015/09/29,大園,4.3,0.36,-,23.4,38,15,16.57,2.95,13.61,-,-,-,2.07,2.28,28.22,-,-,80.21,-
1312,桃園市,2015/09/29,龍潭,5.1,0.59,-,16.2,34,13,21.23,5.12,16.12,-,-,-,1.53,1.22,26.98,-,-,85.64,-
1313,桃園市,2015/09/29,平鎮,2.8,0.51,-,15.7,31,14,24.08,5.0,19.08,-,-,-,1.87,1.3,27.05,-,-,88.04,-
1314,桃園市,2015/09/29,觀音,3.0,0.28,-,23.3,33,9,12.72,1.51,11.21,-,-,-,2.91,2.36,27.95,0.67,5.87,86.69,211.95
1315,桃園市,2015/09/28,桃園,1.5,0.18,-,36.8,11,4,4.38,1.25,3.13,1.859,0.005,1.855,3.98,2.19,24.91,-,-,93.07,-
1316,桃園市,2015/09/28,中壢,1.7,0.26,-,32.6,28,3,9.2,3.89,5.3,1.937,0.033,1.904,3.22,1.27,25.54,-,-,92.26,-
1317,桃園市,2015/09/28,大園,1.8,0.15,-,36.5,40,13,3.19,1.17,2.01,-,-,-,8.8,6.5,26.55,-,-,97.77,-
1318,桃園市,2015/09/28,龍潭,1.5,0.2,-,32.7,19,5,4.59,1.38,3.22,-,-,-,7.01,6.24,25.37,-,-,93.43,-
1319,桃園市,2015/09/28,平鎮,1.3,0.17,-,31.9,27,6,5.18,1.44,3.74,-,-,-,7.44,5.24,25.32,-,-,96.42,-
1320,桃園市,2015/09/28,觀音,1.5,0.17,-,37.2,45,12,2.41,0.66,1.72,-,-,-,10.58,9.49,26.49,2.75,4.97,91.87,179.02
1321,桃園市,2015/09/27,桃園,2.1,0.36,-,45.8,32,17,10.3,1.1,9.2,1.947,0.055,1.892,1.3,0.72,22.79,-,-,88.84,-
1322,桃園市,2015/09/27,中壢,2.7,0.7,-,35.4,52,16,29.93,7.49,22.44,2.23,0.208,2.023,1.49,0.4,24.03,-,-,83.7,-
1323,桃園市,2015/09/27,大園,1.4,0.22,-,58.3,54,20,3.27,0.9,2.37,-,-,-,5.54,3.68,25.5,-,-,80.95,-
1324,桃園市,2015/09/27,龍潭,1.9,0.4,-,39.2,37,16,12.09,1.46,10.61,-,-,-,2.55,2.4,23.11,-,-,88.1,-
1325,桃園市,2015/09/27,平鎮,2.2,0.33,-,45.5,46,20,11.33,1.29,10.05,-,-,-,3.14,2.49,23.82,-,-,87.11,-
1326,桃園市,2015/09/27,觀音,2.0,0.22,-,60.2,54,19,4.05,0.57,3.47,-,-,-,6.77,6.26,25.53,0.8,3.93,78.24,217.84
1327,桃園市,2015/09/26,桃園,3.5,0.41,-,38.5,26,15,14.46,1.46,12.98,1.991,0.095,1.895,1.24,0.85,24.89,-,-,77.59,-
1328,桃園市,2015/09/26,中壢,3.7,1.07,-,27.2,43,16,42.22,14.73,27.49,2.387,0.375,2.013,1.38,0.53,26.22,-,-,73.08,-
1329,桃園市,2015/09/26,大園,3.2,0.23,-,41.7,42,15,14.87,2.31,12.56,-,-,-,3.44,2.73,26.66,-,-,74.84,-
1330,桃園市,2015/09/26,龍潭,3.4,0.35,-,40.3,39,19,13.28,2.2,11.08,-,-,-,2.92,2.75,25.24,-,-,76.1,-
1331,桃園市,2015/09/26,平鎮,3.6,0.37,-,36.2,40,19,16.59,2.26,14.33,-,-,-,2.82,2.34,25.83,-,-,77.32,-
1332,桃園市,2015/09/26,觀音,5.5,0.19,-,42.3,43,17,13.09,1.08,12.01,-,-,-,4.5,4.21,26.54,0.0,0.0,76.22,0.0
1333,桃園市,2015/09/25,桃園,8.3,0.44,-,44.6,29,16,20.21,1.81,18.4,2.055,0.14,1.915,1.81,1.47,26.64,-,-,69.35,-
1334,桃園市,2015/09/25,中壢,9.1,1.16,-,30.2,45,16,48.78,16.23,32.55,2.464,0.429,2.035,1.25,0.45,27.51,-,-,67.75,-
1335,桃園市,2015/09/25,大園,3.7,0.32,-,31.1,40,20,25.7,4.61,21.09,-,-,-,3.05,2.14,27.1,-,-,72.65,-
1336,桃園市,2015/09/25,龍潭,4.2,0.43,-,42.6,45,21,19.7,2.34,17.36,-,-,-,2.22,1.74,26.87,-,-,70.55,-
1337,桃園市,2015/09/25,平鎮,7.9,0.4,-,40.7,41,15,21.03,3.27,17.76,-,-,-,2.52,1.76,27.06,-,-,71.82,-
1338,桃園市,2015/09/25,觀音,7.7,0.27,-,29.3,40,15,26.66,3.22,23.44,-,-,-,3.61,3.32,26.81,0.0,0.0,74.61,0.0
1339,桃園市,2015/09/24,桃園,4.8,0.57,-,31.9,40,28,20.39,2.08,18.31,2.175,0.198,1.977,1.49,1.09,26.74,-,-,75.68,-
1340,桃園市,2015/09/24,中壢,5.8,1.4,-,18.6,55,24,56.04,21.82,34.23,2.575,0.518,2.056,1.23,0.74,27.45,-,-,75.39,-
1341,桃園市,2015/09/24,大園,4.5,0.46,-,28.0,55,30,22.03,2.46,19.55,-,-,-,2.26,1.72,27.22,-,-,85.19,-
1342,桃園市,2015/09/24,龍潭,7.6,0.51,-,25.4,47,24,20.86,2.2,18.66,-,-,-,2.15,1.77,26.78,-,-,78.15,-
1343,桃園市,2015/09/24,平鎮,4.2,0.52,-,27.3,49,27,23.22,2.88,20.35,-,-,-,2.1,1.59,27.1,-,-,80.39,-
1344,桃園市,2015/09/24,觀音,5.3,0.35,-,32.9,52,25,20.17,1.57,18.59,-,-,-,2.56,2.46,27.08,0.75,4.0,82.48,40.14
1345,桃園市,2015/09/23,桃園,4.3,0.53,-,33.0,43,30,22.4,2.97,19.42,2.201,0.22,1.981,1.22,0.88,28.05,-,-,72.32,-
1346,桃園市,2015/09/23,中壢,4.9,1.34,-,23.1,57,24,55.97,25.24,30.73,2.495,0.499,1.996,1.31,0.69,28.44,-,-,73.34,-
1347,桃園市,2015/09/23,大園,3.5,0.27,-,34.8,42,26,12.36,1.53,10.83,-,-,-,2.15,1.88,28.25,-,-,80.73,-
1348,桃園市,2015/09/23,龍潭,3.5,0.45,-,34.5,56,33,15.66,2.11,13.55,-,-,-,2.25,2.04,27.76,-,-,75.96,-
1349,桃園市,2015/09/23,平鎮,3.9,0.39,-,29.8,52,28,20.29,3.4,16.89,-,-,-,1.9,1.51,28.1,-,-,78.24,-
1350,桃園市,2015/09/23,觀音,2.8,0.22,-,35.7,45,20,9.58,1.21,8.32,-,-,-,2.2,1.98,28.03,0.0,0.0,81.24,0.0
1351,桃園市,2015/09/22,桃園,6.8,0.65,-,42.4,49,35,26.74,4.01,22.73,2.289,0.258,2.032,1.06,0.65,27.15,-,-,73.71,-
1352,桃園市,2015/09/22,中壢,4.7,1.08,-,30.9,57,26,45.42,15.63,29.79,2.508,0.436,2.073,1.16,0.45,27.77,-,-,74.89,-
1353,桃園市,2015/09/22,大園,3.7,0.36,-,37.5,46,28,17.78,2.1,15.68,-,-,-,1.78,0.92,27.83,-,-,83.32,-
1354,桃園市,2015/09/22,龍潭,4.5,0.51,-,39.9,60,34,18.2,2.09,16.11,-,-,-,1.8,1.24,27.49,-,-,75.36,-
1355,桃園市,2015/09/22,平鎮,4.1,0.44,-,36.8,57,32,20.8,2.72,18.07,-,-,-,1.65,0.95,27.51,-,-,79.42,-
1356,桃園市,2015/09/22,觀音,4.0,0.33,-,40.8,50,26,15.11,1.08,14.02,-,-,-,1.55,1.24,27.44,0.0,0.0,81.76,0.0
1357,桃園市,2015/09/21,桃園,4.8,0.56,-,37.4,43,27,22.77,2.02,20.76,2.193,0.204,1.989,1.23,0.96,26.29,-,-,75.02,-
1358,桃園市,2015/09/21,中壢,4.8,1.38,-,29.4,56,26,53.14,20.45,32.69,2.558,0.488,2.069,1.19,0.66,27.17,-,-,73.02,-
1359,桃園市,2015/09/21,大園,4.2,0.39,-,35.1,44,26,19.89,2.13,17.75,-,-,-,1.65,1.1,27.74,-,-,73.89,-
1360,桃園市,2015/09/21,龍潭,4.1,0.5,-,46.6,62,38,16.03,1.21,14.82,-,-,-,1.68,1.23,27.03,-,-,74.22,-
1361,桃園市,2015/09/21,平鎮,3.3,0.51,-,37.1,54,32,22.12,2.69,19.43,-,-,-,1.76,1.3,27.03,-,-,76.7,-
