序號,縣市,監測日期,測站,二氧化硫
SO2
(ppb),一氧化碳
CO
(ppm),二氧化碳
CO2
(ppm),臭氧
O3
(ppb),"懸浮微粒
PM 10 
(μg/m 3 )","細懸浮微粒
PM 2.5 
(μg/m 3 )",氮氧化物
NOx
(ppb),一氧化氮
NO
(ppb),二氧化氮
NO2
(ppb),總碳氫化合物
THC
(ppm),非甲烷碳氫化合物
NMHC
(ppm),甲烷
CH4
(ppm),風速
WIND_SPEED
(m/sec),小時風速值
WS_HR
(m/sec),溫度
AMB_TEMP
(℃),降雨強度
RAIN_INT
(㎜),酸雨
PH_RAIN
(pH),相對濕度
RH
175,新北市,2016/11/06,淡水,2.6,0.36,-,27.2,31,17,17.1,4.58,12.53,-,-,-,-,-,-,-,-,-,-
176,新北市,2016/11/06,汐止,5,0.4,-,18.7,29,15,26.59,11.92,14.67,-,-,-,1.58,1.17,24.84,-,-,76.1,-
177,新北市,2016/11/06,土城,2.8,0.45,-,24.4,33,14,23.73,6.62,17.11,2.059,0.165,1.894,1.18,0.46,24.53,-,-,70.3,-
178,新北市,2016/11/06,林口,2.9,0.29,-,28.5,42,18,19.4,3.94,15.46,-,-,-,2.65,2.17,23.55,-,-,75.01,-
179,新北市,2016/11/06,萬里,3,0.17,-,28.3,30,8,8.8,2.31,6.49,-,-,-,2.4,2.15,23.18,0,0,82.65,0
180,新北市,2016/11/05,板橋,4.6,0.68,-,29.2,45,19,31.48,7.13,24.35,2.159,0.267,1.892,1.45,0.98,24.54,0,0,70.06,0
181,新北市,2016/11/05,三重,4.3,1.54,-,-,57,19,97.57,55.84,41.73,2.656,0.551,2.105,-,-,24.66,-,-,69.1,-
182,新北市,2016/11/05,菜寮,4.3,0.71,-,26,39,18,33.5,6.95,26.55,-,-,-,1.47,0.99,24.79,-,-,71.6,-
183,新北市,2016/11/05,永和,3,0.94,-,22.3,34,16,24.26,8.51,15.75,2.329,0.324,2.005,1.41,1.17,24.02,-,-,72.47,-
184,新北市,2016/11/05,新莊,4.7,0.65,-,29.8,44,18,34.24,9.49,24.75,-,-,-,1.58,1.09,24.18,-,-,68.21,-
185,新北市,2016/11/05,新店,1.8,0.49,-,28.7,41,19,22.3,4.56,17.74,-,-,-,1.24,0.71,23.69,-,-,71.92,-
186,新北市,2016/11/05,淡水,2.6,0.5,-,29.2,42,22,22.82,3.1,19.72,-,-,-,-,-,-,-,-,-,-
187,新北市,2016/11/05,汐止,5.9,0.57,-,16.4,36,18,42.8,19.63,23.17,-,-,-,1.19,0.99,23.22,-,-,80.58,-
188,新北市,2016/11/05,土城,3.8,0.61,-,28.7,42,18,34.73,12.04,22.7,2.146,0.232,1.914,1.01,0.47,23.57,-,-,74.99,-
189,新北市,2016/11/05,林口,4.3,0.39,-,41.2,63,27,23.61,5.29,18.33,-,-,-,2.24,1.92,22.46,-,-,79.26,-
190,新北市,2016/11/05,萬里,2.6,0.2,-,27.8,36,11,9.97,2.03,7.94,-,-,-,2.56,2.47,21.73,0,0,85.23,0
191,新北市,2016/11/04,板橋,4.3,0.51,-,24.8,35,14,27.18,4.71,22.46,2.014,0.181,1.833,2.33,2.14,22.37,0,0,78.48,0
192,新北市,2016/11/04,三重,4.7,1.39,-,-,54,16,86.27,49.56,36.71,2.479,0.47,2.009,-,-,22.49,-,-,77.22,-
193,新北市,2016/11/04,菜寮,4.8,0.52,-,26.2,34,15,24.81,3.14,21.67,-,-,-,2.66,2.46,22.82,-,-,79.25,-
194,新北市,2016/11/04,永和,2.9,0.6,-,26.8,28,13,-,-,-,2.089,0.183,1.907,1.82,1.76,21.57,-,-,83.11,-
195,新北市,2016/11/04,新莊,3.7,0.45,-,28.6,30,12,22.4,3.16,19.24,-,-,-,3.14,2.99,22.43,-,-,73.03,-
196,新北市,2016/11/04,新店,1.4,0.42,-,27,31,17,20.14,3.69,16.45,-,-,-,1.36,1.09,21.5,-,-,80.6,-
197,新北市,2016/11/04,淡水,2.7,0.4,-,27.2,32,16,17.02,3.69,13.33,-,-,-,-,-,-,-,-,-,-
198,新北市,2016/11/04,汐止,5,0.42,-,15.1,28,16,36.03,7.74,28.29,-,-,-,1.36,1.24,20.93,-,-,91.48,-
199,新北市,2016/11/04,土城,2.9,0.44,-,30.4,32,12,20.08,2.79,17.3,2.036,0.156,1.881,1.36,0.36,22.19,-,-,80.52,-
200,新北市,2016/11/04,林口,3.6,0.33,-,29.4,50,19,24.21,4.8,19.4,-,-,-,2.94,2.53,20.56,-,-,83.27,-
201,新北市,2016/11/04,萬里,2.3,0.2,-,42.9,75,13,7.91,1.34,6.56,-,-,-,3.14,2.99,21.72,0.83,4.79,82.93,645.46
202,新北市,2016/11/03,板橋,2.9,0.39,-,28.4,42,12,22.07,2.78,19.28,1.948,0.143,1.804,2.33,1.98,21.62,0,0,68.37,0
203,新北市,2016/11/03,三重,1.3,1.2,-,-,59,14,80.28,46.11,34.16,2.549,0.574,1.975,-,-,22,-,-,66.23,-
204,新北市,2016/11/03,菜寮,2,0.36,-,33.9,41,12,15.93,1.65,14.27,-,-,-,3.05,2.68,22.02,-,-,67.53,-
205,新北市,2016/11/03,永和,2.1,0.42,-,35.3,35,13,19.14,5.62,13.52,1.979,0.126,1.853,2.44,2.23,21.07,-,-,72.16,-
206,新北市,2016/11/03,新莊,2.5,0.39,-,31.4,36,9,18.19,2.13,16.06,-,-,-,3.81,3.6,21.56,-,-,64.53,-
207,新北市,2016/11/03,新店,8.3,0.29,-,38.9,39,16,11.46,1.65,9.8,-,-,-,1.9,1.51,21.06,-,-,70.53,-
208,新北市,2016/11/03,淡水,1.9,0.2,-,43.8,35,12,5.48,1.83,3.65,-,-,-,-,-,-,-,-,-,-
209,新北市,2016/11/03,汐止,2.5,0.29,-,25.6,38,15,25.21,4.55,20.65,-,-,-,1.62,1.44,20.16,-,-,81.99,-
210,新北市,2016/11/03,土城,1.3,0.29,-,36.6,38,11,13.55,2.07,11.48,1.928,0.097,1.831,1.5,0.67,21.38,-,-,70.59,-
211,新北市,2016/11/03,林口,2.2,0.23,-,34.7,52,15,16.76,2.98,13.75,-,-,-,2.88,2.67,19.5,-,-,73.55,-
212,新北市,2016/11/03,萬里,1.8,0.14,-,50.4,76,12,3.99,1.55,2.45,-,-,-,8.12,7.73,21.52,0,0,68.16,0
213,新北市,2016/11/02,板橋,3.1,0.38,-,27.1,37,9,22.09,3.56,18.52,1.916,0.121,1.794,2.61,2.22,21.09,0,0,67.26,0
214,新北市,2016/11/02,三重,2.1,1.22,-,-,49,10,88.14,55.12,33.03,2.328,0.389,1.938,-,-,21.51,-,-,64.91,-
215,新北市,2016/11/02,菜寮,1.3,0.28,-,35.8,31,9,12.22,1.35,10.84,-,-,-,3.45,3.18,21.43,-,-,66.38,-
216,新北市,2016/11/02,永和,3.8,0.44,-,29.8,32,10,22.93,6.83,16.09,1.989,0.144,1.846,2.48,2.32,20.48,-,-,72,-
217,新北市,2016/11/02,新莊,1.7,0.28,-,34.9,28,6,13.37,2.38,11,-,-,-,4.24,4.2,21.05,-,-,63.33,-
218,新北市,2016/11/02,新店,1.7,0.26,-,36.8,35,14,12.81,2.14,10.66,-,-,-,1.93,1.59,20.39,-,-,70.98,-
219,新北市,2016/11/02,淡水,1.8,0.15,-,42.6,27,11,4.4,1.24,3.15,-,-,-,-,-,-,-,-,-,-
220,新北市,2016/11/02,汐止,5.7,0.21,-,30.2,33,12,18.3,2.73,15.55,-,-,-,2.91,2.62,20.06,-,-,75.96,-
221,新北市,2016/11/02,土城,3,0.28,-,32.8,37,8,14.34,1.66,12.68,1.901,0.087,1.813,1.57,1.02,20.72,-,-,71.04,-
222,新北市,2016/11/02,林口,1.6,0.16,-,35.1,38,12,14,3.67,10.33,-,-,-,2.78,2.7,18.71,-,-,74.68,-
223,新北市,2016/11/02,萬里,1.7,0.12,-,47.7,83,10,3.63,1.43,2.2,-,-,-,7.84,7.33,20.84,0,0,68.45,0
224,新北市,2016/11/01,板橋,3.2,0.39,-,29.1,32,8,18.67,2.88,15.79,1.925,0.112,1.813,3.15,2.68,22.66,0.5,4.63,71.91,103.88
225,新北市,2016/11/01,三重,1.9,1.27,-,-,41,10,84.69,50.8,33.89,2.362,0.394,1.969,-,-,22.91,-,-,70.23,-
226,新北市,2016/11/01,菜寮,0.9,0.33,-,35.2,26,9,12.77,2.57,10.19,-,-,-,3.04,3.03,22.98,-,-,72,-
227,新北市,2016/11/01,永和,3,0.47,-,31.4,27,8,20.6,5.9,14.7,1.988,0.127,1.861,2.68,2.55,21.93,-,-,76.79,-
228,新北市,2016/11/01,新莊,1.9,0.33,-,33.4,26,6,14.82,2.63,12.19,-,-,-,4.72,4.25,22.55,-,-,67.86,-
229,新北市,2016/11/01,新店,2.8,0.32,-,35.9,28,13,13.78,2.17,11.61,-,-,-,2.07,1.66,21.67,-,-,77.34,-
230,新北市,2016/11/01,淡水,0.6,0.2,-,41.4,30,10,4.35,0.73,3.61,-,-,-,-,-,-,-,-,-,-
231,新北市,2016/11/01,汐止,3.4,0.25,-,35.1,28,9,12.43,1.44,10.99,-,-,-,3.44,3.03,21.62,-,-,80.12,-
232,新北市,2016/11/01,土城,2.2,0.34,-,33.3,30,8,13.58,1.72,11.86,1.919,0.087,1.832,1.67,0.86,22.21,-,-,77.18,-
233,新北市,2016/11/01,林口,1.8,0.2,-,37.1,35,11,11.69,3.03,8.66,-,-,-,3.71,3.63,20.24,-,-,80.17,-
234,新北市,2016/11/01,萬里,1.6,0.17,-,47,67,7,3.01,1.1,1.89,-,-,-,9.04,8.31,22.14,0.88,4.67,74.88,498.59
235,臺中市,2016/11/13,西屯,2.2,0.4,-,39.8,71,40,19.46,3.41,16.05,1.859,0.15,1.709,1.56,1.06,25.15,0,0,77.11,0
236,臺中市,2016/11/13,忠明,2.1,0.52,-,37.6,58,39,24.13,5.42,18.72,2.005,0.166,1.84,1.48,1.04,25.36,-,-,74.21,-
237,臺中市,2016/11/13,豐原,3.1,0.39,-,41.6,51,39,11.64,1.14,10.51,1.859,0.108,1.751,1.5,1.13,23.56,-,-,76.37,-
238,臺中市,2016/11/13,沙鹿,2.4,0.39,-,45.6,75,40,16.74,1.48,15.26,-,-,-,2.46,1.17,24.48,-,-,82.33,-
239,臺中市,2016/11/13,大里,3.4,0.63,449.86,35.1,80,44,26.57,5.04,21.53,2.092,0.241,1.851,1.35,1.05,26.14,-,-,74.61,-
240,臺中市,2016/11/12,西屯,3.4,0.57,-,24.9,82,47,37.1,9.14,27.95,2.125,0.372,1.753,1.54,1,25.22,0,0,75.21,0
241,臺中市,2016/11/12,忠明,3.8,0.79,-,23.6,84,44,40.65,9.87,30.78,2.273,0.367,1.906,1.5,0.86,25.32,-,-,73.23,-
242,臺中市,2016/11/12,豐原,2.4,0.45,-,36.2,38,34,15.49,2.09,13.4,1.923,0.163,1.76,1.45,1.17,23.63,-,-,74.07,-
243,臺中市,2016/11/12,沙鹿,4.3,0.7,-,26.4,80,40,39.41,10.55,28.86,-,-,-,2.28,0.96,24.11,-,-,79.65,-
244,臺中市,2016/11/12,大里,3.4,0.73,447.3,25,75,39,32.45,6,26.44,2.164,0.321,1.843,1.2,0.74,26.13,-,-,72.91,-
245,臺中市,2016/11/11,西屯,4.1,0.47,-,19.5,45,21,31.22,5.82,25.39,2.099,0.379,1.72,1.97,1.1,22.67,0,0,77.02,0
246,臺中市,2016/11/11,忠明,3.2,0.65,-,14.7,41,21,41.07,10.39,30.67,2.168,0.318,1.849,1.41,1,22.3,-,-,75.83,-
247,臺中市,2016/11/11,豐原,2.8,0.47,-,14.9,18,15,18.63,4.24,14.38,1.947,0.188,1.758,1.44,0.91,20.71,-,-,81.53,-
248,臺中市,2016/11/11,沙鹿,3.1,0.58,-,21.1,45,18,33.84,6.85,26.99,-,-,-,2.72,1.16,21.54,-,-,79.01,-
249,臺中市,2016/11/11,大里,2.8,0.7,445.25,14,41,20,38.68,9.28,29.4,2.203,0.384,1.82,1.07,0.74,23.87,-,-,75.2,-
250,臺中市,2016/11/10,西屯,0.9,0.24,-,24.3,31,11,16.42,1.8,14.61,1.78,0.117,1.663,3.49,1.49,21.43,1.75,3.79,79.25,33
251,臺中市,2016/11/10,忠明,1.9,0.31,-,19.5,16,10,22.71,4.1,18.61,1.953,0.171,1.783,2.04,1.05,20.99,-,-,77.68,-
252,臺中市,2016/11/10,豐原,0.8,0.24,-,25.1,10,11,10.69,2.09,8.6,1.833,0.104,1.729,1.8,0.8,19.43,-,-,81.09,-
253,臺中市,2016/11/10,沙鹿,1.6,0.23,-,23.5,24,10,17.32,1.9,15.42,-,-,-,4.54,1.53,20.43,-,-,82.21,-
254,臺中市,2016/11/10,大里,2.4,0.42,429.28,17.1,27,12,26.4,4.38,22.02,1.907,0.176,1.731,1.66,0.79,23,-,-,74.65,-
255,臺中市,2016/11/09,西屯,2.2,0.2,-,34.7,33,8,10.61,1.48,9.13,1.737,0.07,1.667,4.96,2.45,22.1,0,0,64.79,0
256,臺中市,2016/11/09,忠明,2.4,0.29,-,29.6,25,10,17.32,3.03,14.3,1.848,0.091,1.758,2.84,1.45,21.91,-,-,64.17,-
257,臺中市,2016/11/09,豐原,1.9,0.2,-,34.2,19,9,6.8,1.55,5.25,1.769,0.055,1.714,2.26,1.29,20.31,-,-,68,-
258,臺中市,2016/11/09,沙鹿,1.8,0.18,-,34.9,28,6,10.76,1.12,9.64,-,-,-,6.31,1.72,21.04,-,-,67.92,-
259,臺中市,2016/11/09,大里,2.5,0.35,418.63,28.3,25,9,17.41,2.03,15.38,1.819,0.112,1.707,2.51,1.25,23.97,-,-,63.37,-
260,臺中市,2016/11/08,西屯,2.3,0.31,-,31.9,50,25,17.5,2.19,15.3,1.928,0.229,1.698,3.97,2.04,24.72,0,0,70.03,0
261,臺中市,2016/11/08,忠明,3.3,0.46,-,29.1,45,24,25.17,5.86,19.31,1.997,0.192,1.806,2.4,1.21,24.84,-,-,68.71,-
262,臺中市,2016/11/08,豐原,2.1,0.31,-,33.4,20,15,11.31,2.69,8.62,1.825,0.105,1.719,2.35,1.38,22.68,-,-,69.62,-
263,臺中市,2016/11/08,沙鹿,3.1,0.39,-,33.5,59,28,18.18,2.17,16.01,-,-,-,4.89,1.49,24.1,-,-,76.53,-
264,臺中市,2016/11/08,大里,1.9,0.45,439.56,29,43,14,21.17,4.19,16.98,1.93,0.189,1.741,2.49,1.13,25.91,-,-,67.27,-
265,臺中市,2016/11/07,西屯,3.7,0.42,-,25.8,66,42,25.17,2.63,22.55,1.929,0.216,1.712,1.58,1.39,26.23,0,0,67.88,0
266,臺中市,2016/11/07,忠明,4.4,0.49,-,28.5,59,41,24.58,3.98,20.59,1.975,0.179,1.796,1.58,1.33,26.48,-,-,65.93,-
267,臺中市,2016/11/07,豐原,2.8,0.36,-,37.5,33,27,13.12,1.38,11.74,1.877,0.148,1.728,1.89,1.61,24.11,-,-,65.19,-
268,臺中市,2016/11/07,沙鹿,5.9,0.46,-,34.9,69,37,22.05,1.96,20.09,-,-,-,1.94,1.63,25.88,-,-,74.8,-
269,臺中市,2016/11/07,大里,2.3,0.47,442.37,28.1,52,26,22.76,4.18,18.59,1.942,0.215,1.727,1.49,1.28,26.86,-,-,66.25,-
270,臺中市,2016/11/06,西屯,2.2,0.49,-,33.7,66,46,27.52,4.35,23.17,2.019,0.236,1.783,1.44,0.85,25.43,0,0,69.98,0
271,臺中市,2016/11/06,忠明,2.9,0.6,-,35.2,63,44,28.24,4.11,24.13,2.073,0.197,1.876,1.32,0.87,25.72,-,-,68.32,-
272,臺中市,2016/11/06,豐原,3.4,0.37,-,46.7,38,30,12.25,1.47,10.79,1.83,0.094,1.735,1.69,1.41,23.13,-,-,69.15,-
273,臺中市,2016/11/06,沙鹿,3.4,0.55,-,33.5,73,43,26.84,2.43,24.41,-,-,-,2.16,1.17,24.97,-,-,73.66,-
274,臺中市,2016/11/06,大里,2.1,0.53,448.36,38.5,65,35,22.51,2.52,19.99,1.952,0.172,1.78,1.14,0.71,26.28,-,-,67.92,-
275,臺中市,2016/11/05,西屯,4.2,0.5,-,35,86,50,29.99,5.76,24.23,2.059,0.275,1.785,1.62,1.04,25.03,0,0,72.47,0
276,臺中市,2016/11/05,忠明,4,0.61,-,34.5,81,47,29.01,4.03,24.98,2.104,0.237,1.867,1.61,1.02,25.12,-,-,70.27,-
277,臺中市,2016/11/05,豐原,3,0.42,-,44.8,52,36,11.81,0.88,10.96,1.881,0.133,1.748,1.78,1.39,22.71,-,-,73.65,-
278,臺中市,2016/11/05,沙鹿,4.2,0.51,-,35.4,70,36,26.32,2.71,23.59,-,-,-,2.11,1.2,24.34,-,-,75.84,-
279,臺中市,2016/11/05,大里,3.3,0.54,446.05,36.7,74,34,22.2,3.14,19.06,1.973,0.239,1.734,1.37,0.92,25.88,-,-,69.48,-
280,臺中市,2016/11/04,西屯,3.8,0.47,-,30.5,54,28,31.09,5.56,25.54,2.052,0.29,1.762,1.48,1.03,24.67,0,0,68.87,0
281,臺中市,2016/11/04,忠明,4.5,0.59,-,28.2,50,28,37.33,7.77,29.55,2.141,0.283,1.858,1.34,0.87,24.81,-,-,66.56,-
282,臺中市,2016/11/04,豐原,3.1,0.43,-,40.4,42,32,17.48,2.67,14.8,1.934,0.182,1.752,1.49,1.15,22.8,-,-,71.46,-
283,臺中市,2016/11/04,沙鹿,4.6,0.48,-,24.5,49,21,29.78,4.85,24.92,-,-,-,1.84,1.03,23.44,-,-,73.31,-
284,臺中市,2016/11/04,大里,3.6,0.63,449.35,30.2,65,32,32.06,5.06,27,2.121,0.325,1.795,1.24,0.94,25.49,-,-,68.79,-
285,臺中市,2016/11/03,西屯,1.7,0.15,-,38.7,38,10,11.42,1.49,9.92,1.74,0.081,1.659,3.42,1.59,23.02,0,0,64.33,0
286,臺中市,2016/11/03,忠明,1.8,0.28,-,32.7,26,11,17.01,1.91,15.1,1.846,0.113,1.733,2.22,1.38,22.91,-,-,63.81,-
287,臺中市,2016/11/03,豐原,2,0.21,-,34.1,21,11,8.29,1.08,7.21,1.749,0.08,1.668,1.86,1.07,21.18,-,-,68.02,-
288,臺中市,2016/11/03,沙鹿,2.1,0.21,-,39,33,8,10.93,1.19,9.75,-,-,-,5.1,1.54,22.13,-,-,67.17,-
289,臺中市,2016/11/03,大里,2,0.41,427.76,30.2,30,12,20.19,1.91,18.31,1.86,0.157,1.703,1.74,0.9,24.62,-,-,63.23,-
290,臺中市,2016/11/02,西屯,1.9,0.13,-,39.1,35,9,8,0.9,7.05,1.696,0.048,1.648,5.44,2.53,22.67,0,0,63.35,0
291,臺中市,2016/11/02,忠明,1.8,0.22,-,34.2,22,7,14.47,2.74,11.73,1.8,0.059,1.741,2.96,1.47,22.65,-,-,62.82,-
292,臺中市,2016/11/02,豐原,1.6,0.15,-,36.8,19,6,6.72,1.3,5.42,1.735,0.044,1.69,2.74,1.33,20.83,-,-,67.21,-
293,臺中市,2016/11/02,沙鹿,2,0.16,-,39.3,36,6,10.48,2.41,8.06,-,-,-,6.93,1.85,21.78,-,-,65.82,-
294,臺中市,2016/11/02,大里,1.2,0.26,423.97,32.5,24,6,12.73,2.24,10.48,1.745,0.078,1.667,3,0.97,24.6,-,-,62.59,-
295,臺中市,2016/11/01,西屯,2.3,0.2,-,38.9,35,11,8.75,0.62,8.06,1.721,0.059,1.662,5.04,2.43,24.27,0,0,65.59,0
296,臺中市,2016/11/01,忠明,2,0.29,-,33.1,28,12,15.32,1.86,13.45,1.838,0.087,1.751,2.83,1.49,24.45,-,-,64.37,-
297,臺中市,2016/11/01,豐原,1.3,0.19,-,38,13,10,5.87,0.86,5.01,1.722,0.039,1.683,2.41,1.2,22.7,-,-,67.66,-
298,臺中市,2016/11/01,沙鹿,2.2,0.22,-,39.7,41,6,8.95,1.31,7.64,-,-,-,6.65,1.77,23.52,-,-,68.24,-
299,臺中市,2016/11/01,大里,1.5,0.33,426.59,33.3,28,8,14.2,1.89,12.31,1.771,0.087,1.685,2.57,1,26.14,-,-,63.03,-
300,臺南市,2016/11/13,新營,3.4,0.49,-,39.8,108,58,18.46,2.12,16.33,2.22,0.171,2.049,1.55,0.94,24.94,0,0,77.84,0
301,臺南市,2016/11/13,善化,3.5,0.47,442.47,39.8,85,54,17.12,2.43,14.69,-,-,-,1.67,1.34,25.48,-,-,76.81,-
302,臺南市,2016/11/13,安南,4,0.47,-,38.2,92,56,18.83,2.67,16.16,2.015,0.137,1.878,1.81,1.29,25.46,-,-,78.25,-
303,臺南市,2016/11/13,臺南,4.2,0.6,-,41.1,81,54,22.23,2.5,19.72,2.179,0.204,1.975,1.79,1.09,25.11,-,-,72.33,-
304,臺南市,2016/11/12,新營,4,0.47,-,34,96,53,19.92,1.6,18.32,2.264,0.187,2.077,1.89,1,25.49,0,0,71.18,0
305,臺南市,2016/11/12,善化,4.8,0.44,439.94,35.3,88,52,17.41,1.83,15.58,-,-,-,2.39,1.69,26.48,-,-,71.03,-
306,臺南市,2016/11/12,安南,3.4,0.41,-,38.6,77,40,16.43,1.78,14.67,2.023,0.161,1.862,2.06,1.43,26.05,-,-,72.45,-
307,臺南市,2016/11/12,臺南,4,0.54,-,40.3,68,43,19.41,0.71,18.68,2.148,0.201,1.948,2.02,1.22,25.53,-,-,66.27,-
308,臺南市,2016/11/11,新營,3.2,0.44,-,25.1,71,35,23.32,3.14,20.19,2.194,0.187,2.008,1.64,0.97,23.09,0,0,74.62,0
309,臺南市,2016/11/11,善化,4.1,0.41,430.4,29.9,62,36,22.22,2.52,19.7,-,-,-,1.91,1.26,24.25,-,-,73.97,-
310,臺南市,2016/11/11,安南,2.1,0.45,-,32,62,34,21.52,2.66,18.87,2.007,0.194,1.813,1.79,1.12,23.7,-,-,74.78,-
311,臺南市,2016/11/11,臺南,3.7,0.59,-,33.5,53,34,25.77,3.21,22.55,2.184,0.265,1.919,1.68,1.09,23.02,-,-,70.3,-
312,臺南市,2016/11/10,新營,2.7,0.31,-,19.4,43,13,20.6,2.59,18.01,2.063,0.128,1.935,2.93,1.35,21.8,0,0,75.11,0
313,臺南市,2016/11/10,善化,3.2,0.31,419.04,19.2,45,20,21.06,2.51,18.54,-,-,-,4.01,1.54,23.29,-,-,73.28,-
314,臺南市,2016/11/10,安南,3.7,0.35,-,18.1,49,19,21.34,2.98,18.35,1.906,0.138,1.768,2.9,0.89,22.95,-,-,72.55,-
315,臺南市,2016/11/10,臺南,3.7,0.38,-,19.8,42,20,22.65,2.32,20.31,2.052,0.173,1.879,2.77,1.39,22.52,-,-,66.97,-
316,臺南市,2016/11/09,新營,3.4,0.31,-,31.7,53,18,15.84,1.9,13.94,2.008,0.104,1.905,2.82,1.31,22.72,0,0,67.93,0
317,臺南市,2016/11/09,善化,2.4,0.31,414.2,33.2,55,22,15.01,1.21,13.78,-,-,-,3.38,1.41,24.51,-,-,68.5,-
318,臺南市,2016/11/09,安南,3.4,0.34,-,30.4,69,16,18.03,2.72,15.31,1.894,0.134,1.759,2.59,1.12,23.74,-,-,68.56,-
319,臺南市,2016/11/09,臺南,2.8,0.41,-,32.5,60,22,17.97,1.6,16.38,2.046,0.174,1.872,2.57,1.44,23.28,-,-,63.15,-
320,臺南市,2016/11/08,新營,3.2,0.37,-,31.1,73,28,16.62,1.91,14.71,2.167,0.14,2.027,2.71,1.26,25,0,0,71.23,0
321,臺南市,2016/11/08,善化,3.2,0.32,431.56,31.8,55,27,13.9,1.2,12.7,-,-,-,3.39,2.06,25.53,-,-,72.78,-
322,臺南市,2016/11/08,安南,2.8,0.35,-,31.2,69,34,17.89,3.96,13.92,1.966,0.141,1.825,2.85,1.69,25.65,-,-,72.62,-
323,臺南市,2016/11/08,臺南,3,0.41,-,34.4,55,30,15.94,0.82,15.15,2.077,0.185,1.892,2.62,1.37,25.36,-,-,65.95,-
324,臺南市,2016/11/07,新營,2.9,0.35,-,30.8,70,33,13.98,1.51,12.48,2.095,0.116,1.98,1.48,0.91,25.83,0,0,71.33,0
325,臺南市,2016/11/07,善化,2.2,0.29,424.76,29.2,54,32,13.61,1.87,11.74,-,-,-,1.79,1.43,26.05,-,-,73.19,-
326,臺南市,2016/11/07,安南,3.1,0.33,-,30.4,58,32,16.26,2.57,13.69,1.973,0.164,1.809,1.92,1.54,26.31,-,-,74.09,-
327,臺南市,2016/11/07,臺南,3.7,0.38,-,38.7,45,29,14.23,1.09,13.14,1.953,0.151,1.801,1.79,1.1,26,-,-,67.32,-
328,臺南市,2016/11/06,新營,2.9,0.37,-,45,74,41,12.33,1.38,10.95,2.158,0.138,2.02,1.32,0.75,25.39,0,0,72.89,0
329,臺南市,2016/11/06,善化,3.5,0.31,439.21,41.4,57,34,12.04,1.97,10.07,-,-,-,1.61,1.25,25.64,-,-,74.06,-
330,臺南市,2016/11/06,安南,2.8,0.32,-,43.9,61,39,14.43,1.05,13.53,1.93,0.118,1.812,2.02,1.51,25.65,-,-,75.45,-
331,臺南市,2016/11/06,臺南,2.7,0.42,-,51.2,53,37,13.9,0.92,12.96,2.001,0.121,1.879,1.8,1.22,25.37,-,-,68.1,-
332,臺南市,2016/11/05,新營,2.8,0.37,-,41.5,71,37,14.26,1.57,12.69,2.152,0.143,2.009,1.75,1.05,24.55,0,0,73.81,0
333,臺南市,2016/11/05,善化,1.7,0.3,432.63,39.6,60,31,12.1,1.31,10.79,-,-,-,1.94,1.62,24.93,-,-,74.66,-
334,臺南市,2016/11/05,安南,3,0.37,-,36.9,68,40,17.63,2.38,15.24,1.989,0.14,1.848,2.11,1.56,24.99,-,-,75.86,-
335,臺南市,2016/11/05,臺南,4.3,0.43,-,43.1,57,35,17.91,1.4,16.49,2.05,0.167,1.882,2.11,1.46,24.61,-,-,69.34,-
336,臺南市,2016/11/04,新營,2.9,0.4,-,39.1,72,32,19.42,2.43,16.99,2.182,0.173,2.009,1.58,0.92,24.22,0,0,70.59,0
337,臺南市,2016/11/04,善化,3.5,0.35,428.64,35.9,62,31,17.15,2.11,15.04,-,-,-,1.78,1.43,24.96,-,-,71.12,-
338,臺南市,2016/11/04,安南,3.2,0.4,-,36.6,62,29,21.84,4.11,17.73,2.034,0.189,1.845,1.92,1.53,24.9,-,-,71.19,-
339,臺南市,2016/11/04,臺南,3.7,0.49,-,39.5,59,33,23.47,2.86,20.57,2.167,0.229,1.938,1.84,1.09,24.45,-,-,65.22,-
340,臺南市,2016/11/03,新營,3.3,0.28,-,36.5,58,18,14.82,1.23,13.59,1.987,0.092,1.895,2.18,1.1,23.25,0,0,66.75,0
341,臺南市,2016/11/03,善化,3.9,0.28,417.32,35.6,61,24,16.86,1.54,15.31,-,-,-,2.48,1.41,24.94,-,-,66.39,-
342,臺南市,2016/11/03,安南,3.9,0.3,-,35,58,21,16.93,2.28,14.65,1.863,0.106,1.757,2.22,1.36,24.39,-,-,65.97,-
343,臺南市,2016/11/03,臺南,4.1,0.37,-,34.6,54,23,19.15,1.28,17.91,2.023,0.16,1.863,2.25,1.41,23.76,-,-,60.73,-
344,臺南市,2016/11/02,新營,2.7,0.25,-,31.3,59,13,13.7,1.75,11.95,1.963,0.075,1.888,3.25,1.38,22.72,0,0,68.86,0
345,臺南市,2016/11/02,善化,2.6,0.25,414.87,29.3,56,18,14.38,1.67,12.7,-,-,-,4.06,1.75,24.37,-,-,69.25,-
346,臺南市,2016/11/02,安南,3.3,0.28,-,30.4,68,17,15.39,2.45,12.94,1.853,0.099,1.753,3.03,1.37,23.85,-,-,67.98,-
347,臺南市,2016/11/02,臺南,2.8,0.37,-,31.9,68,17,16.94,1.66,15.29,2.006,0.143,1.864,2.9,1.26,23.4,-,-,62.27,-
348,臺南市,2016/11/01,新營,2.9,0.28,-,33.1,45,15,12.84,1.41,11.43,1.994,0.086,1.907,2.75,1.26,24.31,0,0,70,0
