序號,縣市,監測日期,測站,二氧化硫
SO2
(ppb),一氧化碳
CO
(ppm),二氧化碳
CO2
(ppm),臭氧
O3
(ppb),"懸浮微粒
PM 10 
(μg/m 3 )","細懸浮微粒
PM 2.5 
(μg/m 3 )",氮氧化物
NOx
(ppb),一氧化氮
NO
(ppb),二氧化氮
NO2
(ppb),總碳氫化合物
THC
(ppm),非甲烷碳氫化合物
NMHC
(ppm),甲烷
CH4
(ppm),風速
WIND_SPEED
(m/sec),小時風速值
WS_HR
(m/sec),溫度
AMB_TEMP
(℃),降雨強度
RAIN_INT
(㎜),酸雨
PH_RAIN
(pH),相對濕度
RH
519,基隆市,2016/11/02,基隆,0.6,0.16,-,42.7,27,8,3.36,0.85,2.5,1.909,0.038,1.871,2.37,2.11,20.69,-,-,71.79,-
520,基隆市,2016/11/01,基隆,0.5,0.19,-,42.6,23,8,3.44,0.52,2.88,1.914,0.036,1.878,2.54,2.35,21.94,-,-,79.23,-
521,新竹市,2016/11/13,新竹,3.5,0.52,-,38.5,59,30,20.72,2.81,17.91,2.153,0.212,1.941,1.27,0.79,24.11,-,-,78.72,-
522,新竹市,2016/11/12,新竹,3.2,0.5,-,28.4,55,23,27.73,6.12,21.61,2.222,0.267,1.955,1.29,0.89,23.24,-,-,75.9,-
523,新竹市,2016/11/11,新竹,3,0.41,-,28.4,34,12,20.34,1.79,18.55,2.044,0.185,1.86,2.41,2.08,21.35,-,-,68.86,-
524,新竹市,2016/11/10,新竹,2.1,0.32,-,24.7,28,9,19.06,1.85,17.21,2.003,0.154,1.849,2.34,1.89,19.47,-,-,83.45,-
525,新竹市,2016/11/09,新竹,2.7,0.26,-,32.1,32,11,14.22,1.7,12.52,1.929,0.122,1.807,4.43,3.68,19.93,-,-,71.89,-
526,新竹市,2016/11/08,新竹,2.3,0.38,-,29.8,46,20,17.41,2.7,14.7,2.035,0.171,1.864,2.74,1.95,22.59,-,-,78.69,-
527,新竹市,2016/11/07,新竹,3,0.47,-,43.5,56,29,17.69,1.8,15.89,2.09,0.224,1.866,1.33,0.85,25.03,-,-,72.07,-
528,新竹市,2016/11/06,新竹,2.9,0.51,-,27.8,51,27,22.71,2.3,20.42,2.187,0.265,1.922,0.89,0.58,24.13,-,-,69.56,-
529,新竹市,2016/11/05,新竹,3.3,0.55,-,35.4,57,30,27.81,5.3,22.51,2.218,0.303,1.915,1.28,0.79,23.79,-,-,72.1,-
530,新竹市,2016/11/04,新竹,3.2,0.37,-,32.1,34,12,19.43,2.03,17.39,1.988,0.169,1.819,2.56,2.14,23.15,-,-,70.32,-
531,新竹市,2016/11/03,新竹,2.5,0.23,-,38.8,41,10,12.86,1.47,11.4,1.908,0.116,1.792,4.45,3.78,21.51,-,-,66.11,-
532,新竹市,2016/11/02,新竹,2.2,0.24,-,36,36,8,13.91,1.6,12.3,1.915,0.11,1.805,5.24,4.11,20.8,-,-,67.08,-
533,新竹市,2016/11/01,新竹,2.4,0.27,-,37.8,35,7,11.75,1.21,10.53,1.901,0.089,1.812,5.62,4.49,22.52,-,-,69.94,-
534,嘉義市,2016/11/13,嘉義,3.8,0.57,-,38.2,87,52,20.98,2.21,18.78,2.076,0.205,1.871,1.49,0.99,25.09,-,-,72.9,-
535,嘉義市,2016/11/12,嘉義,4.7,0.63,-,31.1,106,58,23.78,2.34,21.44,2.192,0.265,1.927,1.91,0.99,25.73,-,-,66.59,-
536,嘉義市,2016/11/11,嘉義,3.3,0.57,-,20.1,61,35,27.27,3.89,23.38,2.147,0.283,1.864,1.51,0.93,23,-,-,72.12,-
537,嘉義市,2016/11/10,嘉義,3.6,0.42,-,15.2,50,20,26.15,3.05,23.09,2.034,0.235,1.799,2.57,1.04,21.93,-,-,71.81,-
538,嘉義市,2016/11/09,嘉義,2.8,0.44,-,26.3,44,13,20.16,1.82,18.32,1.94,0.181,1.76,2.48,1.1,22.82,-,-,63.17,-
539,嘉義市,2016/11/08,嘉義,4,0.49,-,31.5,65,30,19.29,2.07,17.22,1.968,0.196,1.772,2.69,1.23,25.45,-,-,63.96,-
540,嘉義市,2016/11/07,嘉義,2.4,0.46,-,30.5,66,33,15.97,2.34,13.63,1.948,0.163,1.785,1.63,1.1,26.11,-,-,63.1,-
541,嘉義市,2016/11/06,嘉義,3.3,0.43,-,43.3,60,37,12.93,0.98,11.95,1.899,0.12,1.779,1.51,1.11,25.57,-,-,65.7,-
542,嘉義市,2016/11/05,嘉義,3.5,0.45,-,41.3,69,37,14.81,1.29,13.52,1.962,0.164,1.798,1.66,1.12,24.75,-,-,68.74,-
543,嘉義市,2016/11/04,嘉義,4.7,0.51,-,33.6,75,31,25.47,3.51,21.94,2.158,0.263,1.895,1.46,1.02,24.58,-,-,66.13,-
544,嘉義市,2016/11/03,嘉義,5.9,0.38,-,31.6,51,18,21.26,2.3,18.96,1.924,0.165,1.759,2,1.07,23.66,-,-,60.9,-
545,嘉義市,2016/11/02,嘉義,2.3,0.34,-,27.7,53,17,19.05,2.28,16.77,1.898,0.152,1.745,3.05,1.14,23.36,-,-,62.19,-
546,嘉義市,2016/11/01,嘉義,3.8,0.42,-,27.7,50,17,19.93,1.79,18.14,1.945,0.18,1.765,2.35,1.12,24.64,-,-,63.96,-
547,宜蘭縣,2016/11/13,宜蘭,1.7,0.35,428.58,29.6,40,11,8.46,1.35,7.1,-,-,-,1.22,0.84,25.14,-,-,77.57,-
548,宜蘭縣,2016/11/13,冬山,1.7,0.35,-,18.6,41,8,20.48,5.42,15.06,-,-,-,1.24,0.98,24.31,0,0,75.19,0
549,宜蘭縣,2016/11/12,宜蘭,1.6,0.3,427.33,34.6,38,10,7.49,1.08,6.39,-,-,-,1.14,0.86,23.87,-,-,75.06,-
550,宜蘭縣,2016/11/12,冬山,2.4,0.29,-,27.3,42,8,15.16,3.75,11.41,-,-,-,1.35,0.94,23.16,0,0,73.06,0
551,宜蘭縣,2016/11/11,宜蘭,1.2,0.31,421.25,29.6,35,9,8.7,0.91,7.78,-,-,-,1.18,0.89,20.71,-,-,82.8,-
552,宜蘭縣,2016/11/11,冬山,0.5,0.27,-,28,33,5,9.98,1.39,8.56,-,-,-,1.07,1.09,20.14,0,0,80.68,0
553,宜蘭縣,2016/11/10,宜蘭,1.8,0.31,416.75,27,25,4,10.56,1.87,8.68,-,-,-,0.92,0.59,20.28,-,-,89.26,-
554,宜蘭縣,2016/11/10,冬山,1.1,0.22,-,24.9,20,2,14.17,3.98,10.2,-,-,-,1.53,1.2,19.92,0.5,5.5,85.4,132.3
555,宜蘭縣,2016/11/09,宜蘭,1.4,0.21,413.5,34,30,4,4.95,0.74,4.19,-,-,-,1.34,0.91,19.43,-,-,87.49,-
556,宜蘭縣,2016/11/09,冬山,0.5,0.16,-,34.8,28,3,5.72,1.44,4.28,-,-,-,1.76,1.32,19.05,0.92,4.68,83.34,41.94
557,宜蘭縣,2016/11/08,宜蘭,1.9,0.33,422.57,30.5,33,6,9.84,1.64,8.2,-,-,-,1.3,0.94,23.15,-,-,82.43,-
558,宜蘭縣,2016/11/08,冬山,1.6,0.33,-,28.7,31,6,13.48,4.4,9.07,-,-,-,1.71,1.19,22.27,1.44,4.63,81.44,24.85
559,宜蘭縣,2016/11/07,宜蘭,1.5,0.26,412.71,35.7,34,7,7.72,1.41,6.3,-,-,-,1.39,0.88,24.16,-,-,81.49,-
560,宜蘭縣,2016/11/07,冬山,3.1,0.24,-,31.5,28,5,13.37,2.74,10.63,-,-,-,1.62,1.3,23.45,1.42,4.19,81.08,24.08
561,宜蘭縣,2016/11/06,宜蘭,1.8,0.26,420.57,31.1,43,10,6.69,0.97,5.71,-,-,-,1.36,0.92,24.56,-,-,79.9,-
562,宜蘭縣,2016/11/06,冬山,3.5,0.24,-,22.3,40,9,10.54,2.34,8.2,-,-,-,1.53,1.27,23.32,2,4.52,78.68,25.22
563,宜蘭縣,2016/11/05,宜蘭,1.4,0.26,419.4,30.2,42,10,6.36,1.32,5.04,-,-,-,1.17,0.91,23.65,-,-,80.33,-
564,宜蘭縣,2016/11/05,冬山,4,0.24,-,25.2,39,6,11.85,2.93,8.93,-,-,-,1.23,1.06,22.79,0,0,80.57,0
565,宜蘭縣,2016/11/04,宜蘭,1.8,0.29,415.09,32,30,7,8.75,1.13,7.61,-,-,-,1.04,0.65,20.66,-,-,95.27,-
566,宜蘭縣,2016/11/04,冬山,2.8,0.24,-,31.1,24,4,11.18,2.7,8.48,-,-,-,1.58,1.41,21.01,1.95,4.39,93.11,26.43
567,宜蘭縣,2016/11/03,宜蘭,1.2,0.17,410.63,35.5,31,6,5.1,1.15,3.95,-,-,-,1.4,0.9,19.31,-,-,90.58,-
568,宜蘭縣,2016/11/03,冬山,1.5,0.16,-,35.9,26,2,8.36,1.76,6.6,-,-,-,1.65,1.47,19.67,0.97,4,88.38,135.66
569,宜蘭縣,2016/11/02,宜蘭,1,0.21,407.91,35.7,30,6,5.3,0.96,4.33,-,-,-,1.21,0.77,19.26,-,-,90.62,-
570,宜蘭縣,2016/11/02,冬山,1.6,0.14,-,38.2,26,2,5.98,1.4,4.59,-,-,-,1.96,1.8,19.17,1.18,4.13,86.36,75.73
571,宜蘭縣,2016/11/01,宜蘭,1.1,0.23,415.78,35.2,35,5,5.22,1.1,4.1,-,-,-,1.47,0.99,21.54,-,-,87.17,-
572,宜蘭縣,2016/11/01,冬山,1.3,0.22,-,36.7,25,4,6.03,1.39,4.63,-,-,-,2.13,1.62,21.38,3.73,4.34,84.14,122.61
573,桃園市,2016/11/13,桃園,5.8,0.7,-,28.9,43,22,25.7,5.43,20.27,2.22,0.219,2.002,1,0.65,24.93,-,-,75.63,-
574,桃園市,2016/11/13,中壢,4.5,1.15,-,25.5,67,30,51.27,18.24,33.03,2.514,0.429,2.085,0.87,0.35,24.4,-,-,79.8,-
575,桃園市,2016/11/13,大園,5.3,0.45,-,37.3,55,27,24.01,5.9,18.09,-,-,-,2.33,1.62,23.77,-,-,86.23,-
576,桃園市,2016/11/13,龍潭,3.5,0.63,-,34.5,57,27,25.2,6.62,18.58,-,-,-,1.18,0.87,23.4,-,-,77.23,-
577,桃園市,2016/11/13,平鎮,4,0.64,-,34.1,60,29,29.61,4.13,25.48,-,-,-,1.38,0.79,24.33,-,-,82.31,-
578,桃園市,2016/11/13,觀音,3.9,0.37,-,42.2,63,35,18.07,1.66,16.36,-,-,-,1.81,1.15,24.04,0,0,87.24,0
579,桃園市,2016/11/12,桃園,7.1,0.68,-,32,45,21,28.02,5.59,22.44,2.183,0.227,1.956,1.3,1.06,23.76,-,-,72.51,-
580,桃園市,2016/11/12,中壢,5,1.44,-,18.8,65,24,65.94,27.7,38.24,2.592,0.552,2.039,0.91,0.56,23.42,-,-,74.53,-
581,桃園市,2016/11/12,大園,5.4,0.4,-,37,46,18,22.85,2.55,20.3,-,-,-,2.1,1.82,23.27,-,-,72.14,-
582,桃園市,2016/11/12,龍潭,2.9,0.57,-,25.1,48,21,26.93,6.23,20.69,-,-,-,0.86,0.77,22.37,-,-,74.74,-
583,桃園市,2016/11/12,平鎮,4.1,0.54,-,31.7,48,21,28.16,3.8,24.36,-,-,-,1.46,1.14,23.36,-,-,76.84,-
584,桃園市,2016/11/12,觀音,5.3,0.4,-,36.6,56,26,21.59,1.8,19.77,-,-,-,1.78,1.58,23.61,0,0,76.82,0
585,桃園市,2016/11/11,桃園,3.5,0.37,-,34.8,25,9,15.95,1.87,14.06,1.984,0.103,1.881,2.8,2.34,21.05,-,-,71.09,-
586,桃園市,2016/11/11,中壢,3.5,1.07,-,22,48,12,49.71,21.24,28.47,2.31,0.373,1.937,1.53,0.62,20.85,-,-,71.3,-
587,桃園市,2016/11/11,大園,3.8,0.28,-,34,37,13,20.59,3.53,17.06,-,-,-,5.18,4.91,21.12,-,-,65.95,-
588,桃園市,2016/11/11,龍潭,2.6,0.39,-,30.6,36,12,18.81,2.71,16.1,-,-,-,3.49,3.36,19.47,-,-,74.21,-
589,桃園市,2016/11/11,平鎮,2.8,0.4,-,33.6,36,9,17.79,2.2,15.59,-,-,-,3.48,3.1,20.86,-,-,72.63,-
590,桃園市,2016/11/11,觀音,6.4,0.3,-,35.2,41,14,17.66,1.63,16.02,-,-,-,5.06,4.97,21.75,0,0,68.77,0
591,桃園市,2016/11/10,桃園,1.9,0.33,-,25.5,19,7,18.6,2.85,15.75,1.975,0.115,1.86,1.16,0.72,19.1,-,-,88.06,-
592,桃園市,2016/11/10,中壢,3.3,0.73,-,15.4,44,7,46.31,17.25,29.07,2.236,0.305,1.931,1.02,0.25,18.9,-,-,87.41,-
593,桃園市,2016/11/10,大園,2.4,0.19,-,28.9,29,9,20.02,4.07,15.95,-,-,-,4.47,3.85,19.25,-,-,87.57,-
594,桃園市,2016/11/10,龍潭,2.5,0.33,-,23.6,28,9,20.1,3.12,16.98,-,-,-,2.49,2.19,17.69,-,-,89.9,-
595,桃園市,2016/11/10,平鎮,2.4,0.35,-,23.7,29,8,23.1,2.12,20.98,-,-,-,2.46,2.08,18.93,-,-,89.09,-
596,桃園市,2016/11/10,觀音,4.6,0.16,-,32.2,31,8,13.56,1.04,12.51,-,-,-,4.16,4.01,19.88,1.56,4.25,85.82,48.01
597,桃園市,2016/11/09,桃園,3.8,0.34,-,28.3,27,8,16.14,2.23,13.89,1.964,0.097,1.867,2.17,1.69,19.06,-,-,79.99,-
598,桃園市,2016/11/09,中壢,3.7,0.83,-,22.1,47,8,41.64,18.69,22.95,2.196,0.309,1.888,1.66,0.49,19,-,-,77.98,-
599,桃園市,2016/11/09,大園,3.1,0.19,-,30.4,37,9,17.18,3,14.18,-,-,-,5.91,5.57,18.93,-,-,76.8,-
600,桃園市,2016/11/09,龍潭,2.2,0.21,-,33.6,30,9,9.56,2.08,7.48,-,-,-,5.64,5.43,17.71,-,-,80.08,-
601,桃園市,2016/11/09,平鎮,3.3,0.32,-,30.4,31,8,16.12,2.02,14.1,-,-,-,3.85,3.41,19.05,-,-,79.57,-
602,桃園市,2016/11/09,觀音,4.4,0.15,-,31.1,44,12,14.67,1.95,12.72,-,-,-,6.86,6.56,19.91,0.5,3.98,75.97,379.73
603,桃園市,2016/11/08,桃園,2.3,0.39,-,32.9,40,23,14.69,1.93,12.76,2.026,0.124,1.902,1.58,0.71,22.25,-,-,82.28,-
604,桃園市,2016/11/08,中壢,3.3,0.81,-,23.5,62,24,38.36,14.34,24.03,2.217,0.303,1.914,1.47,0.6,21.86,-,-,84.19,-
605,桃園市,2016/11/08,大園,3,0.3,-,31.7,54,29,14.04,2.34,11.7,-,-,-,5.73,4.76,21.67,-,-,89.6,-
606,桃園市,2016/11/08,龍潭,2.5,0.39,-,31.1,50,22,15.25,2.3,12.95,-,-,-,2.71,2.3,20.81,-,-,83.58,-
607,桃園市,2016/11/08,平鎮,2.4,0.37,-,30.6,49,23,18.79,2.68,16.11,-,-,-,3.02,2.21,21.87,-,-,86.59,-
608,桃園市,2016/11/08,觀音,3.7,0.3,-,33.2,56,36,11.1,1.35,9.75,-,-,-,5.05,4.61,22.22,0.5,4.03,87.46,425.27
609,桃園市,2016/11/07,桃園,3.7,0.56,-,34.5,35,18,24.6,4.1,20.5,2.094,0.196,1.898,1.53,1.28,25.65,-,-,69.12,-
610,桃園市,2016/11/07,中壢,4,1.25,-,28.6,52,20,54.76,20.49,34.27,2.381,0.441,1.94,1,0.55,25.29,-,-,72.31,-
611,桃園市,2016/11/07,大園,4.1,0.34,-,40.2,41,18,16.43,1.57,14.84,-,-,-,2.45,2.2,24.84,-,-,70.1,-
612,桃園市,2016/11/07,龍潭,2.5,0.48,-,42.2,55,31,19.01,2.85,16.16,-,-,-,1.22,0.9,23.83,-,-,72.96,-
613,桃園市,2016/11/07,平鎮,3.3,0.45,-,41.7,46,21,23.09,2.85,20.24,-,-,-,1.56,1.3,25.21,-,-,74.35,-
614,桃園市,2016/11/07,觀音,3.8,0.33,-,37.4,51,29,17.09,1.96,15.12,-,-,-,1.84,1.61,25.09,0,0,76.59,0
615,桃園市,2016/11/06,桃園,5.8,0.46,-,27.8,35,16,21.8,3.81,17.99,2.088,0.156,1.932,1.38,1.15,24.69,-,-,68.84,-
616,桃園市,2016/11/06,中壢,3.2,1.05,-,21.9,47,15,43.99,17.98,26.01,2.303,0.362,1.942,1.06,0.6,24.61,-,-,66.67,-
617,桃園市,2016/11/06,大園,4.3,0.37,-,19.5,38,18,27.43,6.74,20.69,-,-,-,2.74,2.26,23.9,-,-,71.79,-
618,桃園市,2016/11/06,龍潭,2,0.39,-,31.4,46,21,17.22,2.71,14.51,-,-,-,1.22,0.81,23.23,-,-,65.62,-
619,桃園市,2016/11/06,平鎮,3.4,0.39,-,32.1,38,15,17.83,2.9,14.93,-,-,-,1.86,1.34,24.5,-,-,68.97,-
620,桃園市,2016/11/06,觀音,5.1,0.33,-,21.6,60,25,23.86,4.05,19.82,-,-,-,2.28,1.97,24.28,0,0,76.14,0
621,桃園市,2016/11/05,桃園,10.6,0.59,-,34.1,50,27,29.91,4.79,25.14,2.219,0.249,1.971,1.01,0.69,23.81,-,-,75.06,-
622,桃園市,2016/11/05,中壢,4.9,1.24,-,27.3,64,27,54.73,22.63,32.09,2.44,0.458,1.982,1.03,0.58,23.61,-,-,74.78,-
623,桃園市,2016/11/05,大園,5.2,0.41,-,36.2,53,22,26.14,4.06,22.07,-,-,-,2.52,1.99,23.29,-,-,75.4,-
624,桃園市,2016/11/05,龍潭,3.4,0.58,-,34.8,63,31,25.77,4.74,21.03,-,-,-,1.08,0.7,22.35,-,-,74.05,-
625,桃園市,2016/11/05,平鎮,4.5,0.53,-,36.7,52,24,26.03,3.45,22.58,-,-,-,1.62,1.09,23.54,-,-,76.95,-
626,桃園市,2016/11/05,觀音,5.9,0.39,-,38.8,60,34,20.78,1.81,18.97,-,-,-,1.92,1.58,23.65,0,0,79.45,0
627,桃園市,2016/11/04,桃園,6.8,0.41,-,31.7,35,15,20.53,2.12,18.4,1.992,0.126,1.866,2.41,2.08,22.51,-,-,77.16,-
628,桃園市,2016/11/04,中壢,5.4,1.01,-,22.1,49,10,47.38,18.94,28.44,2.283,0.366,1.917,1.32,0.31,22.38,-,-,75.77,-
629,桃園市,2016/11/04,大園,4.1,0.26,-,26.9,44,17,27.93,6.35,21.58,-,-,-,3.74,3.5,22.13,-,-,73.65,-
630,桃園市,2016/11/04,龍潭,3,0.33,-,32.1,39,13,17.89,2.67,15.22,-,-,-,3.57,3.51,20.91,-,-,78.65,-
631,桃園市,2016/11/04,平鎮,5.6,0.38,-,34.4,40,12,19.68,2.74,16.95,-,-,-,3.03,2.67,22.3,-,-,77.54,-
632,桃園市,2016/11/04,觀音,7.1,0.26,-,30.5,49,18,19.4,1.95,17.49,-,-,-,4.72,4.47,22.67,0,0,77.17,0
633,桃園市,2016/11/03,桃園,4.3,0.31,-,34.6,43,11,15.4,2.19,13.21,1.942,0.096,1.846,2.2,1.93,21.16,-,-,71.36,-
634,桃園市,2016/11/03,中壢,4.3,0.83,-,26.7,54,8,39.3,15.67,23.64,2.179,0.309,1.87,1.63,0.45,21.28,-,-,69.77,-
635,桃園市,2016/11/03,大園,2.9,0.17,-,36.5,49,13,17.85,4.24,13.61,-,-,-,6.15,5.95,21.11,-,-,64.94,-
636,桃園市,2016/11/03,龍潭,2.1,0.18,-,42,39,9,6.33,1.68,4.65,-,-,-,6.94,6.77,19.64,-,-,72.57,-
637,桃園市,2016/11/03,平鎮,3.4,0.29,-,37.3,40,11,15.28,2.39,12.89,-,-,-,4.09,3.61,21.22,-,-,70.62,-
638,桃園市,2016/11/03,觀音,4.2,0.18,-,36.1,55,15,13.66,0.96,12.74,-,-,-,7.26,7.06,22.02,0,0,66.38,0
639,桃園市,2016/11/02,桃園,5,0.28,-,32.8,29,9,13.34,1.74,11.53,1.912,0.078,1.834,2.39,2.06,20.61,-,-,70.54,-
640,桃園市,2016/11/02,中壢,3,0.77,-,24.6,45,9,37.53,14.58,22.95,2.177,0.307,1.87,1.7,0.56,20.45,-,-,70.27,-
641,桃園市,2016/11/02,大園,2.9,0.14,-,36.2,41,10,14.16,3.08,11.08,-,-,-,6.91,6.84,20.25,-,-,66.85,-
642,桃園市,2016/11/02,龍潭,2.7,0.22,-,38.1,34,9,8.34,2.34,6.01,-,-,-,6.97,7.01,18.76,-,-,74.69,-
643,桃園市,2016/11/02,平鎮,3.1,0.3,-,34.2,34,7,14.72,1.8,12.91,-,-,-,4.07,3.53,20.43,-,-,71.23,-
644,桃園市,2016/11/02,觀音,3.9,0.14,-,35.5,47,11,11.92,1.26,10.65,-,-,-,7.57,7.38,21.25,0.5,5.8,68.34,6.09
645,桃園市,2016/11/01,桃園,3,0.35,-,32.8,25,9,14.94,1.88,13.05,1.937,0.089,1.848,2.32,1.9,22.11,-,-,75.99,-
646,桃園市,2016/11/01,中壢,1.9,0.72,-,26.5,37,8,33.43,12.33,21.1,2.127,0.243,1.884,1.74,0.52,21.81,-,-,75.73,-
647,桃園市,2016/11/01,大園,2.4,0.21,-,35.2,34,7,15.67,3.58,12.09,-,-,-,7.24,6.89,21.86,-,-,73.57,-
648,桃園市,2016/11/01,龍潭,2.2,0.24,-,37.6,30,8,8.96,2.1,6.86,-,-,-,7.22,7.09,20.2,-,-,79.39,-
649,桃園市,2016/11/01,平鎮,1.7,0.32,-,35,30,5,14.18,1.52,12.66,-,-,-,4.42,3.9,21.81,-,-,76.66,-
650,桃園市,2016/11/01,觀音,3.1,0.2,-,35.5,38,13,11.51,1.26,10.23,-,-,-,8.28,7.82,22.51,0.5,4.04,75.37,247.87
651,新竹縣,2016/11/13,竹東,1.4,0.42,-,34.7,46,29,13.78,2.72,11.07,-,-,-,1.38,0.92,24.12,-,-,79.14,-
652,新竹縣,2016/11/13,湖口,5.1,0.43,-,45.4,71,35,14.74,1.44,13.3,-,-,-,1.93,1.5,25.23,-,-,83.14,-
653,新竹縣,2016/11/12,竹東,2.2,0.48,-,22.3,39,26,17.73,4.26,13.48,-,-,-,1.51,1.06,23.07,-,-,78.75,-
654,新竹縣,2016/11/12,湖口,4.1,0.41,-,38.1,57,25,20.02,4.62,15.4,-,-,-,1.7,1.42,24,-,-,79.56,-
655,新竹縣,2016/11/11,竹東,2.5,0.3,-,30.1,27,17,12.35,2.16,10.19,-,-,-,1.75,1.34,21,-,-,74.62,-
656,新竹縣,2016/11/11,湖口,2.5,0.32,-,38.1,30,11,13.33,1.79,11.54,-,-,-,4.12,4.09,21.89,-,-,72.81,-
657,新竹縣,2016/11/10,竹東,2.3,0.23,-,22.9,19,15,14.97,2.87,12.08,-,-,-,1.4,0.85,18.83,-,-,89.09,-
658,新竹縣,2016/11/10,湖口,2.9,0.21,-,32.6,24,14,11.69,1.13,10.57,-,-,-,3.42,3.19,19.9,-,-,88.06,-
659,新竹縣,2016/11/09,竹東,1.2,0.18,-,36.1,20,14,6.26,1.23,5.03,-,-,-,4.8,3.8,19.63,-,-,73.85,-
660,新竹縣,2016/11/09,湖口,3.1,0.23,-,34.5,31,13,12.28,2.16,10.14,-,-,-,6.31,6.22,20.09,-,-,78.78,-
661,新竹縣,2016/11/08,竹東,1.6,0.29,-,28.2,33,25,8.91,1.67,7.23,-,-,-,3.16,2.3,22.03,-,-,82.72,-
662,新竹縣,2016/11/08,湖口,2.3,0.3,-,31.1,48,25,13.33,0.83,12.53,-,-,-,3.86,3.61,22.9,-,-,86.22,-
663,新竹縣,2016/11/07,竹東,2.8,0.4,-,40.4,57,40,13.94,1.94,12.01,-,-,-,1.54,1.16,24.73,-,-,76.52,-
664,新竹縣,2016/11/07,湖口,4.8,0.37,-,41.5,55,31,17.87,2.78,15.09,-,-,-,1.52,1.32,25.72,-,-,77.28,-
665,新竹縣,2016/11/06,竹東,1.9,0.36,-,38.8,50,33,11.45,2.29,9.17,-,-,-,1.65,1.26,23.8,-,-,70.73,-
666,新竹縣,2016/11/06,湖口,3.6,0.4,-,28.2,52,27,19.43,4.82,14.61,-,-,-,1.62,1.34,25.19,-,-,75.16,-
667,新竹縣,2016/11/05,竹東,2.2,0.39,-,42.1,53,37,13.31,1.66,11.65,-,-,-,1.72,1.3,23.36,-,-,75.01,-
668,新竹縣,2016/11/05,湖口,4.4,0.49,-,37.3,63,31,23.96,5,18.96,-,-,-,1.73,1.5,24.54,-,-,77.92,-
669,新竹縣,2016/11/04,竹東,2.2,0.29,-,30.6,24,19,10.85,1.08,9.77,-,-,-,1.88,1.3,22.55,-,-,78.58,-
670,新竹縣,2016/11/04,湖口,3.8,0.33,-,33.4,35,17,16.32,1.88,14.44,-,-,-,4.32,4.2,23.65,-,-,76.3,-
671,新竹縣,2016/11/03,竹東,1.4,0.17,-,44,24,18,5.35,1.01,4.34,-,-,-,4.99,4.51,21.28,-,-,71.27,-
672,新竹縣,2016/11/03,湖口,3.1,0.23,-,39.1,39,15,11.14,1.87,9.27,-,-,-,6.92,6.72,22.05,-,-,71.02,-
673,新竹縣,2016/11/02,竹東,1.2,0.15,-,41.6,22,16,5.92,1.22,4.84,-,-,-,6.43,5.21,20.66,-,-,70.89,-
674,新竹縣,2016/11/02,湖口,1,0.18,-,39.9,30,10,9.65,2.29,7.36,-,-,-,6.66,6.59,21.45,-,-,70.9,-
675,新竹縣,2016/11/01,竹東,2.1,0.18,-,41.6,23,15,4.99,0.48,4.58,-,-,-,7.72,6.54,22.38,-,-,73.91,-
676,新竹縣,2016/11/01,湖口,2.8,0.25,-,40.3,30,11,9.71,2.61,7.09,-,-,-,7.37,7.27,23.06,-,-,75.54,-
677,苗栗縣,2016/11/13,苗栗,2.9,0.47,-,39,69,34,17.79,3.84,13.95,-,-,-,1.36,0.78,23.8,-,-,83.91,-
678,苗栗縣,2016/11/13,頭份,2.2,0.42,-,37.3,58,32,16.69,2.27,14.4,2.038,0.128,1.91,1.51,0.98,24.3,-,-,83.83,-
679,苗栗縣,2016/11/13,三義,1.9,0.34,-,41,46,20,10.51,1.82,8.69,-,-,-,1.9,1.38,22.14,0,0,88.98,0
680,苗栗縣,2016/11/12,苗栗,2.7,0.53,-,25.6,59,25,24.85,6.81,18.04,-,-,-,1.24,0.67,23.59,-,-,81.39,-
681,苗栗縣,2016/11/12,頭份,3.7,0.44,-,29.1,54,24,20.31,3.28,17.02,2.088,0.159,1.929,1.62,1.08,23.66,-,-,81.87,-
682,苗栗縣,2016/11/12,三義,2.8,0.36,-,31.4,46,21,15.18,3.19,11.98,-,-,-,1.78,1.41,22.53,0,0,82.81,0
683,苗栗縣,2016/11/11,苗栗,3.3,0.52,-,22.9,42,16,26.23,5.99,20.24,-,-,-,1.79,1.17,21.51,-,-,75.92,-
684,苗栗縣,2016/11/11,頭份,1.9,0.37,-,27.6,32,16,20.4,2.6,17.8,1.972,0.145,1.828,2,1.71,21.82,-,-,74.02,-
685,苗栗縣,2016/11/11,三義,2,0.29,-,21,30,11,13.53,2.84,10.7,-,-,-,2.44,2.12,19.06,0,0,91.64,0
686,苗栗縣,2016/11/10,苗栗,2.6,0.31,-,20.3,30,9,18.78,2.64,16.13,-,-,-,2.52,1.93,19.33,-,-,87.75,-
687,苗栗縣,2016/11/10,頭份,2.5,0.27,-,23.1,25,12,19.22,1.86,17.35,1.882,0.114,1.768,2.17,1.7,19.83,-,-,86.95,-
688,苗栗縣,2016/11/10,三義,1.3,0.19,-,25,20,4,10.64,1.75,8.88,-,-,-,4.17,3.35,17.29,0.83,4.46,95.48,26.57
689,苗栗縣,2016/11/09,苗栗,1.9,0.25,-,33.1,32,8,11.97,2.2,9.78,-,-,-,4.57,3.38,20.34,-,-,70.48,-
690,苗栗縣,2016/11/09,頭份,1.3,0.22,-,34.9,29,13,12.97,1.91,11.06,1.823,0.065,1.758,4.14,3.73,20.67,-,-,71.7,-
