序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI","紫外線指數 UVB (UVI)"
483,新北市,1999/02/02,板橋,2.5,0.73,23.1,-,49,-,33.09,5.46,27.63,2.326,0.32,2.0,14.26,-,-,49.0,-
484,新北市,1999/02/02,三重,4.0,2.25,-,-,83,36,191.81,135.64,56.17,3.101,1.39,1.71,14.14,-,-,66.0,-
485,新北市,1999/02/02,菜寮,1.9,0.7,24.9,-,55,-,28.19,5.0,23.19,-,-,-,14.42,-,-,53.0,-
486,新北市,1999/02/02,永和,4.9,1.79,-,-,57,-,101.31,65.31,36.0,2.949,0.9,2.05,17.4,-,-,54.0,-
487,新北市,1999/02/02,新莊,8.6,0.85,15.5,-,51,-,24.09,6.05,18.05,2.133,0.28,1.85,13.95,-,-,50.0,-
488,新北市,1999/02/02,新店,1.5,0.56,24.6,-,34,-,25.31,2.35,22.96,-,-,-,13.57,-,-,34.0,-
489,新北市,1999/02/02,淡水,1.5,0.51,34.3,-,47,-,14.23,1.36,12.86,-,-,-,12.93,-,80.0,47.0,-
490,新北市,1999/02/02,汐止,2.1,1.02,27.1,-,68,-,37.41,10.64,26.77,-,-,-,13.4,-,-,59.0,-
491,新北市,1999/02/02,土城,2.5,0.63,22.7,-,46,-,30.61,4.78,25.83,-,-,-,13.66,-,-,46.0,-
492,新北市,1999/02/02,林口,1.8,0.3,37.5,-,36,-,9.51,0.21,9.3,-,-,-,10.9,-,-,40.0,-
493,新北市,1999/02/02,萬里,1.9,0.21,50.3,-,62,-,2.52,0.04,2.48,1.923,0.04,1.88,13.71,-,-,56.0,-
494,新北市,1999/02/01,板橋,7.2,1.55,15.4,-,101,-,82.67,34.7,47.96,3.292,0.79,2.5,20.3,-,-,77.0,-
495,新北市,1999/02/01,三重,5.4,3.02,-,-,112,54,203.63,140.21,63.41,3.346,1.3,2.05,19.74,-,-,81.0,-
496,新北市,1999/02/01,菜寮,3.9,1.75,10.1,-,80,-,78.03,32.44,45.59,-,-,-,20.08,-,-,65.0,-
497,新北市,1999/02/01,永和,7.0,2.15,-,-,113,-,105.14,56.99,48.15,3.149,1.01,2.14,22.82,-,-,82.0,-
498,新北市,1999/02/01,新莊,12.2,1.96,7.0,-,113,-,59.57,26.98,32.59,3.15,0.78,2.37,20.18,-,-,82.0,-
499,新北市,1999/02/01,新店,4.3,0.89,20.4,-,59,-,43.38,10.04,33.34,-,-,-,20.04,-,-,66.0,-
500,新北市,1999/02/01,淡水,1.9,0.93,18.6,-,61,-,38.25,14.71,23.54,-,-,-,18.45,-,85.0,55.0,-
501,新北市,1999/02/01,汐止,5.7,1.27,12.2,-,73,-,70.49,35.46,35.03,-,-,-,18.23,-,-,62.0,-
502,新北市,1999/02/01,土城,6.9,1.33,15.3,-,73,-,83.77,39.2,44.56,-,-,-,20.43,-,-,62.0,-
503,新北市,1999/02/01,林口,6.8,0.73,21.1,-,54,-,38.85,13.05,25.8,-,-,-,17.54,-,-,52.0,-
504,新北市,1999/02/01,萬里,1.0,0.31,35.9,-,32,-,8.74,0.38,8.36,2.094,0.03,2.07,17.82,-,-,40.0,-
505,臺中市,1999/02/28,西屯,0.4,0.37,18.4,-,53,-,17.06,1.25,15.8,-,-,-,18.14,-,-,52.0,-
506,臺中市,1999/02/28,忠明,2.0,0.55,25.8,-,47,23,29.91,4.61,25.3,-,-,-,18.08,-,-,47.0,-
507,臺中市,1999/02/28,豐原,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
508,臺中市,1999/02/28,沙鹿,2.5,0.4,31.7,-,45,-,15.51,0.85,14.65,-,-,-,17.45,-,-,45.0,-
509,臺中市,1999/02/28,大里,2.5,0.49,24.6,-,56,-,30.63,3.86,26.76,-,-,-,18.62,-,-,54.0,-
510,臺中市,1999/02/27,西屯,1.4,0.52,15.8,-,62,-,-,-,-,-,-,-,19.05,-,-,56.0,-
511,臺中市,1999/02/27,忠明,2.4,0.74,21.7,-,66,31,38.07,12.04,26.03,-,-,-,19.63,-,-,58.0,-
512,臺中市,1999/02/27,豐原,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
513,臺中市,1999/02/27,沙鹿,4.3,0.55,21.9,-,53,-,28.41,7.45,20.95,-,-,-,18.84,-,-,52.0,-
514,臺中市,1999/02/27,大里,1.8,0.46,20.5,-,52,-,28.31,5.12,23.19,-,-,-,19.87,-,-,51.0,-
515,臺中市,1999/02/26,西屯,4.8,0.91,13.6,-,83,-,49.98,20.05,29.93,3.136,0.49,2.64,25.04,-,-,67.0,-
516,臺中市,1999/02/26,忠明,4.4,1.43,24.3,-,113,47,69.52,29.9,39.62,-,-,-,24.63,-,-,81.0,-
517,臺中市,1999/02/26,豐原,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
518,臺中市,1999/02/26,沙鹿,3.7,0.63,21.7,-,73,-,23.24,3.65,19.6,-,-,-,23.87,-,-,62.0,-
519,臺中市,1999/02/26,大里,3.9,0.69,27.7,-,73,-,35.36,7.86,27.5,-,-,-,24.3,-,-,75.0,-
520,臺中市,1999/02/25,西屯,8.1,1.13,10.6,-,98,-,58.65,20.41,38.23,2.863,0.62,2.24,24.22,-,-,74.0,-
521,臺中市,1999/02/25,忠明,9.6,1.53,16.9,-,130,59,81.38,32.24,49.14,-,-,-,23.99,-,-,90.0,-
522,臺中市,1999/02/25,豐原,4.6,1.12,20.4,-,72,-,40.2,17.26,22.94,-,-,-,22.46,-,-,61.0,-
523,臺中市,1999/02/25,沙鹿,8.2,0.87,20.1,-,90,-,40.82,10.97,29.86,-,-,-,22.46,-,-,70.0,-
524,臺中市,1999/02/25,大里,8.9,0.9,19.5,-,111,-,56.27,13.14,43.13,-,-,-,23.87,-,-,81.0,-
525,臺中市,1999/02/24,西屯,7.9,1.27,14.0,-,86,-,68.44,30.56,37.88,3.09,0.71,2.38,23.5,-,-,68.0,-
526,臺中市,1999/02/24,忠明,8.2,1.82,23.7,-,139,64,88.31,39.08,49.23,-,-,-,22.98,-,-,94.0,-
527,臺中市,1999/02/24,豐原,6.8,1.26,26.7,-,66,-,51.81,9.41,42.4,-,-,-,22.11,-,-,58.0,-
528,臺中市,1999/02/24,沙鹿,6.7,1.11,22.8,-,105,-,47.52,16.02,31.5,-,-,-,22.06,-,-,77.0,-
529,臺中市,1999/02/24,大里,7.1,1.11,27.7,-,88,-,55.28,9.89,45.39,-,-,-,22.93,-,-,83.0,-
530,臺中市,1999/02/23,西屯,4.4,0.79,13.7,-,80,-,52.0,22.0,30.01,2.96,0.52,2.44,20.42,-,-,65.0,-
531,臺中市,1999/02/23,忠明,5.0,1.39,22.3,-,94,45,76.98,37.55,39.43,-,-,-,19.92,-,-,72.0,-
532,臺中市,1999/02/23,豐原,5.1,1.34,16.0,-,62,-,59.28,19.64,39.63,-,-,-,18.94,-,-,56.0,-
533,臺中市,1999/02/23,沙鹿,5.7,0.61,21.4,-,55,-,29.93,7.95,21.98,-,-,-,19.09,-,-,53.0,-
534,臺中市,1999/02/23,大里,6.8,1.19,24.9,-,110,-,61.5,19.14,42.36,-,-,-,19.8,-,-,80.0,-
535,臺中市,1999/02/22,西屯,3.9,0.52,12.9,-,45,-,23.54,2.97,20.57,-,-,-,17.12,-,-,45.0,-
536,臺中市,1999/02/22,忠明,4.0,0.91,12.9,-,58,41,44.87,12.1,32.77,-,-,-,16.84,-,-,54.0,-
537,臺中市,1999/02/22,豐原,2.9,0.85,17.4,-,46,-,43.9,13.11,30.8,-,-,-,15.56,-,-,48.0,-
538,臺中市,1999/02/22,沙鹿,6.9,0.53,21.8,-,40,-,28.29,4.65,23.63,-,-,-,16.48,-,-,52.0,-
539,臺中市,1999/02/22,大里,3.6,0.7,19.7,-,49,-,55.14,17.61,37.53,-,-,-,17.01,-,-,55.0,-
540,臺中市,1999/02/21,西屯,0.6,0.38,18.3,-,38,-,9.69,0.63,9.06,-,-,-,14.29,-,-,38.0,-
541,臺中市,1999/02/21,忠明,0.8,0.69,20.6,-,27,25,25.82,2.2,23.62,-,-,-,14.06,-,-,34.0,-
542,臺中市,1999/02/21,豐原,1.7,0.52,18.5,-,23,-,25.17,3.55,21.61,-,-,-,12.56,-,-,31.0,-
543,臺中市,1999/02/21,沙鹿,1.2,0.39,31.4,-,23,-,14.34,0.74,13.6,-,-,-,13.76,-,-,34.0,-
544,臺中市,1999/02/21,大里,1.0,0.39,18.0,-,34,-,33.42,4.67,28.75,-,-,-,14.7,-,-,44.0,-
545,臺中市,1999/02/20,西屯,0.1,0.36,17.5,-,44,-,8.88,0.27,8.61,-,-,-,11.28,-,-,44.0,-
546,臺中市,1999/02/20,忠明,0.5,0.69,19.5,-,21,20,25.55,1.87,23.67,-,-,-,11.25,-,-,24.0,-
547,臺中市,1999/02/20,豐原,2.0,0.55,19.7,-,20,-,25.22,3.11,22.1,-,-,-,9.7,-,-,22.0,-
548,臺中市,1999/02/20,沙鹿,2.8,0.39,28.4,-,28,-,16.24,1.41,14.83,-,-,-,11.5,-,-,28.0,-
549,臺中市,1999/02/20,大里,1.1,0.39,16.8,-,22,-,26.78,2.67,24.23,-,-,-,11.77,-,-,22.0,-
550,臺中市,1999/02/19,西屯,0.7,0.33,22.5,-,86,-,6.63,0.56,6.07,-,-,-,14.04,-,-,68.0,-
551,臺中市,1999/02/19,忠明,0.4,0.59,33.8,-,86,25,15.18,0.97,14.21,-,-,-,13.99,-,-,68.0,-
552,臺中市,1999/02/19,豐原,0.2,0.45,31.1,-,65,-,15.12,1.39,13.72,-,-,-,12.56,-,-,57.0,-
553,臺中市,1999/02/19,沙鹿,2.3,0.42,34.2,-,101,-,14.18,2.74,11.75,-,-,-,13.62,-,-,75.0,-
554,臺中市,1999/02/19,大里,0.6,0.16,33.2,-,79,-,14.81,0.62,14.22,-,-,-,15.17,-,-,64.0,-
555,臺中市,1999/02/18,西屯,0.6,0.59,18.2,-,46,-,22.31,6.52,15.79,-,-,-,20.65,-,-,46.0,-
556,臺中市,1999/02/18,忠明,0.8,1.06,29.5,-,71,37,42.19,18.19,24.0,-,-,-,20.07,-,-,60.0,-
557,臺中市,1999/02/18,豐原,0.4,0.56,30.9,-,41,-,20.32,1.96,18.36,-,-,-,19.25,-,-,45.0,-
558,臺中市,1999/02/18,沙鹿,0.6,0.54,34.6,-,49,-,15.45,1.87,13.58,-,-,-,20.45,-,-,49.0,-
559,臺中市,1999/02/18,大里,0.8,0.34,35.4,-,71,-,20.56,2.15,18.4,-,-,-,20.3,-,-,67.0,-
560,臺中市,1999/02/17,西屯,1.3,0.54,17.1,-,59,-,14.75,1.43,13.32,-,-,-,20.46,-,-,54.0,-
561,臺中市,1999/02/17,忠明,1.5,1.0,24.8,-,57,38,44.22,11.99,32.22,-,-,-,19.82,-,-,72.0,-
562,臺中市,1999/02/17,豐原,1.1,0.81,25.4,-,45,-,32.34,5.69,26.64,-,-,-,18.72,-,-,59.0,-
563,臺中市,1999/02/17,沙鹿,1.1,0.67,27.3,-,51,-,23.34,6.02,17.33,-,-,-,19.44,-,-,50.0,-
564,臺中市,1999/02/17,大里,1.8,0.52,27.0,-,46,-,32.17,6.49,25.68,-,-,-,19.76,-,-,71.0,-
565,臺中市,1999/02/16,西屯,1.2,0.55,16.5,-,54,-,16.87,2.85,14.02,-,-,-,19.59,-,-,52.0,-
566,臺中市,1999/02/16,忠明,1.2,0.82,26.5,-,88,40,26.91,3.07,23.84,-,-,-,19.21,-,-,69.0,-
567,臺中市,1999/02/16,豐原,0.9,0.64,26.2,-,60,-,22.26,1.79,20.47,-,-,-,17.91,-,-,55.0,-
568,臺中市,1999/02/16,沙鹿,1.3,0.57,29.7,-,69,-,14.12,0.79,13.33,-,-,-,19.24,-,-,59.0,-
569,臺中市,1999/02/16,大里,1.3,0.52,24.2,-,79,-,26.46,2.34,24.11,-,-,-,19.32,-,-,64.0,-
570,臺中市,1999/02/15,西屯,2.1,0.75,20.7,-,67,-,25.33,3.47,21.85,-,-,-,19.92,-,-,58.0,-
571,臺中市,1999/02/15,忠明,3.7,1.23,34.4,-,146,67,49.66,13.89,35.77,-,-,-,19.6,-,-,98.0,-
572,臺中市,1999/02/15,豐原,2.5,0.95,40.4,-,95,-,30.61,1.54,29.07,-,-,-,18.51,-,-,72.0,-
573,臺中市,1999/02/15,沙鹿,4.2,0.6,39.9,-,101,-,16.82,1.46,15.36,-,-,-,19.54,-,-,75.0,-
574,臺中市,1999/02/15,大里,2.9,0.64,34.7,-,109,-,27.25,2.67,24.58,-,-,-,19.38,-,-,79.0,-
575,臺中市,1999/02/14,西屯,5.0,1.0,17.4,-,98,-,54.4,20.43,33.97,-,-,-,19.1,-,-,74.0,-
576,臺中市,1999/02/14,忠明,5.5,1.5,32.0,-,139,65,77.35,29.26,48.09,-,-,-,18.75,-,-,94.0,-
577,臺中市,1999/02/14,豐原,4.5,1.21,31.1,-,108,-,48.13,7.44,40.69,-,-,-,17.72,-,-,79.0,-
578,臺中市,1999/02/14,沙鹿,5.4,0.96,21.9,-,98,-,45.06,14.29,30.76,-,-,-,18.01,-,-,74.0,-
579,臺中市,1999/02/14,大里,5.0,0.92,32.9,-,121,-,45.97,10.79,35.19,-,-,-,18.5,-,-,86.0,-
580,臺中市,1999/02/13,西屯,3.9,0.43,19.7,-,69,-,22.09,1.72,20.37,-,-,-,15.55,-,-,60.0,-
581,臺中市,1999/02/13,忠明,3.8,0.77,19.5,-,76,38,43.62,8.17,35.45,-,-,-,15.52,-,-,63.0,-
582,臺中市,1999/02/13,豐原,3.4,0.79,20.3,-,57,-,39.81,7.88,31.92,-,-,-,14.33,-,-,53.0,-
583,臺中市,1999/02/13,沙鹿,8.1,0.45,24.9,-,55,-,28.16,4.33,23.83,-,-,-,15.28,-,-,52.0,-
584,臺中市,1999/02/13,大里,4.7,0.81,15.8,-,78,-,53.72,12.13,41.59,-,-,-,16.24,-,-,64.0,-
585,臺中市,1999/02/12,西屯,4.2,0.5,31.2,-,60,-,12.71,0.6,12.11,2.143,0.14,2.0,16.0,-,-,55.0,-
586,臺中市,1999/02/12,忠明,5.3,0.8,32.0,-,100,44,30.31,1.33,28.98,-,-,-,16.35,-,-,75.0,-
587,臺中市,1999/02/12,豐原,10.5,0.75,29.8,-,81,-,32.69,3.14,29.55,-,-,-,14.85,-,-,66.0,-
588,臺中市,1999/02/12,沙鹿,8.2,0.61,42.2,-,105,-,20.06,1.83,18.22,-,-,-,16.08,-,-,77.0,-
589,臺中市,1999/02/12,大里,6.3,0.62,26.5,-,82,-,33.78,1.22,32.57,-,-,-,16.86,-,-,66.0,-
590,臺中市,1999/02/11,西屯,6.5,1.21,17.7,-,107,-,85.69,53.8,31.89,3.144,0.84,2.31,20.87,-,-,79.0,-
591,臺中市,1999/02/11,忠明,6.0,1.7,23.2,-,123,55,93.62,44.56,49.06,-,-,-,-,-,-,87.0,-
592,臺中市,1999/02/11,豐原,5.2,0.92,24.3,-,63,-,47.09,8.4,38.69,-,-,-,20.08,-,-,57.0,-
593,臺中市,1999/02/11,沙鹿,8.0,0.96,24.8,-,103,-,46.33,14.74,31.59,-,-,-,20.51,-,-,77.0,-
594,臺中市,1999/02/11,大里,4.8,0.82,25.0,-,100,-,53.28,12.34,40.94,-,-,-,20.96,-,-,75.0,-
595,臺中市,1999/02/10,西屯,5.2,1.16,17.5,-,79,-,60.68,36.13,34.62,2.837,0.69,2.14,21.68,-,-,65.0,-
596,臺中市,1999/02/10,忠明,6.2,2.03,23.5,-,136,58,104.86,52.74,52.11,-,-,-,-,-,-,93.0,-
597,臺中市,1999/02/10,豐原,5.0,1.3,24.8,-,75,-,61.02,14.61,46.41,-,-,-,20.9,-,-,62.0,-
598,臺中市,1999/02/10,沙鹿,6.0,0.94,23.1,-,93,-,47.56,15.05,32.51,-,-,-,20.69,-,-,71.0,-
599,臺中市,1999/02/10,大里,5.3,-,28.7,-,113,-,64.72,16.81,47.91,-,-,-,21.33,-,-,87.0,-
600,臺中市,1999/02/09,西屯,4.6,0.74,14.0,-,68,-,41.1,13.09,28.01,2.558,0.49,2.07,19.15,-,-,59.0,-
601,臺中市,1999/02/09,忠明,4.9,1.2,19.7,-,100,44,70.65,26.99,43.66,-,-,-,-,-,-,75.0,-
602,臺中市,1999/02/09,豐原,-,1.3,22.2,-,84,-,61.09,21.89,39.2,-,-,-,18.04,-,-,67.0,-
603,臺中市,1999/02/09,沙鹿,10.7,0.78,14.2,-,62,-,55.2,19.54,35.66,-,-,-,18.08,-,-,56.0,-
604,臺中市,1999/02/09,大里,6.4,0.94,25.1,-,107,-,64.3,19.67,44.63,-,-,-,18.7,-,-,78.0,-
605,臺中市,1999/02/08,西屯,2.6,0.52,10.9,-,69,-,31.62,4.1,27.53,2.356,0.29,2.07,18.08,-,-,59.0,-
606,臺中市,1999/02/08,忠明,3.7,0.84,14.9,-,75,41,55.23,18.37,36.86,-,-,-,18.2,-,-,62.0,-
607,臺中市,1999/02/08,豐原,-,0.85,15.4,-,56,-,46.17,11.98,34.19,-,-,-,16.64,-,-,53.0,-
608,臺中市,1999/02/08,沙鹿,7.5,0.52,15.0,-,54,-,33.16,5.56,27.59,-,-,-,17.49,-,-,52.0,-
609,臺中市,1999/02/08,大里,5.3,0.88,18.6,-,88,-,59.86,19.61,40.25,-,-,-,17.67,-,-,69.0,-
610,臺中市,1999/02/07,西屯,3.0,0.75,13.0,-,95,-,49.94,19.17,30.77,2.77,0.48,2.29,17.65,-,-,73.0,-
611,臺中市,1999/02/07,忠明,4.4,1.43,19.2,-,114,53,97.3,53.89,43.42,-,-,-,17.73,-,-,82.0,-
612,臺中市,1999/02/07,豐原,-,0.86,19.3,-,69,-,46.14,12.69,33.45,-,-,-,16.56,-,-,60.0,-
613,臺中市,1999/02/07,沙鹿,3.7,0.63,17.2,-,67,-,33.21,7.12,26.1,-,-,-,17.07,-,-,59.0,-
614,臺中市,1999/02/07,大里,3.6,0.74,22.3,-,89,-,48.35,14.81,33.54,-,-,-,17.21,-,-,69.0,-
615,臺中市,1999/02/06,西屯,6.2,0.85,12.5,-,78,-,64.05,29.65,34.4,3.012,0.76,2.25,16.3,-,-,64.0,-
616,臺中市,1999/02/06,忠明,5.8,1.49,19.2,-,102,45,101.75,54.69,47.07,-,-,-,16.08,-,-,76.0,-
617,臺中市,1999/02/06,豐原,3.3,1.2,24.2,-,70,-,62.69,20.61,42.07,-,-,-,15.53,-,-,60.0,-
618,臺中市,1999/02/06,沙鹿,6.0,0.72,17.7,-,74,-,43.29,14.63,28.66,-,-,-,15.53,-,-,62.0,-
619,臺中市,1999/02/06,大里,5.8,0.78,21.7,-,88,-,52.64,17.39,35.25,-,-,-,15.9,-,-,69.0,-
620,臺中市,1999/02/05,西屯,3.0,0.49,21.6,-,50,-,28.07,5.66,22.42,2.427,0.33,2.1,14.09,-,-,50.0,-
621,臺中市,1999/02/05,忠明,4.3,0.81,21.5,-,58,31,56.03,19.85,36.19,-,-,-,13.64,-,-,57.0,-
622,臺中市,1999/02/05,豐原,2.9,0.79,25.3,-,47,-,43.06,13.91,29.15,-,-,-,12.69,-,-,47.0,-
623,臺中市,1999/02/05,沙鹿,8.4,0.49,24.3,-,58,-,32.82,7.76,25.05,-,-,-,13.46,-,-,54.0,-
624,臺中市,1999/02/05,大里,4.4,0.83,20.8,-,76,-,55.27,16.69,38.58,-,-,-,13.47,-,-,63.0,-
625,臺中市,1999/02/04,西屯,3.8,0.2,30.2,-,48,-,17.16,1.43,15.72,2.285,0.21,2.07,11.63,-,-,48.0,-
626,臺中市,1999/02/04,忠明,3.9,0.45,27.3,-,63,29,29.21,3.02,26.19,-,-,-,11.61,-,-,57.0,-
627,臺中市,1999/02/04,豐原,3.3,0.45,29.6,-,54,-,28.05,4.28,23.77,-,-,-,10.09,-,-,52.0,-
628,臺中市,1999/02/04,沙鹿,7.9,0.4,33.2,-,77,-,19.71,2.65,17.05,-,-,-,11.51,-,-,63.0,-
629,臺中市,1999/02/04,大里,3.4,0.44,19.8,-,59,-,34.09,5.58,28.5,-,-,-,11.63,-,-,55.0,-
630,臺中市,1999/02/03,西屯,3.9,0.37,35.7,-,76,-,13.91,1.01,12.9,2.359,0.16,2.19,13.29,-,-,63.0,-
631,臺中市,1999/02/03,忠明,4.4,0.47,36.5,-,86,42,24.63,1.88,22.74,-,-,-,13.22,-,-,68.0,-
632,臺中市,1999/02/03,豐原,4.4,0.53,33.1,-,79,-,25.44,2.99,22.45,-,-,-,11.73,-,-,64.0,-
633,臺中市,1999/02/03,沙鹿,8.9,0.45,36.0,-,103,-,22.09,2.98,19.11,-,-,-,13.43,-,-,76.0,-
634,臺中市,1999/02/03,大里,3.5,0.31,33.2,-,79,-,23.72,2.09,21.63,-,-,-,13.82,-,-,65.0,-
635,臺中市,1999/02/02,西屯,1.8,0.37,21.8,-,48,-,17.52,1.31,16.21,2.266,0.19,2.08,16.03,-,-,48.0,-
636,臺中市,1999/02/02,忠明,3.1,0.51,21.0,-,61,30,29.48,4.4,25.07,-,-,-,16.18,-,-,56.0,-
637,臺中市,1999/02/02,豐原,2.9,0.48,21.6,-,45,-,26.29,4.42,21.87,-,-,-,14.51,-,-,45.0,-
638,臺中市,1999/02/02,沙鹿,6.2,0.45,26.1,-,58,-,21.97,3.33,18.65,-,-,-,15.79,-,-,54.0,-
639,臺中市,1999/02/02,大里,2.5,0.3,18.5,-,54,-,30.0,4.48,25.52,-,-,-,17.14,-,-,52.0,-
640,臺中市,1999/02/01,西屯,5.7,0.85,16.6,-,81,-,39.64,14.26,25.38,3.24,0.59,2.65,23.27,-,-,65.0,-
641,臺中市,1999/02/01,忠明,5.3,1.46,15.2,-,114,52,70.14,23.57,46.57,-,-,-,-,-,-,82.0,-
642,臺中市,1999/02/01,豐原,5.9,1.13,17.2,-,101,-,62.4,17.16,45.25,-,-,-,21.66,-,-,75.0,-
643,臺中市,1999/02/01,沙鹿,6.8,0.77,23.7,-,89,-,34.29,7.26,27.03,-,-,-,22.89,-,-,70.0,-
644,臺中市,1999/02/01,大里,5.7,0.96,17.3,-,88,-,53.97,13.69,40.28,-,-,-,23.06,-,-,69.0,-
645,臺南市,1999/02/28,新營,4.6,0.41,38.5,-,80,-,22.38,1.45,20.93,2.481,0.14,2.34,19.15,-,-,73.0,-
646,臺南市,1999/02/28,善化,5.9,0.46,35.8,-,79,-,20.95,1.04,19.91,-,-,-,19.61,-,-,78.0,-
647,臺南市,1999/02/28,安南,6.5,0.48,37.5,-,86,-,23.98,2.21,21.76,-,-,-,19.12,-,-,68.0,-
648,臺南市,1999/02/28,臺南,8.4,0.73,25.4,-,103,-,33.72,4.45,29.27,2.498,0.2,2.29,19.05,-,-,77.0,-
649,臺南市,1999/02/27,新營,4.9,0.45,27.0,-,136,-,29.91,4.65,25.26,2.537,0.15,2.39,20.74,-,-,93.0,-
650,臺南市,1999/02/27,善化,4.1,0.47,26.4,-,112,-,22.25,2.46,19.78,-,-,-,20.87,-,-,81.0,-
651,臺南市,1999/02/27,安南,6.6,0.59,27.9,-,163,-,27.39,3.96,23.43,-,-,-,20.71,-,-,106.0,-
652,臺南市,1999/02/27,臺南,6.8,0.83,22.2,-,207,-,37.69,5.12,32.57,2.64,0.33,2.3,20.89,-,-,128.0,-
653,臺南市,1999/02/26,新營,3.5,0.46,35.1,-,97,-,30.35,7.48,22.88,2.838,0.38,2.45,24.65,-,-,74.0,-
654,臺南市,1999/02/26,善化,3.1,0.59,33.2,-,73,-,17.55,1.58,15.96,-,-,-,24.61,-,-,61.0,-
655,臺南市,1999/02/26,安南,4.7,0.74,35.3,-,86,-,27.43,5.5,21.93,-,-,-,24.33,-,-,68.0,-
656,臺南市,1999/02/26,臺南,6.5,0.96,29.1,-,93,-,33.01,6.2,26.81,2.67,0.38,2.29,23.88,-,-,72.0,-
657,臺南市,1999/02/25,新營,6.2,0.73,34.9,-,125,-,44.69,11.54,33.15,3.134,0.53,2.61,23.67,-,-,88.0,-
658,臺南市,1999/02/25,善化,4.6,0.72,32.8,-,97,-,30.37,7.42,22.95,-,-,-,24.03,-,-,76.0,-
659,臺南市,1999/02/25,安南,7.5,0.78,36.9,-,114,-,37.1,12.2,24.9,-,-,-,23.65,-,-,82.0,-
660,臺南市,1999/02/25,臺南,9.2,1.15,26.3,-,136,-,51.08,17.46,33.62,2.863,0.43,2.43,23.47,-,-,93.0,-
661,臺南市,1999/02/24,新營,4.5,0.64,33.9,-,90,-,36.94,8.45,28.5,2.818,0.34,2.48,23.4,-,-,72.0,-
662,臺南市,1999/02/24,善化,4.5,0.69,33.6,-,-,-,26.44,5.6,20.84,-,-,-,23.71,-,-,80.0,-
663,臺南市,1999/02/24,安南,-,0.75,35.6,-,106,-,36.32,10.06,26.25,-,-,-,22.94,-,-,78.0,-
664,臺南市,1999/02/24,臺南,9.1,1.32,28.8,-,150,-,51.48,15.19,36.3,2.961,0.56,2.4,22.91,-,-,100.0,-
665,臺南市,1999/02/23,新營,5.1,0.59,31.1,-,72,-,43.75,14.28,29.47,2.802,0.34,2.46,20.33,-,-,77.0,-
666,臺南市,1999/02/23,善化,5.6,0.65,37.1,-,-,-,34.65,10.29,24.36,-,-,-,20.71,-,-,88.0,-
667,臺南市,1999/02/23,安南,-,0.68,31.9,-,89,-,40.3,11.71,28.59,-,-,-,20.13,-,-,91.0,-
668,臺南市,1999/02/23,臺南,10.0,1.2,31.7,-,120,-,59.82,18.66,41.16,3.097,0.71,2.38,20.14,-,-,92.0,-
669,臺南市,1999/02/22,新營,4.1,0.49,27.3,-,62,-,28.56,5.57,22.99,2.748,0.31,2.44,17.77,-,-,56.0,-
670,臺南市,1999/02/22,善化,4.8,0.53,29.8,-,-,-,26.39,4.19,22.2,-,-,-,18.03,-,-,58.0,-
671,臺南市,1999/02/22,安南,-,0.56,31.3,-,66,-,29.1,5.14,23.96,-,-,-,17.46,-,-,64.0,-
672,臺南市,1999/02/22,臺南,5.0,1.01,23.4,-,73,-,43.97,10.62,33.35,2.815,0.44,2.38,17.36,-,-,61.0,-
673,臺南市,1999/02/21,新營,4.8,0.34,24.5,-,51,-,22.43,2.4,20.03,2.584,0.2,2.39,15.75,-,-,51.0,-
674,臺南市,1999/02/21,善化,3.4,0.53,28.1,-,58,-,20.39,2.22,18.17,-,-,-,16.05,-,-,54.0,-
675,臺南市,1999/02/21,安南,-,0.5,29.0,-,49,-,22.23,3.39,18.84,-,-,-,15.43,-,-,53.0,-
676,臺南市,1999/02/21,臺南,2.9,0.75,20.6,-,73,-,30.82,5.65,25.17,2.483,0.23,2.25,15.28,-,-,61.0,-
677,臺南市,1999/02/20,新營,1.7,0.34,19.6,-,37,-,19.39,2.08,17.31,2.592,0.23,2.36,13.02,-,-,37.0,-
678,臺南市,1999/02/20,善化,1.3,0.49,18.2,-,44,-,17.71,1.4,16.3,-,-,-,13.74,-,-,44.0,-
679,臺南市,1999/02/20,安南,-,0.43,23.7,-,45,-,19.92,2.09,17.83,-,-,-,13.65,-,-,45.0,-
680,臺南市,1999/02/20,臺南,1.6,0.79,15.2,-,82,-,29.97,5.79,24.18,2.572,0.31,2.26,13.69,-,-,66.0,-
