序號,縣市,監測日期,測站,二氧化硫
SO2
(ppb),一氧化碳
CO
(ppm),二氧化碳
CO2
(ppm),臭氧
O3
(ppb),"懸浮微粒
PM 10 
(μg/m 3 )","細懸浮微粒
PM 2.5 
(μg/m 3 )",氮氧化物
NOx
(ppb),一氧化氮
NO
(ppb),二氧化氮
NO2
(ppb),總碳氫化合物
THC
(ppm),非甲烷碳氫化合物
NMHC
(ppm),甲烷
CH4
(ppm),風速
WIND_SPEED
(m/sec),小時風速值
WS_HR
(m/sec),溫度
AMB_TEMP
(℃),降雨強度
RAIN_INT
(㎜),酸雨
PH_RAIN
(pH),相對濕度
RH
455,臺中市,2017/06/21,豐原,3.5,0.6,-,22.1,16,11,9.06,2.7,6.36,1.851,0.133,1.717,3.89,3.71,28.95,-,-,65.16,-
456,臺中市,2017/06/21,沙鹿,1.9,0.2,-,13.5,18,8,12.34,3,9.34,-,-,-,3.77,3.11,28.07,-,-,71.2,-
457,臺中市,2017/06/21,大里,2.2,0.27,417.76,17.6,35,9,12.16,4.22,7.94,1.642,0.118,1.524,2.46,2.15,30.64,-,-,66.1,-
458,臺中市,2017/06/19,西屯,2.2,0.36,-,9.1,33,8,26.53,12.2,14.33,1.964,0.22,1.744,1.99,1.8,26.54,0.75,5.58,82.09,20.64
459,臺中市,2017/06/19,忠明,1.8,0.46,-,10.1,19,9,22.33,8.4,13.93,1.929,0.147,1.786,1.3,1.05,26.92,-,-,78.47,-
460,臺中市,2017/06/19,豐原,2.6,0.22,-,18.2,15,11,9.58,3.74,5.84,1.859,0.13,1.729,3.06,2.81,26.05,-,-,74.33,-
461,臺中市,2017/06/19,沙鹿,2.8,0.28,-,11.2,23,8,16.74,4.63,12.11,-,-,-,3.15,3.05,27,-,-,78.6,-
462,臺中市,2017/06/19,大里,2.9,0.46,423.99,7.2,35,11,21.11,7.04,14.07,2,0.407,1.592,1.12,0.55,27.05,-,-,75.15,-
463,臺中市,2017/06/18,西屯,0.8,0.25,-,9.3,19,4,15.82,4.5,11.32,1.8,0.092,1.708,1.88,1.7,25.64,5.16,5.45,92.62,12
464,臺中市,2017/06/18,忠明,1.1,0.3,-,8.1,8,8,16.66,5.48,11.18,1.813,0.026,1.794,1.37,0.98,24.84,-,-,93.57,-
465,臺中市,2017/06/18,豐原,1.6,0.12,-,16.7,6,7,4.76,1.44,3.33,1.749,0.041,1.708,2.5,2.32,24.26,-,-,82.05,-
466,臺中市,2017/06/18,沙鹿,1.2,0.17,-,13.6,7,3,9.37,2.15,7.23,-,-,-,3.41,3.21,26.33,-,-,87.61,-
467,臺中市,2017/06/18,大里,1.4,0.29,416.18,7.1,16,5,15.95,5.02,10.94,1.704,0.116,1.588,1.24,0.74,25.12,-,-,81.86,-
468,臺中市,2017/06/17,西屯,1.1,0.3,-,18.4,22,8,20.23,3.76,16.47,1.867,0.133,1.734,1.66,1.33,25.91,6.84,5.28,92.09,16.57
469,臺中市,2017/06/17,忠明,1.8,0.38,-,19.2,10,9,17.69,3.23,14.45,1.857,0.068,1.794,1.45,1.05,25.56,-,-,94.15,-
470,臺中市,2017/06/17,豐原,1.1,0.15,-,26.9,8,8,6.46,1.18,5.27,1.809,0.078,1.731,2.5,2.26,24.4,-,-,88.94,-
471,臺中市,2017/06/17,沙鹿,1.9,0.22,-,25.8,12,7,12.6,1.91,10.68,-,-,-,2.46,2.01,27.66,-,-,91.08,-
472,臺中市,2017/06/17,大里,2.1,0.34,407.86,17.3,15,9,14.46,1.47,13.02,1.723,0.161,1.563,1.3,0.94,26,-,-,80.99,-
473,臺中市,2017/06/16,西屯,0.8,0.27,-,11.6,25,6,19.27,5.05,14.22,1.878,0.18,1.698,2.36,2.01,26.31,7,5.17,89.1,18.07
474,臺中市,2017/06/16,忠明,1.1,0.4,-,11.8,13,9,18.75,5.15,13.6,1.865,0.101,1.765,1.5,1.17,26.17,-,-,89.71,-
475,臺中市,2017/06/16,豐原,3.3,0.23,-,22,11,11,6.22,1.99,4.23,1.748,0.052,1.696,3.56,3.26,25.17,-,-,82.37,-
476,臺中市,2017/06/16,大里,2.2,0.34,407.92,11.7,23,9,17.19,4.73,12.45,1.79,0.263,1.527,1.83,1.28,26.45,-,-,79.29,-
477,臺中市,2017/06/15,西屯,-,0.28,-,6.9,18,4,21.65,6.92,14.73,1.84,0.167,1.674,1.76,1.65,25.24,5.6,5.11,90.53,16.75
478,臺中市,2017/06/15,忠明,1.7,0.35,-,9.4,6,5,18.11,5.2,12.91,1.836,0.098,1.74,1.42,1.17,24.96,-,-,90.43,-
479,臺中市,2017/06/15,豐原,2.2,0.13,-,20.1,6,6,7.36,2.36,5,1.743,0.065,1.679,2.96,2.63,24.2,-,-,83.8,-
480,臺中市,2017/06/15,大里,2.4,0.34,414.21,7.9,23,6,18.66,4.81,13.85,1.884,0.356,1.528,1.26,0.77,25.37,-,-,81.15,-
481,臺中市,2017/06/14,西屯,2.8,0.21,-,8.4,22,4,19.06,6.27,12.79,1.803,0.148,1.655,2.57,2.44,26.4,8.59,5.22,88.65,14.21
482,臺中市,2017/06/14,忠明,1.4,0.26,-,9.6,7,5,15.49,4.05,11.43,1.787,0.077,1.713,1.88,1.56,26.28,-,-,87.77,-
483,臺中市,2017/06/14,豐原,2.5,0.21,-,18.1,6,5,6.15,1.42,4.72,1.752,0.059,1.694,3.79,3.56,25.24,-,-,82.24,-
484,臺中市,2017/06/14,沙鹿,3.2,0.18,-,13,10,6,10.77,1.94,8.82,-,-,-,3.95,3.75,27.28,-,-,86.52,-
485,臺中市,2017/06/14,大里,1.9,0.26,409.67,8.6,16,7,15.46,4.38,11.08,1.836,0.316,1.521,1.41,1.02,26.53,-,-,80.06,-
486,臺中市,2017/06/13,西屯,2,0.19,-,17,39,4,13.68,3.9,9.78,1.784,0.129,1.655,3.07,3.01,29.49,0,0,68.24,0
487,臺中市,2017/06/13,忠明,1.3,0.24,-,16.9,34,7,13.13,3.08,10.05,1.781,0.054,1.728,2.25,1.87,30.36,-,-,68.24,-
488,臺中市,2017/06/13,豐原,3.4,0.17,-,22.7,23,11,9.9,3.12,6.78,1.916,0.204,1.712,3.97,3.58,28.93,-,-,67.69,-
489,臺中市,2017/06/13,沙鹿,1.2,0.18,-,18,23,10,10.77,2.96,7.81,-,-,-,4.09,3.77,29.99,-,-,69.74,-
490,臺中市,2017/06/13,大里,1.7,0.24,416.44,15.4,34,8,13.59,4.4,9.2,1.642,0.142,1.5,2.52,2.14,29.94,-,-,69.28,-
491,臺中市,2017/06/12,西屯,1.5,0.26,-,19.6,33,8,17.16,4.25,12.91,1.838,0.17,1.667,1.92,1.56,28.95,0,0,72.32,0
492,臺中市,2017/06/12,忠明,1.8,0.4,-,16.6,19,8,17.91,4.15,13.74,1.878,0.103,1.775,1.84,1.27,29.66,-,-,72.58,-
493,臺中市,2017/06/12,豐原,2.4,0.35,-,24.9,19,10,9.81,2.92,6.89,1.856,0.135,1.721,2.52,2.17,27.78,-,-,75.43,-
494,臺中市,2017/06/12,沙鹿,3,0.26,-,21,17,12,14.61,2.77,11.85,-,-,-,2.71,2.56,30.09,-,-,72.21,-
495,臺中市,2017/06/12,大里,2.3,0.33,425.62,16.5,29,7,16.05,3.67,12.38,1.703,0.201,1.502,1.94,1.33,29.17,-,-,73.1,-
496,臺中市,2017/06/11,西屯,1.6,0.23,-,26.4,31,11,11.05,3.22,7.83,1.756,0.079,1.677,1.89,1.79,29.31,0.5,6.07,74.07,62.05
497,臺中市,2017/06/11,忠明,2.1,0.23,-,24.8,23,12,10.4,1.56,8.83,1.77,0.016,1.761,1.85,1.44,30.28,-,-,72.49,-
498,臺中市,2017/06/11,豐原,3.1,0.21,-,28.6,21,10,8.31,1.86,6.44,1.792,0.064,1.728,2.47,2.05,28.21,-,-,74.84,-
499,臺中市,2017/06/11,沙鹿,3.5,0.19,-,25.1,22,13,10.49,1.96,8.53,-,-,-,3.01,2.82,30.12,-,-,75.49,-
500,臺中市,2017/06/11,大里,1.7,0.21,424.94,23.8,29,8,8.36,1.1,7.26,1.555,0.064,1.491,2.14,1.68,29.93,-,-,72.77,-
501,臺中市,2017/06/09,西屯,6.7,0.34,-,19.5,45,20,24.43,6.42,18.01,1.975,0.257,1.718,1.57,1.35,29.48,0,0,68.43,0
502,臺中市,2017/06/09,忠明,6.2,0.38,-,19.4,29,19,23.12,5.7,17.41,1.871,0.117,1.754,1.81,1.4,30.68,-,-,66.31,-
503,臺中市,2017/06/09,豐原,3.2,0.3,-,26.5,30,18,11.46,2.18,9.28,1.922,0.163,1.759,2.14,1.82,27.76,-,-,74,-
504,臺中市,2017/06/09,沙鹿,5.5,0.36,-,22.1,37,28,22.21,4.31,17.9,-,-,-,1.74,1.33,29.81,-,-,73.65,-
505,臺中市,2017/06/09,大里,2.6,0.31,434.58,21.7,36,15,16.2,2.73,13.48,-,-,-,1.95,1.7,30.5,-,-,67.35,-
506,臺中市,2017/06/08,西屯,4.6,0.25,-,17.1,36,15,18.38,5.64,12.74,1.866,0.176,1.69,1.78,1.13,29.23,0,0,71.25,0
507,臺中市,2017/06/08,忠明,3.2,0.31,-,14.1,19,13,21.62,6.13,15.48,1.829,0.083,1.749,1.84,1.17,30.31,-,-,68.96,-
508,臺中市,2017/06/08,豐原,15.7,0.21,-,17.9,23,12,11.96,3.19,8.76,1.86,0.131,1.729,2.03,1.71,27.85,-,-,75.03,-
509,臺中市,2017/06/08,沙鹿,3.3,0.18,-,19.7,23,19,14.45,4.09,10.37,-,-,-,2.39,1.15,29.54,-,-,78.16,-
510,臺中市,2017/06/08,大里,3.9,0.39,439.02,16.1,38,17,21.77,4.98,16.79,1.793,0.175,1.618,1.52,1.11,30.28,-,-,68.87,-
511,臺中市,2017/06/07,西屯,3.5,0.22,-,21.4,33,10,15.63,4.4,11.23,1.875,0.173,1.702,1.81,1.56,29.41,0,0,70.44,0
512,臺中市,2017/06/07,忠明,2.4,0.29,-,21.5,21,13,14.1,3.1,11,1.828,0.079,1.75,1.97,1.38,30.69,-,-,67.52,-
513,臺中市,2017/06/07,豐原,4.1,0.59,-,24.6,26,15,14.05,3.64,10.4,1.922,0.178,1.744,2.25,1.99,28.54,-,-,72.46,-
514,臺中市,2017/06/07,沙鹿,3.8,0.27,-,19,23,17,18.05,5.33,12.72,-,-,-,2.42,1.99,29.88,-,-,73.82,-
515,臺中市,2017/06/07,大里,2.6,0.33,429.83,21.9,28,12,14.82,2.8,12.02,1.764,0.17,1.594,1.87,1.62,29.99,-,-,70.62,-
516,臺中市,2017/06/06,西屯,3,0.3,-,23.2,39,13,20.6,6.28,14.32,2.014,0.243,1.771,1.88,1.75,28.95,0,0,73.87,0
517,臺中市,2017/06/06,忠明,2,0.41,-,23.4,28,15,18.02,3.74,14.28,1.937,0.086,1.853,1.71,1.37,29.97,-,-,71.19,-
518,臺中市,2017/06/06,豐原,2.5,0.3,-,28.9,30,14,9.74,1.86,7.87,1.997,0.229,1.768,2.46,2.24,28.25,-,-,73.33,-
519,臺中市,2017/06/06,沙鹿,2.7,0.36,-,26.4,37,22,19.58,3.65,15.93,-,-,-,2.47,2.13,30.08,-,-,77.2,-
520,臺中市,2017/06/06,大里,2.3,0.36,433.4,20.8,34,13,15.67,4.11,11.56,1.842,0.188,1.654,1.96,1.65,29.46,-,-,71.86,-
521,臺中市,2017/06/05,西屯,3.4,0.34,-,25.3,30,13,22.19,5,17.19,2.052,0.277,1.775,1.24,1.01,27.91,22.33,5.28,82.5,17.38
522,臺中市,2017/06/05,忠明,2.1,0.48,-,21.5,21,16,22.08,4.52,17.56,2.027,0.135,1.893,1.16,0.81,28.22,-,-,81.79,-
523,臺中市,2017/06/05,豐原,3,1.03,-,24,36,24,14.24,2.72,11.52,-,-,-,1.93,1.55,26.36,-,-,83.6,-
524,臺中市,2017/06/05,沙鹿,3.4,0.36,-,23.7,27,19,23.86,4.81,19.04,-,-,-,1.53,1.08,29.11,-,-,86.12,-
525,臺中市,2017/06/05,大里,2.3,0.5,431.59,21.2,36,15,22.31,5.04,17.27,2.003,0.282,1.721,1.2,1,28.22,-,-,76.39,-
526,臺中市,2017/06/04,西屯,1.9,0.23,-,25.9,17,5,11.81,1.29,10.52,1.777,0.08,1.697,1.4,1.31,26.9,-,-,87.63,-
527,臺中市,2017/06/04,忠明,1,0.33,-,24,7,6,13.73,3.01,10.72,1.847,0.031,1.821,1.21,0.95,26.62,-,-,88.01,-
528,臺中市,2017/06/04,豐原,0.7,0.16,-,28.7,6,7,5.1,1.47,3.63,-,-,-,2.79,2.51,25.74,-,-,83.4,-
529,臺中市,2017/06/04,沙鹿,1.4,0.25,-,29.3,9,8,10.35,1.42,8.94,-,-,-,2.58,2.26,28.95,-,-,86.63,-
530,臺中市,2017/06/04,大里,1.7,0.28,408.21,23,10,7,12.29,3.33,8.96,1.694,0.089,1.605,1.28,0.88,26.74,-,-,79.57,-
531,臺中市,2017/06/03,西屯,1.1,0.24,-,26,20,7,16.75,2.88,13.87,1.875,0.173,1.702,1.79,1.65,26.48,18.66,5.16,90.99,19.68
532,臺中市,2017/06/03,忠明,0.6,0.34,-,25.1,18,7,16.13,3.43,12.7,1.851,0.064,1.791,1.72,1.19,25.92,-,-,94.08,-
533,臺中市,2017/06/03,豐原,1.8,0.21,-,28.5,11,7,9,1.88,7.11,-,-,-,2.56,1.9,24.86,-,-,89.91,-
534,臺中市,2017/06/03,沙鹿,2.2,0.23,-,30.6,12,9,12.07,1.7,10.35,-,-,-,3.4,3.07,29.44,-,-,88.88,-
535,臺中市,2017/06/03,大里,1.9,0.31,412.22,24.2,18,7,13.76,3.39,10.36,1.791,0.17,1.622,2.11,1.56,25.92,-,-,81.91,-
536,臺中市,2017/06/02,西屯,0.9,0.12,-,22.1,30,9,8.28,1.34,6.95,1.751,0.127,1.625,4.15,3.89,27.42,3,5.45,87.79,23.63
537,臺中市,2017/06/02,忠明,1.6,0.19,-,17.6,22,7,12.13,3.54,8.59,-,-,-,2.75,2.46,27.38,-,-,88.21,-
538,臺中市,2017/06/02,豐原,2.6,0.52,-,23.4,16,11,8.94,2.52,6.42,1.825,0.12,1.704,5.57,5.21,25.67,-,-,89.11,-
539,臺中市,2017/06/02,沙鹿,1.8,0.79,-,23.2,21,10,8.38,1.51,6.88,-,-,-,4.91,4.72,29.98,-,-,89.43,-
540,臺中市,2017/06/02,大里,1.9,0.16,400.77,18.9,27,8,8.53,2.48,6.04,1.541,0.053,1.489,4.32,4.25,27.6,-,-,80.09,-
541,臺中市,2017/06/01,西屯,3,0.25,-,11.5,31,9,18.08,4.15,13.93,1.811,0.126,1.685,3.04,2.93,27.31,3.14,6.35,83.48,23.47
542,臺中市,2017/06/01,忠明,2.3,0.3,-,13.3,16,9,15.99,3.79,12.19,1.83,0.102,1.729,2.11,1.74,27.71,-,-,82.21,-
543,臺中市,2017/06/01,豐原,3,0.18,-,19.3,12,10,7.63,2.1,5.52,1.802,0.087,1.715,4.64,4.31,26.12,-,-,81.36,-
544,臺中市,2017/06/01,沙鹿,2.1,0.56,-,15,17,15,14.01,2.86,11.15,-,-,-,3.96,3.88,28.9,-,-,83.17,-
545,臺中市,2017/06/01,大里,2.4,0.31,412.7,11.9,27,11,16.63,4.58,12.06,1.729,0.222,1.507,2.25,2.12,27.94,-,-,76.82,-
546,臺南市,2017/06/30,新營,2.3,0.27,-,25.3,24,14,12.22,1.78,10.44,1.933,0.104,1.829,1.2,0.8,28.44,4.75,4.8,73,4.53
547,臺南市,2017/06/30,善化,3.2,0.17,427.01,24.1,25,10,9.3,1.58,7.71,-,-,-,1.95,1.53,28.3,-,-,69.88,-
548,臺南市,2017/06/30,安南,3.9,0.28,-,21.8,33,11,15.28,3.57,11.71,2.059,0.187,1.872,2.51,2.11,29.76,-,-,71.54,-
549,臺南市,2017/06/30,臺南,4.1,0.25,-,21.2,27,8,11.66,2.4,9.26,1.864,0.115,1.749,2.29,1.92,30.56,-,-,64.14,-
550,臺南市,2017/06/26,新營,1.8,0.18,-,15.9,17,7,6.22,1.53,4.69,1.823,0.05,1.773,1.69,1.46,30.35,0,0,69.74,0
551,臺南市,2017/06/26,善化,0.9,0.1,415.73,15.2,20,7,6.43,1.59,4.84,-,-,-,2.4,2.29,29.43,-,-,70.46,-
552,臺南市,2017/06/26,安南,1.6,0.1,-,18.5,20,4,6.09,1.32,4.76,1.82,0.045,1.776,2.9,2.6,30.91,-,-,72.97,-
553,臺南市,2017/06/26,臺南,2.1,0.13,-,18.9,18,5,3.53,0.67,2.92,1.748,0.053,1.695,2.08,2,31.04,-,-,68.4,-
554,臺南市,2017/06/25,新營,1.8,0.15,-,15.6,18,6,5.42,1.6,3.82,1.842,0.041,1.801,1.45,1.25,30.06,0,0,69.18,0
555,臺南市,2017/06/25,善化,1.1,0.08,416,14.5,16,5,5.13,1.54,3.59,-,-,-,2.75,2.59,29.17,-,-,69.8,-
556,臺南市,2017/06/25,安南,1.5,0.11,-,17.1,20,6,6.52,1.76,4.76,1.854,0.059,1.799,2.75,2.48,30.62,-,-,72.46,-
557,臺南市,2017/06/25,臺南,2.1,0.14,-,17.1,16,5,4.08,0.48,3.58,1.794,0.071,1.723,2.05,1.96,30.92,-,-,67.11,-
558,臺南市,2017/06/24,新營,2.6,0.18,-,15.6,19,7,6.94,1.88,5.06,1.899,0.062,1.836,1.74,1.51,29.87,0,0,70.8,0
559,臺南市,2017/06/24,善化,1.3,0.1,420.31,14.5,19,7,6.74,1.91,4.83,-,-,-,2.77,2.69,28.95,-,-,72.19,-
560,臺南市,2017/06/24,安南,2.7,0.18,-,15.5,25,8,10.79,2.45,8.34,2.056,0.241,1.815,2.95,2.7,30.52,-,-,74.05,-
561,臺南市,2017/06/24,臺南,2.6,0.17,-,16.2,18,9,6.67,1.29,5.36,1.865,0.13,1.736,2.19,2.08,30.59,-,-,70.35,-
562,臺南市,2017/06/22,新營,3.3,0.22,-,16.7,22,9,8.96,2.07,6.89,1.898,0.083,1.815,2.03,1.73,30.19,0,0,68.55,0
563,臺南市,2017/06/22,善化,2.6,0.16,425.14,15.9,20,8,8.68,1.85,6.83,-,-,-,2.57,2.58,29.17,-,-,70.52,-
564,臺南市,2017/06/22,安南,3.6,0.23,-,15.1,26,10,13.06,3.93,9.14,2.013,0.194,1.82,2.81,2.67,30.73,-,-,71.59,-
565,臺南市,2017/06/22,臺南,3.6,0.21,-,15.5,18,8,9.72,3.61,6.11,1.865,0.12,1.744,2.11,2.02,30.87,-,-,66.88,-
566,臺南市,2017/06/21,新營,2.2,0.22,-,15.3,23,7,8.88,2.3,6.59,1.926,0.101,1.825,2.11,1.77,29.93,0,0,66.86,0
567,臺南市,2017/06/21,善化,2.3,0.15,423.59,13.4,19,7,10.19,2.79,7.4,-,-,-,3.18,3.07,29.09,-,-,68.9,-
568,臺南市,2017/06/21,安南,3.5,0.3,-,11.6,27,8,15.36,5.16,10.2,2.12,0.292,1.827,3.03,2.78,30.57,-,-,70.12,-
569,臺南市,2017/06/21,臺南,4,0.24,-,11.8,23,9,11.86,3.11,8.75,1.888,0.129,1.759,2.31,2.11,30.58,-,-,67.02,-
570,臺南市,2017/06/19,新營,2.6,0.3,-,12.2,27,9,11.04,2.6,8.44,1.991,0.119,1.872,1.73,1.5,28.15,0,0,75.09,0
571,臺南市,2017/06/19,善化,3.4,0.19,420.64,10.7,28,7,11.68,2.56,9.11,-,-,-,2.67,2.6,28.09,-,-,73.29,-
572,臺南市,2017/06/19,安南,2.8,0.3,-,11.4,27,9,13.03,3.59,9.44,2.047,0.245,1.802,2.75,2.52,29.04,-,-,76.48,-
573,臺南市,2017/06/19,臺南,2,0.24,-,13.5,23,8,7.03,1.07,5.99,1.821,0.078,1.743,2.04,1.92,29.3,-,-,72.7,-
574,臺南市,2017/06/18,新營,1.2,0.21,-,11.9,21,10,7.31,1.74,5.57,1.894,0.063,1.831,1.65,1.23,26.72,1.3,5.09,83.16,7.46
575,臺南市,2017/06/18,善化,1.9,0.11,408.32,12.3,22,9,7.12,2.1,5.01,-,-,-,3.01,2.85,27.18,-,-,77.86,-
576,臺南市,2017/06/18,安南,1.9,0.22,-,13.1,25,7,10.04,2.74,7.3,1.886,0.084,1.802,3.07,2.93,27.78,-,-,83.49,-
577,臺南市,2017/06/18,臺南,1.8,0.24,-,12.6,19,9,-,-,-,1.841,0.077,1.764,2.03,1.92,28.05,-,-,79.92,-
578,臺南市,2017/06/17,新營,1.6,0.2,-,15.9,17,5,7.81,1.37,6.44,1.882,0.063,1.82,1.42,0.88,26.05,5.61,5.07,88.05,7.53
579,臺南市,2017/06/17,善化,0.7,0.1,403.4,15.8,23,4,6.51,2.16,4.34,-,-,-,1.89,1.65,26.12,-,-,83.41,-
580,臺南市,2017/06/17,安南,1.4,0.18,-,17.4,21,7,9.72,2.11,7.61,1.933,0.122,1.811,2.71,2.38,26.78,-,-,90.48,-
581,臺南市,2017/06/17,臺南,1.5,0.25,-,17.2,19,8,8.53,1.24,7.33,1.845,0.099,1.745,2.3,1.96,27.18,-,-,85.18,-
582,臺南市,2017/06/16,新營,1.3,0.19,-,16.6,24,8,7.4,2.07,5.33,1.802,0.06,1.742,1.47,0.97,26.59,5.44,4.95,81.96,4.17
583,臺南市,2017/06/16,善化,2.1,0.09,403.29,15.7,22,6,-,-,-,-,-,-,2.21,1.83,26.51,-,-,79.23,-
584,臺南市,2017/06/16,安南,2,0.22,-,13.4,28,8,13.12,3.63,9.49,2.032,0.211,1.821,2.71,2.44,27.47,-,-,84.19,-
585,臺南市,2017/06/16,臺南,1.7,0.29,-,13.1,27,9,9.67,1.43,8.24,1.896,0.138,1.758,1.8,1.63,28.14,-,-,78.65,-
586,臺南市,2017/06/15,新營,1.4,0.19,-,11.2,22,6,7.18,1.9,5.28,1.85,0.067,1.783,1.47,1.06,25.62,9,5.16,84.48,4.36
587,臺南市,2017/06/15,善化,1.5,0.08,418.01,10.6,24,4,5.29,1.42,3.88,-,-,-,2.19,2.11,25.47,-,-,82.18,-
588,臺南市,2017/06/15,安南,2.7,0.32,-,5.6,27,7,19.49,5.43,14.07,2.346,0.478,1.868,3,2.72,26.04,-,-,88.43,-
589,臺南市,2017/06/15,臺南,2.1,0.35,-,6.5,19,6,16.25,3.62,12.61,2.005,0.194,1.811,1.75,1.54,26.43,-,-,83.81,-
590,臺南市,2017/06/14,新營,1.6,0.19,-,11.9,20,6,7.01,1.74,5.27,1.795,0.063,1.731,1.51,1.12,26.58,4.7,4.91,84.11,4.85
591,臺南市,2017/06/14,善化,1.4,0.1,404.83,12.1,17,6,7.92,1.49,6.42,-,-,-,2.5,2.22,26.9,-,-,79.46,-
592,臺南市,2017/06/14,安南,1.5,0.2,-,12.8,26,8,10.29,2.62,7.67,1.943,0.158,1.785,3.23,2.95,27.97,-,-,84.14,-
593,臺南市,2017/06/14,臺南,1.9,0.24,-,12.2,21,6,8.38,1.41,6.98,1.848,0.117,1.731,2.45,2.17,28.54,-,-,77.87,-
594,臺南市,2017/06/13,新營,1.1,0.16,-,17,26,6,5.71,1.67,4.04,1.745,0.044,1.701,2.41,1.89,29.59,10,4.94,69.72,4.97
595,臺南市,2017/06/13,善化,3.1,0.11,407.89,14.8,20,7,-,-,-,-,-,-,4.13,4.06,28.99,-,-,70.3,-
596,臺南市,2017/06/13,安南,2.9,0.22,-,14.2,27,8,13.02,3.76,9.25,2.071,0.297,1.774,3.89,3.77,30.14,-,-,74.04,-
597,臺南市,2017/06/13,臺南,2.5,0.17,-,14.9,21,5,7.34,1.26,6.09,1.778,0.063,1.715,3.01,2.83,30.31,-,-,69.7,-
598,臺南市,2017/06/12,新營,1.9,0.18,-,22.8,34,9,6.01,1.32,4.69,1.803,0.056,1.748,2.59,2.25,31.33,3.25,5.58,64.41,4.79
599,臺南市,2017/06/12,善化,2.6,0.1,411.12,21,32,8,6.59,1.31,5.27,-,-,-,4.24,4.08,30.22,-,-,67.28,-
600,臺南市,2017/06/12,安南,3.4,0.22,-,18.4,28,10,13.53,3.4,10.13,2.017,0.207,1.81,3.77,3.64,31.23,-,-,70.95,-
601,臺南市,2017/06/12,臺南,3.6,0.18,-,19.9,21,9,8.39,1.29,7.14,1.844,0.076,1.768,2.73,2.66,31.47,-,-,66.07,-
602,臺南市,2017/06/11,新營,2.4,0.18,-,17.5,36,8,7.18,1.42,5.77,1.892,0.065,1.827,2.08,1.76,31.15,0,0,66.9,0
603,臺南市,2017/06/11,善化,3.1,0.12,427.69,16,29,6,6.63,0.9,5.74,-,-,-,3.5,3.41,29.9,-,-,69.83,-
604,臺南市,2017/06/11,安南,3.2,0.2,-,17.3,37,9,10.27,2.56,7.72,1.931,0.077,1.855,3.09,2.87,31.28,-,-,71.76,-
605,臺南市,2017/06/11,臺南,3.5,0.19,-,17.2,29,8,7.41,1.48,5.98,1.829,0.083,1.746,2.67,2.34,31.64,-,-,66.17,-
606,臺南市,2017/06/09,新營,3.2,0.24,-,31.4,55,21,8.71,1.34,7.37,2.086,0.091,1.996,1.53,1.19,29.66,0.5,5.85,71.78,3.91
607,臺南市,2017/06/09,善化,4.6,0.18,434.56,31.5,34,14,9.38,1.54,7.84,-,-,-,1.75,1.61,28.84,-,-,72.64,-
608,臺南市,2017/06/09,安南,3,0.28,-,32.6,40,15,13.21,1.65,11.55,2.112,0.199,1.913,2.36,1.99,30.55,-,-,71.42,-
609,臺南市,2017/06/09,臺南,3.3,0.27,-,34.7,25,14,8.9,0.34,8.72,1.922,0.132,1.789,1.89,1.55,30.99,-,-,64.36,-
610,臺南市,2017/06/08,新營,3,0.23,-,20.7,51,23,13.7,2.75,10.95,2.051,0.101,1.95,1.72,1.05,29.47,0,0,74.1,0
611,臺南市,2017/06/08,善化,3.6,0.17,437.61,24.5,37,18,9.03,1.75,7.25,-,-,-,1.78,1.45,28.65,-,-,75.33,-
612,臺南市,2017/06/08,安南,2.4,0.25,-,22,40,14,13.97,2.6,11.37,2.174,0.196,1.979,1.9,1.54,30.3,-,-,75.86,-
613,臺南市,2017/06/08,臺南,2.3,0.27,-,23.3,28,14,10.15,1.26,8.88,1.959,0.128,1.831,1.58,1.24,30.71,-,-,68.22,-
614,臺南市,2017/06/07,新營,3.1,0.22,-,24.4,44,19,8.72,1.25,7.47,1.937,0.072,1.865,1.69,1.25,30.09,0,0,74.39,0
615,臺南市,2017/06/07,善化,2.4,0.17,433.06,23,32,15,8.91,1.45,7.46,-,-,-,2.09,1.82,29.02,-,-,75.31,-
616,臺南市,2017/06/07,安南,3.3,0.23,-,23,38,15,11.67,2.14,9.53,2.087,0.188,1.899,2.46,2.05,30.64,-,-,77.39,-
617,臺南市,2017/06/07,臺南,3.1,0.22,-,23.7,31,14,7.95,1.46,6.51,1.825,0.095,1.729,1.84,1.54,30.98,-,-,71.35,-
618,臺南市,2017/06/06,新營,2.9,0.24,-,21.6,43,14,9.05,1.72,7.32,1.951,0.072,1.879,1.59,1.32,29.91,0,0,73.98,0
619,臺南市,2017/06/06,善化,2.1,0.2,418.99,20.6,32,14,8.32,1.76,6.56,-,-,-,2.12,1.98,28.99,-,-,74.82,-
620,臺南市,2017/06/06,安南,2.4,0.27,-,21.3,38,14,11.74,2.67,9.07,2.069,0.22,1.848,2.54,2.31,30.26,-,-,76.66,-
621,臺南市,2017/06/06,臺南,3,0.25,-,21.1,32,13,8.63,1.41,7.21,1.844,0.109,1.735,1.9,1.73,30.66,-,-,70.47,-
622,臺南市,2017/06/05,新營,2.7,0.31,-,18.7,42,15,11.67,2.19,9.49,1.973,0.105,1.868,1.24,1.03,29.3,0,0,76.41,0
623,臺南市,2017/06/05,善化,1.5,0.2,424.98,17.6,32,9,10.99,2.41,8.57,-,-,-,2.08,1.89,28.38,-,-,76.12,-
