序號,縣市,監測日期,測站,二氧化硫
SO2
(ppb),一氧化碳
CO
(ppm),二氧化碳
CO2
(ppm),臭氧
O3
(ppb),"懸浮微粒
PM 10 
(μg/m 3 )","細懸浮微粒
PM 2.5 
(μg/m 3 )",氮氧化物
NOx
(ppb),一氧化氮
NO
(ppb),二氧化氮
NO2
(ppb),總碳氫化合物
THC
(ppm),非甲烷碳氫化合物
NMHC
(ppm),甲烷
CH4
(ppm),風速
WIND_SPEED
(m/sec),小時風速值
WS_HR
(m/sec),溫度
AMB_TEMP
(℃),降雨強度
RAIN_INT
(㎜),酸雨
PH_RAIN
(pH),相對濕度
RH
1395,南投縣,2017/06/24,南投,1.3,0.2,-,17.2,30,8,8.78,2.23,6.55,1.752,0.055,1.697,2.21,1.95,29.18,0.5,6.91,70.03,49.46
1396,南投縣,2017/06/24,埔里,1.3,0.17,-,19,20,12,7.53,1.21,6.32,-,-,-,1.24,0.86,26.43,-,-,78.4,-
1397,南投縣,2017/06/24,竹山,2.3,0.18,-,16.6,21,8,7.1,1.25,5.86,-,-,-,1.52,1.08,26.77,-,-,77.5,-
1398,南投縣,2017/06/22,南投,1.3,0.22,-,17.3,26,6,9.68,2.44,7.24,1.74,0.067,1.673,2,1.68,29.71,0,0,67.57,0
1399,南投縣,2017/06/22,埔里,1.3,0.2,-,23.6,22,14,7.35,1.85,5.5,-,-,-,1.52,1.28,27.77,-,-,73.43,-
1400,南投縣,2017/06/22,竹山,2,0.16,-,17.7,22,11,7.56,1.74,5.82,-,-,-,1.37,0.93,29.03,-,-,73.66,-
1401,南投縣,2017/06/21,南投,0.8,0.23,-,17.5,30,7,9.31,2.21,7.1,1.768,0.059,1.709,2.14,1.91,29.41,0,0,66.29,0
1402,南投縣,2017/06/21,埔里,1.2,0.21,-,18.1,21,12,8.69,2.29,6.4,-,-,-,1.24,0.79,26.97,-,-,74.29,-
1403,南投縣,2017/06/21,竹山,1.6,0.18,-,18.9,22,10,7.72,1.98,5.74,-,-,-,1.7,1.23,30.09,-,-,71.01,-
1404,南投縣,2017/06/19,南投,2.6,0.36,-,9,28,6,14.48,4.99,9.49,1.905,0.128,1.778,1.2,1.03,26.11,0,0,78.24,0
1405,南投縣,2017/06/19,埔里,2.4,0.29,-,6.9,20,9,12.38,4.89,7.49,-,-,-,0.9,0.62,24.22,-,-,80.75,-
1406,南投縣,2017/06/19,竹山,1.8,0.23,-,12,23,10,9.86,2.79,7.07,-,-,-,1.09,0.65,26.28,-,-,86.44,-
1407,南投縣,2017/06/18,南投,2,0.27,-,7.2,16,3,12.17,3.78,8.39,1.846,0.085,1.761,1.09,0.81,24.05,2.81,5.35,90.05,12.18
1408,南投縣,2017/06/18,埔里,1,0.21,-,9.1,12,5,9.51,2.41,7.1,-,-,-,0.74,0.54,22.82,-,-,87.32,-
1409,南投縣,2017/06/18,竹山,0.9,0.17,-,8.4,16,7,-,-,-,-,-,-,1.25,0.6,24.01,-,-,97.86,-
1410,南投縣,2017/06/17,南投,1.5,0.28,-,15,14,2,11.48,2.38,9.11,1.83,0.08,1.75,1.52,1.2,24.88,7.6,5.36,90.01,11.37
1411,南投縣,2017/06/17,埔里,2.5,0.23,-,13.6,8,4,11.12,2.62,8.5,-,-,-,1.14,0.62,22.91,-,-,88.85,-
1412,南投縣,2017/06/17,竹山,1.1,0.14,-,17.6,12,6,5.89,1.12,4.76,-,-,-,1.81,1.35,25.15,-,-,96.42,-
1413,南投縣,2017/06/16,南投,2.1,0.24,-,13.1,18,3,10.55,2.8,7.75,1.756,0.057,1.699,2.01,1.66,25.45,3.23,5.07,83,13.79
1414,南投縣,2017/06/16,埔里,2.1,0.21,-,13.4,12,7,9.92,2.57,7.35,-,-,-,1.22,0.66,23.81,-,-,84.03,-
1415,南投縣,2017/06/16,竹山,1.1,0.18,-,10.9,18,8,8.44,3.22,5.22,-,-,-,1.67,0.96,25.91,-,-,88.23,-
1416,南投縣,2017/06/15,南投,2.1,0.25,-,8.6,14,2,11.51,3.23,8.28,1.778,0.071,1.707,1.49,1.25,24,7.06,5.08,88.16,12.11
1417,南投縣,2017/06/15,埔里,1.6,0.23,-,10.3,11,5,12.99,2.75,10.24,-,-,-,1.05,0.64,22.38,-,-,87.29,-
1418,南投縣,2017/06/15,竹山,1.2,0.17,-,8.1,17,6,9.47,2.48,6.98,-,-,-,1.13,0.59,23.76,-,-,97.35,-
1419,南投縣,2017/06/14,南投,1.2,0.23,-,8,14,3,11.29,2.5,8.79,1.77,0.055,1.715,1.74,1.53,24.93,9.53,5.44,87.08,10.96
1420,南投縣,2017/06/14,埔里,2.4,0.22,-,7.7,12,5,11.64,2.51,9.14,-,-,-,1.28,0.69,23.59,-,-,86.35,-
1421,南投縣,2017/06/14,竹山,1.7,0.12,-,10.5,15,6,6.83,1.55,5.29,-,-,-,1.76,1.09,24.89,-,-,93.59,-
1422,南投縣,2017/06/13,南投,0.6,0.21,-,14.4,51,5,8.59,2.22,6.37,1.752,0.057,1.695,2.69,2.46,28.93,6,6.77,69.85,12.46
1423,南投縣,2017/06/13,埔里,1.8,0.18,-,17.8,27,9,7.94,1.85,6.1,-,-,-,1.94,1.42,27.55,-,-,72.96,-
1424,南投縣,2017/06/13,竹山,1.9,0.15,-,14,24,10,6.89,1.27,5.63,-,-,-,2.04,1.55,29.66,-,-,75.83,-
1425,南投縣,2017/06/12,南投,2.3,0.25,-,17.6,32,5,10.94,2.6,8.34,1.77,0.064,1.707,1.68,1.21,28.16,15,5.84,74.94,13.55
1426,南投縣,2017/06/12,埔里,2,0.18,-,17.3,18,8,8.26,1.17,7.06,-,-,-,1.51,1.05,26.14,-,-,79.01,-
1427,南投縣,2017/06/12,竹山,2.4,0.2,-,20.5,24,10,8.09,0.75,7.41,-,-,-,1.51,0.88,29.24,-,-,79.18,-
1428,南投縣,2017/06/11,南投,1.5,0.21,-,19.1,28,8,7.89,1.86,6.04,1.748,0.036,1.712,1.53,1.12,28.45,0.83,6.83,73.7,20.06
1429,南投縣,2017/06/11,埔里,1.5,0.21,-,21,22,13,7.87,1.21,6.62,-,-,-,1.65,1.28,27.49,-,-,74.89,-
1430,南投縣,2017/06/11,竹山,2.3,0.18,-,23.2,29,11,7.31,1.99,5.33,-,-,-,1.75,1,29.26,-,-,77.91,-
1431,南投縣,2017/06/09,南投,1.9,0.31,-,24.4,38,16,11.86,1.86,9.99,1.837,0.095,1.742,1.72,1.31,28.83,0,0,70.24,0
1432,南投縣,2017/06/09,埔里,2.1,0.27,-,32.9,31,22,9.38,1.3,8.07,-,-,-,2.04,1.78,27.86,-,-,72.36,-
1433,南投縣,2017/06/09,竹山,1.8,0.23,-,28.8,35,21,7.84,1.03,6.81,-,-,-,1.34,0.98,28.91,-,-,78.13,-
1434,南投縣,2017/06/08,南投,3.8,0.36,-,19.5,40,13,16.72,3.55,13.18,1.845,0.123,1.721,1.6,0.89,28.62,0,0,71.07,0
1435,南投縣,2017/06/08,埔里,1.8,0.26,-,34.6,29,17,9.23,1.84,7.38,-,-,-,1.98,1.61,27.67,-,-,73.02,-
1436,南投縣,2017/06/08,竹山,2.4,0.19,-,27.6,33,19,7.18,1.44,5.73,-,-,-,1.6,1.18,29.4,-,-,75.38,-
1437,南投縣,2017/06/07,南投,1.7,0.26,-,23.4,31,13,9.95,2.24,7.71,1.788,0.069,1.719,1.94,1.48,28.21,0,0,72.85,0
1438,南投縣,2017/06/07,埔里,1.7,0.26,-,19.5,25,15,9.39,1.88,7.51,-,-,-,1.44,1.13,26.57,-,-,76.47,-
1439,南投縣,2017/06/07,竹山,2.5,0.24,-,27.1,31,17,10.09,2.86,7.23,-,-,-,1.56,0.97,28.24,-,-,82.44,-
1440,南投縣,2017/06/06,南投,0.6,0.27,-,19.5,30,10,9.31,2.36,6.95,1.799,0.069,1.73,1.76,1.52,27.84,0,0,73.19,0
1441,南投縣,2017/06/06,埔里,1.4,0.28,-,19.4,23,13,9.59,1.86,7.73,-,-,-,1.65,1.26,27.05,-,-,75.95,-
1442,南投縣,2017/06/06,竹山,1.8,0.24,-,21.7,30,15,9.36,1.82,7.54,-,-,-,1.41,0.83,27.66,-,-,83.42,-
1443,南投縣,2017/06/05,南投,1.6,0.36,-,17.9,28,10,12.02,2.13,9.87,1.909,0.109,1.799,1.51,1.09,26.95,0.5,5.43,78.52,11.75
1444,南投縣,2017/06/05,埔里,1.7,0.28,-,18.9,19,11,8.43,1.75,6.68,-,-,-,1.12,0.89,25.86,-,-,80.99,-
1445,南投縣,2017/06/05,竹山,1.1,0.24,-,20,29,14,9.08,2.72,6.36,-,-,-,1.22,0.8,26.92,-,-,87.11,-
1446,南投縣,2017/06/04,南投,2,0.27,-,22.4,10,3,8.15,1.24,6.91,1.782,0.052,1.73,1.54,1.25,25.41,6.78,5.32,86.89,11.22
1447,南投縣,2017/06/04,埔里,2.1,0.27,-,24.5,8,5,8.83,1.03,7.79,-,-,-,0.98,0.58,23.62,-,-,87.81,-
1448,南投縣,2017/06/04,竹山,1.1,0.17,-,24.5,14,6,7.31,1.14,6.17,-,-,-,1.4,0.92,25.35,-,-,94.87,-
1449,南投縣,2017/06/03,南投,1.6,0.22,-,27.9,10,3,7.98,1.54,6.47,1.76,0.04,1.721,2,1.64,24.69,13.11,5.21,89.04,12.17
1450,南投縣,2017/06/03,埔里,2.6,0.29,-,28.3,6,5,9.09,1.28,7.81,-,-,-,1.44,0.57,22.71,-,-,88.72,-
1451,南投縣,2017/06/03,竹山,1.5,0.15,-,29.7,12,6,6.08,1.53,4.55,-,-,-,2.46,1.5,24.79,-,-,97.9,-
1452,南投縣,2017/06/02,南投,1.4,0.13,-,20.5,21,7,5.01,1.47,3.54,1.666,0.011,1.657,4.14,3.91,26.59,4.73,5.75,84.28,14.68
1453,南投縣,2017/06/02,埔里,1.5,0.2,-,23.6,12,7,6.63,1.41,5.2,-,-,-,1.78,1.45,24.35,-,-,85.35,-
1454,南投縣,2017/06/02,竹山,1.5,0.09,-,22.8,19,9,4.91,1.24,3.68,-,-,-,3.35,3.04,26.36,-,-,92.62,-
1455,南投縣,2017/06/01,南投,1.8,0.28,-,12.1,25,10,11.85,3.33,8.52,1.791,0.069,1.722,2.41,2.05,26.57,3.06,6.01,80.45,17.97
1456,南投縣,2017/06/01,埔里,1.9,0.27,-,14.4,20,11,8.96,1.84,7.11,-,-,-,1.28,0.69,25,-,-,80.78,-
1457,南投縣,2017/06/01,竹山,2.7,0.2,-,13.8,22,10,7.26,1.48,5.79,-,-,-,1.93,1.54,26.31,-,-,88.38,-
1458,雲林縣,2017/06/30,斗六,2,0.22,-,34.3,30,14,10.97,1.92,9.04,-,-,-,1.41,0.88,29.41,-,-,75.6,-
1459,雲林縣,2017/06/30,崙背,2.7,0.22,-,30.5,42,23,11.61,1.37,10.21,-,-,-,2.15,1.75,28.71,11.75,5.15,79.19,40.76
1460,雲林縣,2017/06/30,麥寮,2.3,0.22,-,27.4,48,27,12.72,3.78,8.95,2.108,0.093,2.015,2.13,1.62,28.94,-,-,79.63,-
1461,雲林縣,2017/06/30,臺西,2.9,0.2,-,29.5,38,22,8.99,1.92,7.07,2.075,0.054,2.022,3.14,2.79,29,-,-,76.38,-
1462,雲林縣,2017/06/26,斗六,2.1,0.22,-,18,25,10,10.4,2.21,8.19,-,-,-,1.91,1.7,32.7,-,-,66.96,-
1463,雲林縣,2017/06/26,崙背,1.4,0.09,-,17.8,25,9,4.4,0.98,3.46,-,-,-,3.51,3.4,30.2,0,0,81.61,0
1464,雲林縣,2017/06/26,麥寮,1.6,0.12,-,16.5,32,15,6.66,1.99,4.67,1.888,0.04,1.848,3.33,3.33,30.25,-,-,80.8,-
1465,雲林縣,2017/06/26,臺西,2.6,0.07,-,18.1,21,10,5.41,1.71,3.7,1.786,0.009,1.791,3.78,3.77,30.15,-,-,78.43,-
1466,雲林縣,2017/06/25,斗六,2.1,0.19,-,17,20,8,8.68,1.82,6.86,-,-,-,1.96,1.8,32.19,-,-,66.9,-
1467,雲林縣,2017/06/25,崙背,1.9,0.14,-,17.2,23,9,4.08,0.46,3.73,-,-,-,3.39,3.31,30.06,0,0,79.78,0
1468,雲林縣,2017/06/25,麥寮,1.8,0.12,-,16.6,30,15,6.17,2.16,4.01,1.919,0.048,1.871,3.46,3.34,30.13,-,-,79.26,-
1469,雲林縣,2017/06/25,臺西,2,0.07,-,18.5,20,9,4.85,1.57,3.28,1.826,0.011,1.821,3.9,3.84,30.12,-,-,77.05,-
1470,雲林縣,2017/06/24,斗六,2.3,0.2,-,18.4,27,9,8.03,1.75,6.27,-,-,-,1.99,1.75,31.97,-,-,68.41,-
1471,雲林縣,2017/06/24,崙背,1.6,0.13,-,15,24,12,7.9,2.46,5.44,-,-,-,3.1,2.97,29.64,0,0,82.72,0
1472,雲林縣,2017/06/24,麥寮,1.7,0.16,-,14.4,32,17,7.26,2.55,4.7,2.038,0.065,1.973,3.21,3.07,29.87,-,-,81.74,-
1473,雲林縣,2017/06/24,臺西,1.9,0.07,-,16.4,21,12,7.63,3.27,4.36,1.919,0.015,1.909,3.72,3.59,29.81,-,-,78.81,-
1474,雲林縣,2017/06/22,斗六,2.1,0.23,-,19.4,22,9,9.88,1.99,7.89,-,-,-,1.81,1.6,32.14,-,-,68.21,-
1475,雲林縣,2017/06/22,崙背,2.3,0.13,-,14.5,28,10,8.52,1.67,6.83,-,-,-,2.91,2.77,29.78,0,0,81.29,0
1476,雲林縣,2017/06/22,麥寮,2.8,0.18,-,14.7,32,18,9.13,2.75,6.38,1.996,0.08,1.916,3.19,3.07,29.95,-,-,80.84,-
1477,雲林縣,2017/06/22,臺西,2.8,-,-,17,20,12,7.41,1.74,5.67,1.943,0.033,1.913,3.52,3.4,29.92,-,-,78.73,-
1478,雲林縣,2017/06/21,斗六,2.5,0.22,-,19.6,31,10,10.18,2.73,7.45,-,-,-,2.2,1.99,32.11,-,-,65.42,-
1479,雲林縣,2017/06/21,崙背,1.9,0.1,-,17,26,11,5.46,0.77,4.7,-,-,-,3.86,3.86,29.81,0,0,78.48,0
1480,雲林縣,2017/06/21,麥寮,2.1,0.17,-,14.3,32,18,8,2.11,5.89,1.946,0.066,1.88,3.72,3.64,30,-,-,78.07,-
1481,雲林縣,2017/06/21,臺西,2.6,-,-,16.9,21,14,7.17,2.54,4.63,1.853,0.025,1.833,4.22,4.2,30.03,-,-,76.04,-
1482,雲林縣,2017/06/19,斗六,2.7,0.34,-,12.5,28,10,14.99,3.78,11.21,-,-,-,1.29,1.08,28.66,-,-,78.31,-
1483,雲林縣,2017/06/19,崙背,1.9,0.15,-,14.2,27,11,8.03,2.08,5.94,-,-,-,3.02,2.94,27.66,0,0,91.41,0
1484,雲林縣,2017/06/19,麥寮,2,0.23,-,12.9,-,26,9.02,2.51,6.51,2.004,0.111,1.893,3.08,3,28.47,-,-,84.83,-
1485,雲林縣,2017/06/19,臺西,1.4,0.09,-,14.3,23,11,6.3,1.38,4.91,1.821,0.001,1.827,3.61,3.47,28.57,-,-,81.18,-
1486,雲林縣,2017/06/18,斗六,0.7,0.19,-,10.1,16,7,11.73,2.73,9,-,-,-,1.12,0.74,25.49,-,-,93.95,-
1487,雲林縣,2017/06/18,崙背,1.3,0.08,-,16.5,19,8,5.37,1.35,4.01,-,-,-,2.36,1.91,25.33,9.06,5.45,97.56,26.09
1488,雲林縣,2017/06/18,麥寮,1.5,0.16,-,15.1,23,19,7.62,2.54,5.08,1.987,0.109,1.878,2.53,2.18,26.36,-,-,91.91,-
1489,雲林縣,2017/06/18,臺西,1.1,0.08,-,16.2,15,9,5.08,0.87,4.2,-,-,-,3.09,2.81,26.09,-,-,84.57,-
1490,雲林縣,2017/06/17,斗六,2,0.21,-,18.5,19,4,10.36,2.81,7.54,-,-,-,1.54,1.35,26.62,-,-,92.09,-
1491,雲林縣,2017/06/17,崙背,1.5,0.13,-,24.9,19,9,4.58,0.42,4.14,-,-,-,2.64,2.39,26.35,4.77,5.96,97.57,23.02
1492,雲林縣,2017/06/17,麥寮,1.6,0.17,-,23.4,25,7,8.52,2.84,5.69,1.931,0.056,1.874,2.41,2.38,27.2,-,-,92.15,-
1493,雲林縣,2017/06/17,臺西,0.8,0.12,-,25.7,17,9,5.02,0.71,4.28,-,-,-,2.99,2.96,27.18,-,-,84.57,-
1494,雲林縣,2017/06/16,斗六,1.8,0.24,-,13,24,7,11.66,2.44,9.22,-,-,-,1.52,1.24,27.84,-,-,83.19,-
1495,雲林縣,2017/06/16,崙背,1,0.11,-,19.2,28,12,6.13,1.09,5.03,-,-,-,2.74,2.65,27.02,7.41,5.43,93.7,21.18
1496,雲林縣,2017/06/16,麥寮,0.9,0.15,-,17.4,29,9,8.09,2.66,5.43,1.902,0.058,1.844,2.86,2.72,27.83,-,-,87.02,-
1497,雲林縣,2017/06/16,臺西,2,0.06,-,18.8,22,12,4.54,1.17,3.36,1.835,0.001,1.852,3.54,3.34,27.76,-,-,82.62,-
1498,雲林縣,2017/06/15,斗六,1.9,0.25,-,14,13,7,11.47,3.26,8.21,-,-,-,1.3,1.05,26.01,-,-,87.92,-
1499,雲林縣,2017/06/15,崙背,1.6,0.15,-,16.7,21,9,8.51,1.69,6.81,-,-,-,3.04,2.84,25.78,7.88,5.34,97.42,26
1500,雲林縣,2017/06/15,麥寮,1.2,0.19,-,15.6,24,8,10.82,3.43,7.38,1.955,0.074,1.881,2.92,2.82,26.73,-,-,90.17,-
1501,雲林縣,2017/06/15,臺西,0.9,0.06,-,17.3,15,11,6.36,1.38,4.98,1.857,0.006,1.857,3.63,3.51,26.48,-,-,84.53,-
1502,雲林縣,2017/06/14,斗六,1.2,0.19,-,13.3,17,7,8.16,1.59,6.56,-,-,-,1.82,1.54,26.98,-,-,85.53,-
1503,雲林縣,2017/06/14,崙背,1.5,0.13,-,15.3,20,8,6.82,1.44,5.37,-,-,-,3.47,3.21,26.65,-,-,96.05,-
1504,雲林縣,2017/06/14,麥寮,1.6,0.17,-,13.1,28,7,11.12,3.59,7.54,1.913,0.072,1.841,3.38,3.16,27.66,-,-,89.24,-
1505,雲林縣,2017/06/14,臺西,1.4,0.07,-,15.3,21,11,6.42,1.52,4.9,1.789,0.005,1.794,4.02,3.96,27.88,-,-,84.17,-
1506,雲林縣,2017/06/13,斗六,2.8,0.2,-,17,27,8,8.78,1.79,6.98,-,-,-,2.15,1.88,31.68,-,-,70.13,-
1507,雲林縣,2017/06/13,崙背,1.9,0.08,-,16.9,26,9,7.36,1.69,5.68,-,-,-,4.33,4.06,29.51,3.75,6.4,80.71,822.67
1508,雲林縣,2017/06/13,麥寮,1.8,0.16,-,17.4,30,9,7.48,2.3,5.19,1.896,0.066,1.83,3.87,3.83,29.61,-,-,79.46,-
1509,雲林縣,2017/06/13,臺西,1.7,0.06,-,17.6,18,9,6.11,1.86,4.25,1.787,0.001,1.799,4.32,4.37,29.53,-,-,77.7,-
1510,雲林縣,2017/06/12,斗六,3.3,0.24,-,23.4,34,14,11.06,1.91,9.14,-,-,-,1.98,1.64,33.08,-,-,66.23,-
1511,雲林縣,2017/06/12,崙背,2.6,0.13,-,21.3,34,10,6.9,1.12,5.78,-,-,-,3.48,3.23,31.12,0,0,76.13,0
1512,雲林縣,2017/06/12,麥寮,2.2,0.16,-,21.2,38,10,6.47,1.37,5.09,1.972,0.063,1.909,3.66,3.58,31.19,-,-,75.5,-
1513,雲林縣,2017/06/12,臺西,2.3,0.09,-,23,26,13,5.36,1.23,4.13,1.849,0.006,1.856,4.14,4,31.27,-,-,74.49,-
1514,雲林縣,2017/06/11,斗六,2.3,0.2,-,22.1,31,14,9.2,1.4,7.8,-,-,-,1.7,1.35,32.38,-,-,70.34,-
1515,雲林縣,2017/06/11,崙背,2.4,0.15,-,20.4,35,13,8.9,2.54,6.36,-,-,-,2.45,2.36,30.77,4,6.1,82.17,14.26
1516,雲林縣,2017/06/11,麥寮,2.4,0.16,-,19.7,42,10,8.71,2.75,5.95,2.078,0.064,2.014,2.96,2.72,30.83,-,-,79.34,-
1517,雲林縣,2017/06/11,臺西,2.4,0.11,-,20.7,31,12,7.44,2.77,4.68,-,-,-,3.48,3.35,30.98,-,-,76.75,-
1518,雲林縣,2017/06/09,斗六,2.8,0.25,-,31.6,39,21,11.15,1.89,9.26,-,-,-,1.31,0.93,30.85,-,-,73.83,-
1519,雲林縣,2017/06/09,崙背,3.1,0.25,-,30.4,59,30,8.97,1.38,7.57,-,-,-,1.57,1.27,29.75,0,0,82.82,0
1520,雲林縣,2017/06/09,麥寮,3.3,0.22,-,33.9,55,25,7.54,1.42,6.11,2.187,0.06,2.127,1.59,1.09,29.83,-,-,82.21,-
1521,雲林縣,2017/06/09,臺西,4.6,0.18,-,35.8,45,32,7.87,1.27,6.61,2.068,0.018,2.06,2.12,1.81,29.8,-,-,78.44,-
1522,雲林縣,2017/06/08,斗六,3.6,0.22,-,26.3,40,21,12.29,1.94,10.35,-,-,-,1.65,0.88,31.05,-,-,73.09,-
1523,雲林縣,2017/06/08,崙背,2.7,0.14,-,21,58,20,7.79,2.12,5.67,-,-,-,1.98,1.3,29.38,0,0,84.92,0
1524,雲林縣,2017/06/08,麥寮,2.1,0.12,-,21.1,45,20,8.24,2.81,5.43,2.076,0.042,2.034,2,0.89,29.38,-,-,83.23,-
1525,雲林縣,2017/06/08,臺西,5.3,0.09,-,23.3,30,22,9.78,2.73,7.05,1.914,0.04,1.883,3.03,2.66,29.5,-,-,78.41,-
1526,雲林縣,2017/06/07,斗六,2.7,0.25,-,32.2,34,17,9.29,1.4,7.87,-,-,-,1.51,1.14,31.08,-,-,73.44,-
1527,雲林縣,2017/06/07,崙背,2.5,0.19,-,18.6,36,15,10.74,2.61,8.13,-,-,-,1.95,1.72,29.93,0,0,83.22,0
1528,雲林縣,2017/06/07,麥寮,3.5,0.21,-,15.3,40,15,11.5,3.05,8.45,2.301,0.114,2.187,1.87,1.6,29.98,-,-,81.21,-
1529,雲林縣,2017/06/07,臺西,3.9,0.13,-,17.2,29,16,8.71,2.71,6,2.351,0.047,2.308,2.65,2.39,29.99,-,-,79.01,-
1530,雲林縣,2017/06/06,斗六,1.9,0.25,-,26.3,34,13,8.79,1.14,7.65,-,-,-,1.44,1.2,30.34,-,-,75.18,-
1531,雲林縣,2017/06/06,崙背,2.6,0.25,-,19.3,37,17,14.97,4.45,10.52,-,-,-,1.95,1.81,29.28,0,0,85.39,0
1532,雲林縣,2017/06/06,麥寮,2.3,0.26,-,19.3,45,19,14.22,5.1,9.12,2.453,0.119,2.334,2.15,1.95,29.4,-,-,84.24,-
1533,雲林縣,2017/06/06,臺西,2.6,0.17,-,18.4,40,24,9.21,2.05,7.14,2.387,0.038,2.355,2.68,2.59,29.8,-,-,80.55,-
1534,雲林縣,2017/06/05,斗六,2.9,0.3,-,20.9,30,12,12.09,2.39,9.7,-,-,-,0.98,0.77,28.82,-,-,81.16,-
1535,雲林縣,2017/06/05,崙背,2.1,0.21,-,19.8,-,14,8.29,1.5,6.8,-,-,-,1.48,1.27,27.82,4.17,5.5,95.41,20.17
1536,雲林縣,2017/06/05,麥寮,1.7,0.26,-,20.4,39,14,11.29,3.22,8.07,2.297,0.075,2.222,1.53,1.37,28.28,-,-,88.37,-
1537,雲林縣,2017/06/05,臺西,2.5,0.18,-,22,32,18,9.41,1.88,7.53,2.065,0.019,2.048,1.9,1.77,28.54,-,-,83.18,-
1538,雲林縣,2017/06/04,斗六,2.4,0.2,-,26.4,19,5,8.4,1.48,6.91,-,-,-,1.17,1.06,27.29,-,-,88.54,-
1539,雲林縣,2017/06/04,崙背,1.7,0.15,-,29,-,17,6.38,1.4,4.97,-,-,-,2.33,2.25,26.96,4,5.4,95.43,16.27
1540,雲林縣,2017/06/04,麥寮,1.3,0.21,-,26.7,22,7,8.17,2.07,6.08,1.982,0.062,1.92,2.61,2.33,27.77,-,-,88.35,-
1541,雲林縣,2017/06/04,臺西,1.2,0.13,-,24.5,13,9,4.93,1.25,3.68,1.895,0.01,1.889,2.96,3.01,27.72,-,-,83.42,-
1542,雲林縣,2017/06/03,斗六,1.7,0.2,-,28.7,20,10,8.33,1.42,6.91,-,-,-,2.29,1.79,26.92,-,-,92.36,-
1543,雲林縣,2017/06/03,崙背,1.2,0.13,-,32.8,-,8,4.95,0.87,4.08,-,-,-,3.55,2.93,26.8,20.67,4.99,97.55,18.92
1544,雲林縣,2017/06/03,麥寮,1.8,0.11,-,28.2,26,9,5.75,0.74,4.99,1.907,0.026,1.881,3.3,3.07,27.34,-,-,92.32,-
1545,雲林縣,2017/06/03,臺西,2,0.09,-,25.3,21,12,5.44,1.46,3.98,1.808,0.007,1.805,4.19,3.96,27.66,-,-,84.57,-
1546,雲林縣,2017/06/02,斗六,1.3,0.18,-,20.2,28,8,7.94,1.86,6.07,-,-,-,2.79,2.38,27.78,-,-,89.1,-
1547,雲林縣,2017/06/02,崙背,1.2,0.06,-,26,29,11,4.06,1.08,2.98,-,-,-,5,4.83,27.91,4.68,5.25,96.96,14.4
1548,雲林縣,2017/06/02,麥寮,1.7,0.07,-,24.1,37,10,3.76,1.15,2.61,1.79,0.008,1.783,5.38,5.24,28.52,-,-,86.73,-
1549,雲林縣,2017/06/02,臺西,1.2,0.07,-,23.5,28,14,2.98,1.39,1.59,-,-,-,6.46,6.31,28.75,-,-,83.99,-
1550,雲林縣,2017/06/01,斗六,2.3,0.26,-,14.5,28,7,11.3,2.44,8.85,-,-,-,1.87,1.67,28.12,-,-,82.45,-
1551,雲林縣,2017/06/01,崙背,1.4,0.11,-,17.9,24,10,6.38,0.61,5.8,-,-,-,4.1,3.91,28.05,1.67,5.59,95.53,10.42
1552,雲林縣,2017/06/01,麥寮,1.6,0.18,-,15.8,34,11,8.43,2.24,6.19,1.942,0.051,1.891,3.9,3.71,28.62,-,-,85.48,-
1553,雲林縣,2017/06/01,臺西,1.7,0.11,-,17.2,21,12,5.76,1.59,4.18,-,-,-,4.52,4.49,28.7,-,-,82.81,-
1554,嘉義縣,2017/06/30,朴子,2.5,0.2,-,28.4,40,11,11.59,1.4,10.2,-,-,-,1.97,1.61,29.66,-,-,75.84,-
1555,嘉義縣,2017/06/30,新港,2.4,0.26,-,28.6,49,17,12.17,2.11,10.07,-,-,-,1.82,1.48,29.18,-,-,69.77,-
1556,嘉義縣,2017/06/26,朴子,1.5,0.16,-,17.8,35,9,7.78,2.1,5.68,-,-,-,2.7,2.5,31.03,-,-,75.43,-
1557,嘉義縣,2017/06/26,新港,1.5,0.11,-,16.7,25,7,4.91,1.28,3.62,-,-,-,2.55,2.42,30.85,-,-,69.29,-
1558,嘉義縣,2017/06/25,朴子,1.7,0.17,-,18.1,33,7,6.82,1.74,5.07,-,-,-,2.74,2.56,30.96,-,-,73.15,-
1559,嘉義縣,2017/06/25,新港,2.1,0.1,-,15.6,23,5,4.48,1.41,3.12,-,-,-,2.64,2.47,30.73,-,-,67.85,-
1560,嘉義縣,2017/06/24,朴子,2.1,0.22,-,16.5,31,7,8.02,1.88,6.13,-,-,-,2.58,2.44,30.76,-,-,75.26,-
1561,嘉義縣,2017/06/24,新港,2.5,0.14,-,15,29,10,7.54,2.76,4.78,-,-,-,2.69,2.42,30.52,-,-,70.19,-
1562,嘉義縣,2017/06/22,朴子,3.2,0.25,-,17,35,8,12.22,4.33,7.89,-,-,-,2.57,2.49,30.74,-,-,74.54,-
1563,嘉義縣,2017/06/22,新港,2.3,0.19,-,17.2,33,9,8.33,2.27,6.06,-,-,-,2.44,2.3,30.59,-,-,69.17,-
1564,嘉義縣,2017/06/21,朴子,2.9,0.25,-,16.1,35,11,11.39,3.52,7.87,-,-,-,2.94,2.75,30.82,-,-,71.52,-
