序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI","紫外線指數 UVB (UVI)"
1075,高雄市,1998/11/08,左營,5.6,0.9,56.0,-,116,-,29.18,5.66,23.52,3.095,0.47,2.63,24.95,-,-,93.0,-
1076,高雄市,1998/11/08,楠梓,3.7,0.59,50.8,-,90,-,-,-,-,2.769,0.39,2.38,24.65,-,-,87.0,-
1077,高雄市,1998/11/08,前金,5.8,0.84,53.4,-,104,-,25.27,1.8,23.47,-,-,-,24.9,-,-,83.0,-
1078,高雄市,1998/11/08,前鎮,7.7,-,-,-,111,-,34.55,6.44,28.11,2.6,0.31,2.29,25.62,-,-,80.0,-
1079,高雄市,1998/11/08,復興,7.4,1.33,-,-,113,-,38.91,9.63,29.28,2.784,0.66,2.13,25.25,-,-,81.0,-
1080,高雄市,1998/11/08,小港,9.5,0.66,45.3,-,94,-,38.97,5.16,33.81,2.6,0.34,2.26,25.6,-,-,83.0,-
1081,高雄市,1998/11/08,鳳山,6.9,0.85,45.5,-,112,74,32.29,1.99,30.3,-,-,-,25.32,-,-,86.0,-
1082,高雄市,1998/11/08,林園,9.4,0.53,51.2,-,80,61,18.69,0.79,17.9,2.627,0.43,2.2,24.69,-,-,85.0,-
1083,高雄市,1998/11/08,大寮,10.0,0.77,51.8,-,101,-,24.44,0.67,23.77,2.66,0.3,2.36,25.73,-,-,93.0,-
1084,高雄市,1998/11/08,仁武,6.7,0.69,45.4,-,109,-,40.77,8.48,32.29,2.404,0.34,2.07,24.87,-,-,79.0,-
1085,高雄市,1998/11/08,橋頭,4.1,0.69,47.3,-,94,-,23.64,2.78,20.86,2.633,0.18,2.45,24.18,-,-,81.0,-
1086,高雄市,1998/11/08,美濃,2.5,0.53,50.7,-,88,-,12.78,0.42,12.36,-,-,-,24.69,-,-,77.0,-
1087,高雄市,1998/11/07,左營,9.6,1.01,40.0,-,139,-,43.16,9.95,33.2,2.845,0.54,2.3,24.35,-,-,95.0,-
1088,高雄市,1998/11/07,楠梓,6.8,0.74,35.8,-,125,-,43.38,10.81,32.57,3.155,0.76,2.39,24.1,-,-,89.0,-
1089,高雄市,1998/11/07,前金,15.3,0.95,36.9,-,123,-,48.71,14.49,34.22,-,-,-,24.36,-,-,87.0,-
1090,高雄市,1998/11/07,前鎮,17.1,-,-,-,128,-,64.72,24.06,40.66,3.086,0.67,2.42,25.27,-,-,90.0,-
1091,高雄市,1998/11/07,復興,16.0,1.56,-,-,138,-,57.88,22.32,35.57,3.416,1.11,2.3,24.99,-,-,94.0,-
1092,高雄市,1998/11/07,小港,21.2,1.01,49.7,-,151,-,73.87,30.41,43.46,3.076,0.69,2.39,25.7,-,-,114.0,-
1093,高雄市,1998/11/07,鳳山,23.2,1.24,32.8,-,117,84,78.96,32.26,46.7,-,-,-,25.41,-,-,84.0,-
1094,高雄市,1998/11/07,林園,13.1,0.62,50.0,-,134,87,26.66,6.4,20.26,3.031,0.43,2.6,25.09,-,-,94.0,-
1095,高雄市,1998/11/07,大寮,16.9,1.25,45.1,-,150,-,50.17,7.25,42.92,3.093,0.71,2.38,25.79,-,-,100.0,-
1096,高雄市,1998/11/07,仁武,16.5,0.83,36.5,-,126,-,54.58,15.86,38.72,2.556,0.56,2.0,24.56,-,-,88.0,-
1097,高雄市,1998/11/07,橋頭,8.2,0.81,30.0,-,107,-,41.06,9.3,31.76,2.759,0.27,2.49,23.58,-,-,83.0,-
1098,高雄市,1998/11/07,美濃,5.3,0.65,43.2,-,146,-,19.89,1.07,18.82,-,-,-,24.93,-,-,98.0,-
1099,高雄市,1998/11/06,左營,10.5,0.92,36.6,-,193,-,45.92,7.79,38.13,3.242,0.6,2.65,24.96,-,-,121.0,-
1100,高雄市,1998/11/06,楠梓,7.3,0.79,32.1,-,141,-,41.11,3.83,37.28,3.265,0.87,2.4,24.67,-,-,95.0,-
1101,高雄市,1998/11/06,前金,15.2,1.18,35.2,-,175,-,50.9,10.35,40.55,-,-,-,24.94,-,-,113.0,-
1102,高雄市,1998/11/06,前鎮,16.7,-,-,-,184,-,72.91,21.39,51.52,3.462,0.77,2.69,25.77,-,-,117.0,-
1103,高雄市,1998/11/06,復興,19.4,1.97,-,-,194,-,83.73,32.03,51.7,3.936,1.34,2.59,25.61,-,-,122.0,-
1104,高雄市,1998/11/06,小港,23.9,1.14,33.9,-,193,-,91.32,39.79,51.53,3.409,0.88,2.53,26.2,-,-,122.0,-
1105,高雄市,1998/11/06,鳳山,17.4,1.3,24.8,-,152,98,70.19,22.86,47.33,-,-,-,25.77,-,-,101.0,-
1106,高雄市,1998/11/06,林園,11.1,0.78,44.0,-,167,93,33.96,7.11,26.85,3.077,0.6,2.48,25.51,-,-,108.0,-
1107,高雄市,1998/11/06,大寮,14.4,1.27,29.7,-,182,-,44.72,8.67,36.05,3.171,0.79,2.38,26.05,-,-,116.0,-
1108,高雄市,1998/11/06,仁武,15.3,0.88,32.5,-,169,-,56.69,15.91,40.78,2.735,0.62,2.12,25.09,-,-,109.0,-
1109,高雄市,1998/11/06,橋頭,8.5,0.83,29.4,-,146,-,37.9,7.12,30.78,2.748,0.29,2.46,24.12,-,-,98.0,-
1110,高雄市,1998/11/06,美濃,3.9,0.73,42.3,-,173,-,21.77,1.09,20.68,-,-,-,25.28,-,-,112.0,-
1111,高雄市,1998/11/05,左營,8.6,0.94,42.8,-,165,-,35.57,5.53,30.04,3.238,0.44,2.8,26.41,-,-,108.0,-
1112,高雄市,1998/11/05,楠梓,4.7,0.61,40.4,-,120,-,33.23,5.86,27.37,2.914,0.51,2.41,26.38,-,-,85.0,-
1113,高雄市,1998/11/05,前金,9.9,1.1,37.0,-,142,-,38.65,6.96,31.69,-,-,-,26.35,-,-,96.0,-
1114,高雄市,1998/11/05,前鎮,11.5,-,-,-,156,-,48.39,8.6,39.79,2.897,0.49,2.4,27.14,-,-,103.0,-
1115,高雄市,1998/11/05,復興,14.1,1.7,-,-,145,-,75.13,22.38,52.75,3.201,1.05,2.15,26.88,-,-,113.0,-
1116,高雄市,1998/11/05,小港,12.4,0.91,37.0,-,161,-,52.79,12.12,40.68,2.956,0.56,2.4,27.25,-,-,105.0,-
1117,高雄市,1998/11/05,鳳山,10.1,1.12,34.7,-,145,101,44.81,10.28,34.53,-,-,-,26.92,-,-,98.0,-
1118,高雄市,1998/11/05,林園,5.9,0.65,64.3,-,127,92,17.88,1.63,16.25,2.87,0.47,2.4,26.47,-,-,107.0,-
1119,高雄市,1998/11/05,大寮,7.7,0.88,42.4,-,181,-,27.0,1.2,25.79,2.759,0.4,2.35,27.5,-,-,115.0,-
1120,高雄市,1998/11/05,仁武,9.7,0.79,41.6,-,151,-,36.41,4.58,31.83,2.495,0.4,2.1,26.55,-,-,101.0,-
1121,高雄市,1998/11/05,橋頭,6.4,0.69,32.9,-,121,-,32.7,8.17,24.53,2.748,0.27,2.47,25.68,-,-,85.0,-
1122,高雄市,1998/11/05,美濃,3.4,0.65,40.4,-,149,-,13.87,0.32,13.55,-,-,-,26.43,-,-,100.0,-
1123,高雄市,1998/11/04,左營,10.4,0.82,29.3,-,139,-,37.96,8.81,29.16,2.754,0.32,2.43,25.9,-,-,93.0,-
1124,高雄市,1998/11/04,楠梓,6.5,0.69,27.4,-,110,-,37.27,8.04,29.23,3.188,0.86,2.33,26.0,-,-,82.0,-
1125,高雄市,1998/11/04,前金,15.6,0.97,29.6,-,131,-,41.92,11.38,30.53,-,-,-,25.87,-,-,91.0,-
1126,高雄市,1998/11/04,前鎮,16.8,-,-,-,140,-,62.79,19.6,43.19,3.005,0.61,2.39,26.7,-,-,95.0,-
1127,高雄市,1998/11/04,復興,19.6,1.85,-,-,173,-,82.57,29.38,53.19,3.52,1.3,2.22,26.58,-,-,112.0,-
1128,高雄市,1998/11/04,小港,18.0,0.92,43.7,-,175,-,61.13,17.24,43.89,2.936,0.55,2.38,27.09,-,-,113.0,-
1129,高雄市,1998/11/04,鳳山,14.2,1.23,28.6,-,143,102,53.27,11.43,41.85,-,-,-,26.61,-,-,96.0,-
1130,高雄市,1998/11/04,林園,13.7,0.77,67.6,-,161,98,23.59,2.76,21.63,2.616,0.44,2.18,26.28,-,-,132.0,-
1131,高雄市,1998/11/04,大寮,17.2,1.17,46.2,-,215,-,38.25,2.7,35.55,2.955,0.48,2.48,27.04,-,-,157.0,-
1132,高雄市,1998/11/04,仁武,14.5,0.81,25.9,-,135,-,57.53,17.32,40.21,2.524,0.56,1.96,26.28,-,-,89.0,-
1133,高雄市,1998/11/04,橋頭,8.7,0.78,23.9,-,105,-,35.75,8.62,27.13,2.719,0.28,2.44,25.47,-,-,77.0,-
1134,高雄市,1998/11/04,美濃,3.1,0.77,40.9,-,127,-,15.05,0.4,14.65,-,-,-,26.18,-,-,89.0,-
1135,高雄市,1998/11/03,左營,10.9,1.01,43.8,-,159,-,38.81,9.71,29.1,2.882,0.43,2.45,25.25,-,-,105.0,-
1136,高雄市,1998/11/03,楠梓,6.2,0.79,34.3,-,119,-,38.92,7.3,31.62,3.417,0.69,2.73,25.32,-,-,88.0,-
1137,高雄市,1998/11/03,前金,16.9,1.07,35.5,-,126,-,39.35,8.44,30.91,-,-,-,25.38,-,-,93.0,-
1138,高雄市,1998/11/03,前鎮,17.1,-,-,-,143,-,64.09,18.82,45.26,3.064,0.55,2.52,26.15,-,-,97.0,-
1139,高雄市,1998/11/03,復興,19.2,1.92,-,-,169,-,76.71,28.05,48.66,3.598,1.2,2.4,26.01,-,-,109.0,-
1140,高雄市,1998/11/03,小港,19.7,1.2,25.2,-,172,-,83.57,27.62,55.96,3.548,0.98,2.57,26.42,-,-,110.0,-
1141,高雄市,1998/11/03,鳳山,15.3,1.25,26.1,-,132,101,62.55,15.94,46.6,-,-,-,26.15,-,-,91.0,-
1142,高雄市,1998/11/03,林園,13.5,0.73,48.0,-,157,94,37.78,6.89,30.9,2.735,0.45,2.29,25.26,-,-,104.0,-
1143,高雄市,1998/11/03,大寮,14.4,1.16,28.0,-,164,-,50.29,8.38,41.91,3.274,0.9,2.37,26.42,-,-,107.0,-
1144,高雄市,1998/11/03,仁武,14.8,0.91,34.0,-,142,-,57.37,17.07,40.3,3.017,0.77,2.25,25.45,-,-,96.0,-
1145,高雄市,1998/11/03,橋頭,8.2,0.56,33.6,-,117,-,35.39,7.92,27.48,2.769,0.31,2.46,24.72,-,-,84.0,-
1146,高雄市,1998/11/03,美濃,3.4,0.74,40.5,-,160,-,17.85,1.07,16.77,-,-,-,25.62,-,-,105.0,-
1147,高雄市,1998/11/02,左營,11.5,0.73,39.9,-,130,-,29.06,3.99,25.07,2.883,0.37,2.52,25.33,-,-,96.0,-
1148,高雄市,1998/11/02,楠梓,8.1,0.58,35.9,-,108,-,34.43,7.25,27.18,2.642,0.23,2.41,25.19,-,-,108.0,-
1149,高雄市,1998/11/02,前金,17.1,0.88,33.8,-,121,-,39.96,10.74,29.22,-,-,-,25.2,-,-,91.0,-
1150,高雄市,1998/11/02,前鎮,14.3,-,-,-,150,-,50.04,11.52,38.52,3.071,0.53,2.54,26.29,-,-,100.0,-
1151,高雄市,1998/11/02,復興,15.6,1.62,-,-,149,-,59.11,17.23,41.88,3.235,0.97,2.27,26.14,-,-,99.0,-
1152,高雄市,1998/11/02,小港,16.5,1.08,34.2,-,169,-,66.14,18.41,47.72,3.184,0.56,2.62,26.79,-,-,110.0,-
1153,高雄市,1998/11/02,鳳山,19.3,1.14,26.3,-,144,91,68.65,21.91,46.74,-,-,-,26.35,-,-,97.0,-
1154,高雄市,1998/11/02,林園,17.0,0.76,47.5,-,148,90,44.4,9.65,34.75,3.277,0.68,2.6,25.86,-,-,99.0,-
1155,高雄市,1998/11/02,大寮,14.9,0.95,41.7,-,165,-,43.43,7.46,35.97,-,-,-,26.73,-,-,125.0,-
1156,高雄市,1998/11/02,仁武,17.8,0.74,35.4,-,138,-,52.88,14.08,38.8,2.76,0.46,2.3,25.62,-,-,94.0,-
1157,高雄市,1998/11/02,橋頭,8.8,0.73,32.3,-,97,-,31.57,7.47,24.1,2.705,0.13,2.58,24.77,-,-,89.0,-
1158,高雄市,1998/11/02,美濃,3.4,0.66,41.0,-,110,-,14.36,0.61,13.75,-,-,-,25.85,-,-,88.0,-
1159,高雄市,1998/11/01,左營,8.4,0.99,47.7,-,76,-,32.19,5.36,26.83,2.853,0.48,2.37,26.63,-,-,90.0,-
1160,高雄市,1998/11/01,楠梓,4.6,0.69,42.7,-,107,-,28.06,4.0,24.05,2.635,0.28,2.36,26.34,-,-,94.0,-
1161,高雄市,1998/11/01,前金,12.9,0.99,43.6,-,137,-,38.43,7.75,30.68,-,-,-,26.56,-,-,96.0,-
1162,高雄市,1998/11/01,前鎮,13.2,-,-,-,135,-,46.97,9.89,37.08,2.796,0.44,2.35,27.6,-,-,93.0,-
1163,高雄市,1998/11/01,復興,13.6,1.53,-,-,145,-,52.31,12.44,39.87,3.119,0.83,2.29,27.24,-,-,98.0,-
1164,高雄市,1998/11/01,小港,13.5,0.89,53.6,-,138,-,48.48,13.32,35.16,2.828,0.4,2.42,27.81,-,-,142.0,-
1165,高雄市,1998/11/01,鳳山,11.6,1.04,44.1,-,131,90,46.75,10.26,36.49,-,-,-,27.63,-,-,114.0,-
1166,高雄市,1998/11/01,林園,8.4,0.72,64.7,-,113,86,19.83,0.7,19.13,2.641,0.29,2.35,26.63,-,-,116.0,-
1167,高雄市,1998/11/01,大寮,9.9,0.84,53.0,-,147,-,29.68,0.88,28.81,-,-,-,27.89,-,-,159.0,-
1168,高雄市,1998/11/01,仁武,10.3,0.76,51.0,-,137,-,36.82,6.4,30.42,2.524,0.31,2.21,26.87,-,-,112.0,-
1169,高雄市,1998/11/01,橋頭,4.0,0.81,39.0,-,115,-,25.67,4.13,21.54,2.83,0.24,2.59,25.87,-,-,91.0,-
1170,高雄市,1998/11/01,美濃,1.5,0.56,43.8,-,100,-,11.7,0.46,11.24,-,-,-,26.8,-,-,75.0,-
1171,基隆市,1998/11/30,基隆,12.3,1.04,14.7,-,78,-,62.2,23.16,39.04,2.912,0.46,2.45,22.65,-,-,64.0,-
1172,基隆市,1998/11/29,基隆,2.1,0.92,20.1,-,54,-,31.99,10.12,21.87,2.818,0.25,2.56,21.95,-,-,52.0,-
1173,基隆市,1998/11/28,基隆,3.1,0.63,30.0,-,50,-,25.29,3.93,21.36,2.472,0.18,2.29,20.12,-,-,50.0,-
1174,基隆市,1998/11/27,基隆,7.8,0.72,17.5,-,18,-,36.36,13.09,23.27,2.181,0.19,1.99,21.18,-,-,32.0,-
1175,基隆市,1998/11/26,基隆,1.9,0.42,37.5,-,35,-,13.86,2.39,11.48,2.28,0.08,2.2,23.23,-,-,38.0,-
1176,基隆市,1998/11/25,基隆,2.7,0.54,32.7,-,40,-,20.42,3.09,17.33,2.266,0.12,2.15,20.56,-,-,40.0,-
1177,基隆市,1998/11/24,基隆,0.6,0.53,34.8,-,27,-,19.68,2.92,16.76,2.131,0.1,2.03,19.85,-,-,39.0,-
1178,基隆市,1998/11/23,基隆,2.3,0.57,39.9,-,-,-,18.84,1.13,17.71,2.255,0.05,2.21,19.82,-,-,47.0,-
1179,基隆市,1998/11/22,基隆,1.6,0.41,42.9,-,-,-,14.75,0.91,13.84,2.204,0.04,2.17,18.66,-,-,43.0,-
1180,基隆市,1998/11/21,基隆,1.1,0.58,29.2,-,42,-,20.1,2.29,17.81,2.301,0.13,2.17,21.04,-,-,36.0,-
1181,基隆市,1998/11/20,基隆,0.3,0.5,35.6,-,28,-,15.51,2.49,13.22,2.174,0.03,2.15,18.98,-,-,33.0,-
1182,基隆市,1998/11/19,基隆,0.1,0.39,31.6,-,16,-,14.34,1.96,12.38,2.202,0.05,2.15,19.42,-,-,34.0,-
1183,基隆市,1998/11/18,基隆,1.6,0.44,32.7,-,27,-,17.31,2.31,15.0,2.315,0.1,2.23,18.53,-,-,34.0,-
1184,基隆市,1998/11/17,基隆,5.2,0.64,27.1,-,65,-,27.57,6.81,20.76,2.604,0.34,2.26,20.74,-,-,58.0,-
1185,基隆市,1998/11/16,基隆,11.0,1.07,22.3,-,101,-,59.47,23.92,35.55,3.039,0.47,2.57,24.98,-,-,76.0,-
1186,基隆市,1998/11/15,基隆,9.8,1.19,13.8,-,60,-,64.19,40.05,24.14,2.997,0.52,2.47,26.48,-,-,55.0,-
1187,基隆市,1998/11/14,基隆,5.6,0.98,16.0,-,103,-,52.86,23.72,29.14,3.242,0.49,2.75,24.07,-,-,77.0,-
1188,基隆市,1998/11/13,基隆,3.0,0.79,32.7,-,53,-,37.37,14.75,22.62,2.937,0.47,2.44,23.24,-,-,51.0,-
1189,基隆市,1998/11/12,基隆,2.9,0.46,34.4,-,57,-,36.85,16.76,20.1,2.77,0.4,2.37,22.15,-,-,53.0,-
1190,基隆市,1998/11/11,基隆,1.4,0.41,36.5,-,53,-,17.9,2.72,15.18,2.315,0.28,2.03,21.67,-,-,51.0,-
1191,基隆市,1998/11/10,基隆,2.0,0.62,46.3,-,100,-,17.12,1.42,15.7,2.348,0.33,2.02,21.69,-,-,75.0,-
1192,基隆市,1998/11/09,基隆,9.8,0.81,24.9,-,72,-,45.86,10.07,35.79,2.702,0.26,2.44,21.64,-,-,61.0,-
1193,基隆市,1998/11/08,基隆,2.1,0.84,22.8,-,58,-,39.05,12.82,26.23,3.027,0.42,2.61,21.85,-,-,54.0,-
1194,基隆市,1998/11/07,基隆,5.8,0.52,34.0,-,47,-,26.45,4.27,22.17,2.408,0.29,2.12,22.48,-,-,47.0,-
1195,基隆市,1998/11/06,基隆,20.6,0.57,31.1,-,76,-,33.98,3.81,30.17,2.33,0.12,2.21,22.36,-,-,63.0,-
1196,基隆市,1998/11/05,基隆,4.9,0.57,45.4,-,144,-,23.86,1.65,22.21,2.19,0.14,2.05,23.2,-,-,97.0,-
1197,基隆市,1998/11/04,基隆,7.0,0.65,21.8,-,44,-,29.55,7.39,22.16,2.387,0.16,2.23,24.34,-,-,44.0,-
1198,基隆市,1998/11/03,基隆,3.2,0.8,29.8,-,43,-,28.97,6.35,22.61,-,-,-,23.39,-,-,43.0,-
1199,基隆市,1998/11/02,基隆,5.0,0.79,29.3,-,57,-,40.74,12.19,28.55,-,-,-,23.35,-,-,54.0,-
1200,基隆市,1998/11/01,基隆,1.0,0.54,39.4,-,42,-,21.35,1.85,19.49,2.213,0.11,2.11,23.59,-,-,42.0,-
1201,新竹市,1998/11/30,新竹,5.0,1.07,25.3,-,76,-,43.63,17.14,26.49,2.945,0.55,2.4,23.44,-,-,63.0,-
1202,新竹市,1998/11/29,新竹,5.1,0.72,24.2,-,56,-,31.16,5.78,25.38,2.509,0.29,2.22,23.64,-,-,53.0,-
1203,新竹市,1998/11/28,新竹,3.0,0.55,24.7,-,48,-,23.6,3.03,20.57,2.378,0.3,2.07,20.86,-,-,48.0,-
1204,新竹市,1998/11/27,新竹,4.6,0.51,15.3,-,31,-,30.83,9.21,21.62,2.292,0.17,2.13,23.86,-,-,31.0,-
1205,新竹市,1998/11/26,新竹,9.5,1.16,25.7,-,81,-,58.77,22.05,36.72,3.166,0.68,2.49,25.56,-,-,66.0,-
1206,新竹市,1998/11/25,新竹,2.4,0.41,27.0,-,18,-,22.12,2.88,19.24,2.205,0.11,2.05,23.51,-,-,32.0,-
1207,新竹市,1998/11/24,新竹,4.8,0.4,26.8,-,19,-,21.89,2.55,19.34,2.088,0.12,1.98,21.95,-,-,30.0,-
1208,新竹市,1998/11/23,新竹,4.3,0.52,35.4,-,26,-,20.07,2.16,17.91,2.173,0.14,2.03,21.73,-,-,41.0,-
1209,新竹市,1998/11/22,新竹,2.1,0.31,37.5,-,26,-,14.35,1.37,12.98,1.943,0.03,1.92,20.44,-,-,39.0,-
1210,新竹市,1998/11/21,新竹,2.6,0.42,28.1,-,21,-,19.36,2.6,16.75,2.066,0.12,1.94,22.12,-,-,30.0,-
1211,新竹市,1998/11/20,新竹,2.9,0.39,27.6,-,25,-,19.9,2.55,17.35,2.021,0.07,1.95,22.02,-,-,30.0,-
1212,新竹市,1998/11/19,新竹,3.3,0.45,22.1,-,15,-,22.94,2.91,20.03,1.95,0.22,1.73,22.06,-,-,28.0,-
1213,新竹市,1998/11/18,新竹,2.8,0.39,23.0,-,23,-,23.22,2.81,20.42,1.966,0.08,1.88,21.21,-,-,29.0,-
1214,新竹市,1998/11/17,新竹,4.1,0.57,24.9,-,59,-,23.32,4.1,19.22,2.055,0.18,1.87,22.14,-,-,54.0,-
1215,新竹市,1998/11/16,新竹,5.0,0.88,26.7,-,74,-,32.21,7.78,24.42,2.507,0.29,2.22,25.77,-,-,62.0,-
1216,新竹市,1998/11/15,新竹,4.2,0.74,20.1,-,56,-,41.55,18.31,23.24,2.528,0.24,2.29,25.14,-,-,53.0,-
1217,新竹市,1998/11/14,新竹,7.9,0.94,16.9,-,70,-,58.29,23.2,35.1,2.773,0.42,2.35,24.34,-,-,60.0,-
1218,新竹市,1998/11/13,新竹,7.6,1.03,20.2,-,59,-,72.79,36.15,36.64,2.932,0.57,2.36,22.1,-,-,62.0,-
1219,新竹市,1998/11/12,新竹,4.1,0.49,20.7,-,27,-,32.74,7.13,25.61,2.363,0.2,2.16,22.27,-,-,35.0,-
1220,新竹市,1998/11/11,新竹,7.7,0.42,24.1,-,37,-,32.47,3.94,28.53,2.298,0.15,2.15,21.48,-,-,39.0,-
1221,新竹市,1998/11/10,新竹,5.9,0.55,41.8,-,94,-,24.13,1.45,22.68,2.183,0.09,2.09,22.36,-,-,72.0,-
1222,新竹市,1998/11/09,新竹,4.0,0.58,33.1,-,58,-,29.29,3.06,26.23,2.353,0.21,2.14,22.83,-,-,54.0,-
1223,新竹市,1998/11/08,新竹,5.4,0.66,28.4,-,40,-,35.59,7.44,28.15,2.454,0.23,2.23,24.07,-,-,59.0,-
1224,新竹市,1998/11/07,新竹,4.6,0.43,35.5,-,44,-,24.99,2.53,22.45,2.164,0.1,2.07,22.41,-,-,44.0,-
1225,新竹市,1998/11/06,新竹,3.1,0.43,40.6,-,54,-,22.57,1.97,20.6,2.139,0.08,2.06,22.64,-,-,52.0,-
1226,新竹市,1998/11/05,新竹,2.5,0.45,46.9,-,102,-,19.65,1.32,18.32,2.046,0.04,2.01,23.44,-,-,76.0,-
1227,新竹市,1998/11/04,新竹,4.1,0.52,17.7,-,29,-,29.31,6.79,22.52,2.228,0.27,1.96,25.13,-,-,32.0,-
1228,新竹市,1998/11/03,新竹,5.4,0.55,26.6,-,38,-,31.4,4.88,26.52,2.337,0.17,2.17,25.54,-,-,46.0,-
1229,新竹市,1998/11/02,新竹,4.2,0.56,32.2,-,41,-,25.51,4.64,20.87,2.391,0.2,2.19,23.88,-,-,48.0,-
1230,新竹市,1998/11/01,新竹,2.5,0.49,38.4,-,36,-,20.41,1.34,19.07,2.119,0.08,2.05,24.5,-,-,46.0,-
1231,嘉義市,1998/11/30,嘉義,4.9,1.21,24.5,-,121,-,47.38,10.59,36.79,3.094,0.66,2.44,25.41,-,-,85.0,-
1232,嘉義市,1998/11/29,嘉義,5.4,1.0,27.6,-,114,-,51.07,15.19,35.88,2.836,0.3,2.54,23.57,-,-,82.0,-
1233,嘉義市,1998/11/28,嘉義,5.0,0.98,19.9,-,92,-,46.39,11.7,34.7,2.535,0.34,2.2,22.77,-,-,71.0,-
1234,嘉義市,1998/11/27,嘉義,7.2,1.0,14.1,-,133,-,54.84,16.89,37.95,2.78,0.59,2.19,24.27,-,-,92.0,-
1235,嘉義市,1998/11/26,嘉義,8.7,1.16,22.2,-,176,-,63.52,19.46,44.06,2.949,0.58,2.37,23.99,-,-,113.0,-
1236,嘉義市,1998/11/25,嘉義,6.9,1.08,21.1,-,145,-,54.58,10.69,43.89,2.992,0.36,2.63,23.16,-,-,97.0,-
1237,嘉義市,1998/11/24,嘉義,5.5,0.84,15.2,-,93,-,46.1,8.89,37.21,2.576,0.32,2.25,22.67,-,-,71.0,-
1238,嘉義市,1998/11/23,嘉義,7.5,0.84,22.1,-,94,-,42.67,6.54,36.13,2.546,0.18,2.38,22.85,-,-,72.0,-
1239,嘉義市,1998/11/22,嘉義,2.7,0.59,24.7,-,75,-,28.95,2.96,25.99,2.29,0.09,2.2,22.27,-,-,63.0,-
1240,嘉義市,1998/11/21,嘉義,8.1,0.97,18.6,-,123,-,56.13,18.53,37.59,2.904,0.52,2.38,22.98,-,-,86.0,-
1241,嘉義市,1998/11/20,嘉義,9.5,0.9,19.7,-,114,-,58.63,19.73,38.91,2.755,0.54,2.22,22.91,-,-,72.0,-
1242,嘉義市,1998/11/19,嘉義,12.5,0.82,16.6,-,76,-,54.15,16.12,38.02,2.415,0.48,1.94,23.21,-,-,63.0,-
1243,嘉義市,1998/11/18,嘉義,9.7,1.1,18.4,-,145,-,65.26,19.62,45.64,3.004,0.7,2.31,22.54,-,-,98.0,-
1244,嘉義市,1998/11/17,嘉義,6.7,1.06,24.2,-,155,-,48.63,10.79,37.83,3.01,0.38,2.63,25.02,-,-,102.0,-
1245,嘉義市,1998/11/16,嘉義,5.0,1.22,34.0,-,216,-,44.18,5.53,38.64,2.918,0.54,2.37,26.07,-,-,133.0,-
1246,嘉義市,1998/11/15,嘉義,7.3,1.11,31.8,-,170,-,47.01,11.57,35.44,3.046,0.41,2.64,25.55,-,-,110.0,-
1247,嘉義市,1998/11/14,嘉義,10.3,1.22,18.7,-,203,-,62.49,13.17,49.32,-,-,-,23.57,-,-,127.0,-
1248,嘉義市,1998/11/13,嘉義,7.2,1.1,36.4,-,172,-,43.38,4.17,39.21,-,-,-,23.41,-,-,111.0,-
1249,嘉義市,1998/11/12,嘉義,10.8,1.22,29.1,-,151,-,59.29,15.92,43.37,-,-,-,22.23,-,-,100.0,-
1250,嘉義市,1998/11/11,嘉義,8.6,-,-,-,-,-,61.85,19.75,42.1,-,-,-,21.86,-,-,87.0,-
1251,嘉義市,1998/11/10,嘉義,9.1,-,-,-,-,-,55.41,16.02,39.38,-,-,-,22.62,-,-,76.0,-
1252,嘉義市,1998/11/09,嘉義,7.8,0.85,24.1,-,125,-,43.05,6.83,36.22,2.478,0.31,2.17,23.1,-,-,88.0,-
1253,嘉義市,1998/11/08,嘉義,5.0,1.06,38.2,-,122,-,48.27,14.83,33.44,3.232,0.36,2.87,24.12,-,-,86.0,-
1254,嘉義市,1998/11/07,嘉義,7.7,0.81,23.3,-,118,-,46.54,9.37,37.17,2.628,0.38,2.24,22.87,-,-,84.0,-
1255,嘉義市,1998/11/06,嘉義,6.2,0.92,20.2,-,126,-,45.44,6.48,38.97,2.675,0.44,2.23,23.25,-,-,88.0,-
1256,嘉義市,1998/11/05,嘉義,7.1,1.04,22.9,-,123,-,47.49,11.67,35.82,2.812,0.33,2.49,24.6,-,-,87.0,-
1257,嘉義市,1998/11/04,嘉義,12.5,0.95,19.9,-,139,-,59.66,20.8,38.85,2.792,0.31,2.48,25.75,-,-,94.0,-
1258,嘉義市,1998/11/03,嘉義,8.1,0.99,25.4,-,156,-,43.12,7.3,35.82,2.781,0.42,2.37,24.55,-,-,103.0,-
1259,嘉義市,1998/11/02,嘉義,7.4,0.98,24.3,-,118,-,43.98,9.98,34.0,2.82,0.25,2.57,24.43,-,-,84.0,-
