序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI","紫外線指數 UVB (UVI)"
1592,苗栗縣,1998/11/20,頭份,6.9,-,-,-,45,-,16.15,2.71,13.44,2.072,0.04,2.04,22.28,-,-,46.0,-
1593,苗栗縣,1998/11/20,三義,1.2,0.32,22.5,-,30,-,20.33,2.22,18.11,2.235,0.02,2.22,19.81,-,-,40.0,-
1594,苗栗縣,1998/11/19,苗栗,4.4,0.58,18.0,-,65,-,26.72,7.73,18.99,-,-,-,22.56,-,-,58.0,-
1595,苗栗縣,1998/11/19,頭份,13.6,-,-,-,21,-,19.57,4.89,14.68,2.073,0.03,2.07,22.11,-,-,23.0,-
1596,苗栗縣,1998/11/19,三義,1.4,0.34,17.2,-,33,-,27.61,8.68,18.93,2.294,0.02,2.27,20.04,-,-,39.0,-
1597,苗栗縣,1998/11/18,苗栗,3.5,0.62,12.6,-,44,-,34.56,8.81,25.74,-,-,-,20.62,-,-,44.0,-
1598,苗栗縣,1998/11/18,頭份,8.3,-,-,-,21,-,20.48,3.52,16.96,2.216,0.13,2.09,20.73,-,-,21.0,-
1599,苗栗縣,1998/11/18,三義,1.3,0.44,18.7,-,32,-,21.52,3.57,17.95,2.293,0.06,2.23,18.53,-,-,32.0,-
1600,苗栗縣,1998/11/17,苗栗,3.6,0.73,21.1,-,79,-,29.13,7.35,21.78,-,-,-,22.28,-,-,64.0,-
1601,苗栗縣,1998/11/17,頭份,18.6,-,-,-,83,-,26.75,8.7,18.04,2.21,0.07,-,21.95,-,-,66.0,-
1602,苗栗縣,1998/11/17,三義,3.2,0.47,22.3,-,56,-,24.85,6.94,17.91,2.194,0.08,2.11,20.29,-,-,53.0,-
1603,苗栗縣,1998/11/16,苗栗,4.6,0.76,21.7,-,99,-,33.32,7.89,25.44,-,-,-,25.69,-,-,75.0,-
1604,苗栗縣,1998/11/16,頭份,9.5,-,-,-,89,-,36.3,13.51,22.79,-,-,-,24.58,-,-,69.0,-
1605,苗栗縣,1998/11/16,三義,6.9,0.4,20.5,-,63,-,28.71,6.05,22.65,2.107,0.09,2.02,24.27,-,-,57.0,-
1606,苗栗縣,1998/11/15,苗栗,4.2,0.75,26.8,-,87,-,30.54,6.39,24.15,-,-,-,24.58,-,-,69.0,-
1607,苗栗縣,1998/11/15,頭份,4.8,-,-,-,65,-,23.26,7.07,16.19,-,-,-,23.99,-,-,58.0,-
1608,苗栗縣,1998/11/15,三義,2.7,0.48,47.9,-,123,-,17.13,0.41,16.72,2.17,0.09,2.09,23.37,-,-,89.0,-
1609,苗栗縣,1998/11/14,苗栗,6.0,1.02,16.2,-,111,-,54.0,16.59,37.41,-,-,-,23.41,-,-,81.0,-
1610,苗栗縣,1998/11/14,頭份,8.4,-,-,-,79,-,42.11,16.85,25.27,-,-,-,22.96,-,-,65.0,-
1611,苗栗縣,1998/11/14,三義,4.0,0.48,35.2,-,97,-,31.15,3.02,28.13,2.204,0.1,2.1,21.52,-,-,73.0,-
1612,苗栗縣,1998/11/13,苗栗,6.3,0.96,24.9,-,93,-,56.04,15.24,40.8,-,-,-,21.84,-,-,74.0,-
1613,苗栗縣,1998/11/13,頭份,8.0,-,-,-,62,-,36.46,12.44,24.02,2.336,0.15,2.18,21.02,-,-,56.0,-
1614,苗栗縣,1998/11/13,三義,4.1,0.43,51.0,-,95,-,26.73,2.66,24.08,2.195,0.1,2.1,20.29,-,-,91.0,-
1615,苗栗縣,1998/11/12,苗栗,3.4,0.63,15.7,-,48,-,44.58,18.63,25.94,-,-,-,20.83,-,-,48.0,-
1616,苗栗縣,1998/11/12,頭份,8.4,-,-,-,31,-,28.54,9.84,18.71,2.304,0.16,2.14,21.14,-,-,31.0,-
1617,苗栗縣,1998/11/12,三義,1.2,0.26,31.6,-,35,-,19.36,1.88,17.48,2.041,0.06,1.98,18.68,-,-,54.0,-
1618,苗栗縣,1998/11/11,苗栗,3.6,0.52,27.7,-,46,-,24.09,2.71,21.37,-,-,-,21.23,-,-,47.0,-
1619,苗栗縣,1998/11/11,頭份,13.7,-,-,-,37,-,17.31,2.07,15.23,2.024,0.11,1.91,21.36,-,-,37.0,-
1620,苗栗縣,1998/11/11,三義,1.5,0.2,32.0,-,35,-,13.72,1.08,12.64,2.197,0.04,2.15,17.86,-,-,45.0,-
1621,苗栗縣,1998/11/10,苗栗,4.2,0.58,45.5,-,79,-,19.41,1.76,17.65,-,-,-,22.02,-,-,64.0,-
1622,苗栗縣,1998/11/10,頭份,20.8,-,-,-,89,-,18.04,2.14,15.91,2.058,0.05,2.01,22.02,-,-,69.0,-
1623,苗栗縣,1998/11/10,三義,2.4,0.29,42.8,-,64,-,12.85,0.66,12.18,2.254,0.13,2.13,18.63,-,-,57.0,-
1624,苗栗縣,1998/11/09,苗栗,2.9,0.56,36.7,-,60,-,22.5,2.3,20.2,-,-,-,22.43,-,-,55.0,-
1625,苗栗縣,1998/11/09,頭份,19.8,-,-,-,57,-,26.84,5.79,21.05,2.187,0.1,2.09,22.32,-,-,53.0,-
1626,苗栗縣,1998/11/09,三義,2.2,0.29,34.8,-,103,-,19.51,1.3,18.22,2.291,0.09,2.2,19.61,-,-,77.0,-
1627,苗栗縣,1998/11/08,苗栗,2.9,0.73,21.4,-,77,-,38.5,9.06,29.44,-,-,-,22.8,-,-,66.0,-
1628,苗栗縣,1998/11/08,頭份,6.1,-,-,-,48,-,32.87,8.71,24.16,2.348,0.09,2.26,22.89,-,-,48.0,-
1629,苗栗縣,1998/11/08,三義,2.7,0.48,31.9,-,91,-,26.92,4.19,22.73,2.408,0.13,2.27,20.77,-,-,71.0,-
1630,苗栗縣,1998/11/07,苗栗,3.0,0.53,31.7,-,91,-,24.04,3.6,20.44,-,-,-,22.18,-,-,71.0,-
1631,苗栗縣,1998/11/07,頭份,29.3,-,-,-,46,-,25.43,4.88,20.55,2.161,0.05,2.11,22.02,-,-,49.0,-
1632,苗栗縣,1998/11/07,三義,1.5,0.17,38.8,-,30,-,14.44,0.93,13.52,2.225,0.01,2.22,19.26,-,-,46.0,-
1633,苗栗縣,1998/11/06,苗栗,4.5,0.83,33.4,-,80,-,24.65,2.62,22.03,-,-,-,22.23,-,-,65.0,-
1634,苗栗縣,1998/11/06,頭份,26.3,-,-,-,56,-,23.31,3.82,19.48,2.175,0.06,2.12,22.17,-,-,53.0,-
1635,苗栗縣,1998/11/06,三義,1.7,0.38,36.5,-,64,-,18.13,0.64,17.49,2.388,0.09,2.3,19.5,-,-,57.0,-
1636,苗栗縣,1998/11/05,苗栗,4.7,0.62,33.2,-,107,-,22.79,1.72,21.07,-,-,-,23.16,-,-,79.0,-
1637,苗栗縣,1998/11/05,頭份,-,-,-,-,86,-,-,-,-,2.159,0.07,2.1,-,-,-,68.0,-
1638,苗栗縣,1998/11/05,三義,1.4,0.38,33.7,-,90,-,17.82,0.93,16.88,2.415,0.12,2.3,20.56,-,-,70.0,-
1639,苗栗縣,1998/11/04,苗栗,6.0,0.69,12.9,-,56,-,41.31,19.2,22.11,-,-,-,24.75,-,-,53.0,-
1640,苗栗縣,1998/11/04,頭份,-,-,-,-,37,-,-,-,-,2.234,0.13,2.11,-,-,-,42.0,-
1641,苗栗縣,1998/11/04,三義,1.9,0.42,13.1,-,63,-,27.07,6.87,20.2,2.431,0.15,2.28,22.53,-,-,56.0,-
1642,苗栗縣,1998/11/03,苗栗,4.7,0.66,16.1,-,61,-,43.29,14.07,29.22,-,-,-,24.36,-,-,55.0,-
1643,苗栗縣,1998/11/03,頭份,17.5,-,-,-,44,-,39.01,15.18,23.83,2.304,0.16,2.14,24.46,-,-,44.0,-
1644,苗栗縣,1998/11/03,三義,1.5,0.44,24.4,-,61,-,29.8,7.14,22.66,2.422,0.14,2.28,22.56,-,-,71.0,-
1645,苗栗縣,1998/11/02,苗栗,4.0,0.62,19.0,-,58,-,33.36,9.88,23.48,-,-,-,23.28,-,-,54.0,-
1646,苗栗縣,1998/11/02,頭份,25.9,-,-,-,49,-,28.78,10.27,18.51,2.393,0.09,2.3,22.97,-,-,49.0,-
1647,苗栗縣,1998/11/02,三義,2.0,0.43,22.8,-,-,-,22.31,3.38,18.93,2.352,0.11,2.24,21.02,-,-,67.0,-
1648,苗栗縣,1998/11/01,苗栗,5.1,0.64,27.5,-,58,-,24.01,3.23,20.78,-,-,-,24.24,-,-,54.0,-
1649,苗栗縣,1998/11/01,頭份,15.0,-,-,-,39,-,18.08,2.22,15.86,2.382,0.11,2.27,23.93,-,-,39.0,-
1650,苗栗縣,1998/11/01,三義,1.0,0.38,28.3,-,-,-,15.8,1.17,14.63,2.367,0.09,2.28,21.65,-,-,46.0,-
1651,彰化縣,1998/11/30,彰化,8.4,1.32,12.4,-,143,-,65.17,24.5,40.67,3.129,0.65,2.48,24.72,-,-,97.0,-
1652,彰化縣,1998/11/30,線西,4.2,-,-,-,83,-,41.12,11.67,29.45,2.491,0.22,2.27,23.9,-,-,66.0,-
1653,彰化縣,1998/11/30,二林,1.6,0.61,21.6,-,103,-,23.29,4.6,18.69,-,-,-,24.25,-,-,77.0,-
1654,彰化縣,1998/11/29,彰化,6.6,1.01,20.9,-,98,-,54.09,15.9,38.19,2.593,0.31,2.28,23.27,-,-,74.0,-
1655,彰化縣,1998/11/29,線西,6.4,-,-,-,49,-,27.25,4.1,23.15,2.158,0.07,2.09,22.84,-,-,49.0,-
1656,彰化縣,1998/11/29,二林,4.1,0.45,32.1,-,89,-,20.01,2.19,17.82,-,-,-,23.2,-,-,70.0,-
1657,彰化縣,1998/11/28,彰化,2.4,0.86,18.1,-,52,-,38.27,12.18,26.1,2.562,0.29,2.27,22.34,-,-,51.0,-
1658,彰化縣,1998/11/28,線西,4.5,-,-,-,35,-,21.19,1.09,20.1,2.104,0.05,2.06,21.85,-,-,35.0,-
1659,彰化縣,1998/11/28,二林,3.4,0.42,28.4,-,65,-,15.38,0.61,14.77,-,-,-,22.37,-,-,57.0,-
1660,彰化縣,1998/11/27,彰化,5.7,0.86,10.7,-,90,-,46.21,16.23,29.98,2.481,0.38,2.1,24.73,-,-,70.0,-
1661,彰化縣,1998/11/27,線西,5.1,-,-,-,48,-,21.56,3.8,17.76,2.068,0.04,2.03,24.11,-,-,48.0,-
1662,彰化縣,1998/11/27,二林,3.8,0.38,21.6,-,69,-,18.31,2.5,15.81,-,-,-,24.53,-,-,59.0,-
1663,彰化縣,1998/11/26,彰化,10.1,1.31,16.9,-,121,-,73.06,30.02,43.04,3.155,0.72,2.43,24.49,-,-,85.0,-
1664,彰化縣,1998/11/26,線西,5.5,-,-,-,72,-,32.57,6.55,26.01,2.211,0.17,2.04,24.09,-,-,61.0,-
1665,彰化縣,1998/11/26,二林,2.5,0.38,24.9,-,78,-,17.4,1.88,15.51,-,-,-,24.17,-,-,64.0,-
1666,彰化縣,1998/11/25,彰化,7.9,1.02,17.4,-,78,-,62.72,23.63,39.09,2.588,0.55,2.03,23.45,-,-,64.0,-
1667,彰化縣,1998/11/25,線西,6.8,-,-,-,51,-,26.53,2.02,24.51,1.929,0.16,1.77,23.26,-,-,50.0,-
1668,彰化縣,1998/11/25,二林,4.3,0.42,28.9,-,61,-,21.47,2.03,19.44,-,-,-,23.1,-,-,56.0,-
1669,彰化縣,1998/11/24,彰化,3.3,0.74,21.6,-,39,-,34.99,9.34,25.65,2.533,0.23,2.31,22.84,-,-,39.0,-
1670,彰化縣,1998/11/24,線西,5.4,-,-,-,29,-,21.89,1.32,20.57,2.077,0.08,1.99,22.32,-,-,29.0,-
1671,彰化縣,1998/11/24,二林,5.5,0.32,24.5,-,41,-,21.3,0.84,20.43,-,-,-,22.81,-,-,41.0,-
1672,彰化縣,1998/11/23,彰化,4.9,0.88,21.1,-,62,-,40.64,9.08,31.56,2.548,0.28,2.27,22.31,-,-,57.0,-
1673,彰化縣,1998/11/23,線西,5.0,-,-,-,34,-,18.04,1.51,16.53,2.013,0.03,1.99,21.81,-,-,34.0,-
1674,彰化縣,1998/11/23,二林,7.1,0.45,32.7,-,54,-,19.45,1.87,17.5,-,-,-,22.34,-,-,52.0,-
1675,彰化縣,1998/11/22,彰化,1.0,0.58,29.1,-,29,-,23.66,5.28,18.38,2.275,0.11,2.17,21.81,-,-,33.0,-
1676,彰化縣,1998/11/22,線西,4.2,-,-,-,38,-,18.48,2.99,15.49,-,-,-,21.32,-,-,38.0,-
1677,彰化縣,1998/11/22,二林,2.6,0.36,36.3,-,68,-,12.51,0.87,11.65,-,-,-,22.07,-,-,59.0,-
1678,彰化縣,1998/11/21,彰化,3.6,0.81,15.2,-,54,-,40.24,13.26,26.98,2.583,0.26,2.32,22.38,-,-,52.0,-
1679,彰化縣,1998/11/21,線西,7.2,-,-,-,27,-,22.46,3.73,18.73,1.918,0.03,1.89,22.23,-,-,27.0,-
1680,彰化縣,1998/11/21,二林,8.9,0.37,21.3,-,46,-,22.24,4.05,18.19,-,-,-,22.59,-,-,46.0,-
1681,彰化縣,1998/11/20,彰化,4.9,0.92,14.3,-,56,-,47.88,15.15,32.73,2.761,0.42,2.34,22.83,-,-,40.0,-
1682,彰化縣,1998/11/20,線西,7.2,-,-,-,31,-,26.34,3.03,23.31,2.097,0.04,2.05,22.11,-,-,26.0,-
1683,彰化縣,1998/11/20,二林,9.8,0.35,20.0,-,53,-,26.09,1.76,24.33,-,-,-,22.73,-,-,44.0,-
1684,彰化縣,1998/11/19,彰化,7.1,0.83,13.5,-,52,-,44.54,14.08,30.46,2.579,0.23,2.35,23.13,-,-,51.0,-
1685,彰化縣,1998/11/19,線西,7.3,-,-,-,24,-,24.24,2.74,21.51,2.009,0.02,1.98,22.4,-,-,24.0,-
1686,彰化縣,1998/11/19,二林,11.4,0.37,20.0,-,50,-,24.16,2.72,21.31,-,-,-,23.15,-,-,50.0,-
1687,彰化縣,1998/11/18,彰化,6.2,1.12,12.1,-,76,-,63.21,24.63,38.58,2.866,0.44,2.42,22.17,-,-,63.0,-
1688,彰化縣,1998/11/18,線西,8.8,-,-,-,41,-,34.57,5.97,28.6,2.296,0.14,2.15,21.78,-,-,41.0,-
1689,彰化縣,1998/11/18,二林,7.8,0.48,20.9,-,77,-,31.64,5.88,25.75,-,-,-,22.1,-,-,64.0,-
1690,彰化縣,1998/11/17,彰化,6.5,1.17,19.6,-,132,-,55.86,22.89,32.97,2.982,0.56,2.42,24.14,-,-,91.0,-
1691,彰化縣,1998/11/17,線西,8.4,-,-,-,122,-,37.28,11.57,25.71,2.505,0.18,2.33,23.38,-,-,86.0,-
1692,彰化縣,1998/11/17,二林,4.2,0.57,28.2,-,128,-,26.05,9.72,19.28,-,-,-,24.0,-,-,89.0,-
1693,彰化縣,1998/11/16,彰化,9.7,1.34,22.4,-,172,-,57.07,11.83,45.24,2.923,0.61,2.31,25.86,-,-,111.0,-
1694,彰化縣,1998/11/16,線西,7.1,-,-,-,93,-,31.06,6.38,24.67,2.432,0.26,2.17,25.12,-,-,72.0,-
1695,彰化縣,1998/11/16,二林,4.5,0.66,28.7,-,160,-,20.67,1.97,18.7,-,-,-,25.89,-,-,105.0,-
1696,彰化縣,1998/11/15,彰化,6.0,1.29,27.4,-,172,-,54.02,16.82,37.19,3.0,0.49,2.51,25.17,-,-,111.0,-
1697,彰化縣,1998/11/15,線西,6.2,-,-,-,87,-,34.52,12.64,21.88,2.685,0.3,2.39,24.45,-,-,69.0,-
1698,彰化縣,1998/11/15,二林,5.6,0.54,30.2,-,91,-,22.31,4.73,17.57,-,-,-,24.96,-,-,71.0,-
1699,彰化縣,1998/11/14,彰化,10.0,1.34,18.6,-,167,-,64.58,19.65,44.93,3.027,0.59,2.44,24.01,-,-,109.0,-
1700,彰化縣,1998/11/14,線西,8.1,-,-,-,69,-,31.33,4.85,26.48,2.49,0.16,2.33,23.62,-,-,59.0,-
1701,彰化縣,1998/11/14,二林,8.2,0.55,25.5,-,92,-,27.66,4.02,23.64,-,-,-,23.78,-,-,71.0,-
1702,彰化縣,1998/11/13,彰化,10.4,1.18,30.8,-,171,-,57.57,14.95,42.62,3.402,0.75,2.66,22.89,-,-,111.0,-
1703,彰化縣,1998/11/13,線西,10.8,-,-,-,125,-,45.62,11.09,34.53,2.641,0.18,2.46,22.47,-,-,88.0,-
1704,彰化縣,1998/11/13,二林,6.7,0.64,41.6,-,119,-,38.42,16.44,21.98,-,-,-,22.59,-,-,113.0,-
1705,彰化縣,1998/11/12,彰化,9.2,1.03,21.6,-,116,-,64.48,21.28,43.21,3.11,0.61,2.5,21.8,-,-,86.0,-
1706,彰化縣,1998/11/12,線西,9.7,-,-,-,63,-,38.5,5.5,33.0,2.158,0.13,2.02,21.52,-,-,56.0,-
1707,彰化縣,1998/11/12,二林,8.8,0.4,31.9,-,86,-,30.39,4.84,25.55,-,-,-,21.85,-,-,82.0,-
1708,彰化縣,1998/11/11,彰化,4.1,0.85,20.6,-,63,-,49.9,16.47,33.43,2.468,0.29,2.18,21.92,-,-,57.0,-
1709,彰化縣,1998/11/11,線西,7.9,-,-,-,53,-,28.34,1.69,26.65,2.157,0.07,2.09,21.35,-,-,52.0,-
1710,彰化縣,1998/11/11,二林,6.9,0.39,34.5,-,72,-,18.71,0.64,18.07,-,-,-,21.78,-,-,63.0,-
1711,彰化縣,1998/11/10,彰化,5.7,0.76,29.3,-,86,-,44.28,10.35,33.93,2.417,0.28,2.14,22.78,-,-,68.0,-
1712,彰化縣,1998/11/10,線西,7.4,-,-,-,105,-,-,-,-,1.992,0.14,1.85,22.14,-,-,77.0,-
1713,彰化縣,1998/11/10,二林,5.8,0.48,45.8,-,121,-,16.28,0.68,15.6,-,-,-,22.4,-,-,85.0,-
1714,彰化縣,1998/11/09,彰化,4.8,0.75,30.0,-,87,-,36.05,6.76,29.29,2.316,0.26,2.05,23.18,-,-,69.0,-
1715,彰化縣,1998/11/09,線西,8.0,-,-,-,63,-,-,-,-,1.882,0.21,1.67,22.91,-,-,57.0,-
1716,彰化縣,1998/11/09,二林,7.9,0.35,37.1,-,67,-,16.15,1.65,14.49,-,-,-,23.2,-,-,58.0,-
1717,彰化縣,1998/11/08,彰化,10.7,1.08,26.2,-,131,-,49.62,10.39,39.23,2.789,0.38,2.4,23.47,-,-,91.0,-
1718,彰化縣,1998/11/08,線西,6.5,-,-,-,114,-,36.86,9.3,27.56,2.536,0.21,2.33,22.89,-,-,82.0,-
1719,彰化縣,1998/11/08,二林,4.2,0.65,44.6,-,124,-,25.21,5.35,19.86,-,-,-,23.0,-,-,90.0,-
1720,彰化縣,1998/11/07,彰化,3.2,0.79,27.4,-,62,-,41.11,10.89,30.23,2.534,0.23,2.3,23.07,-,-,56.0,-
1721,彰化縣,1998/11/07,線西,7.2,-,-,-,64,-,27.64,2.93,24.71,2.255,0.05,2.21,22.36,-,-,57.0,-
1722,彰化縣,1998/11/07,二林,5.2,0.38,38.0,-,76,-,18.04,1.09,16.95,-,-,-,22.97,-,-,63.0,-
1723,彰化縣,1998/11/06,彰化,3.3,0.84,27.0,-,85,-,36.64,7.73,28.9,2.489,0.25,2.23,22.93,-,-,68.0,-
1724,彰化縣,1998/11/06,線西,6.2,-,-,-,57,-,22.36,1.24,21.12,2.269,0.06,2.2,22.51,-,-,54.0,-
1725,彰化縣,1998/11/06,二林,4.3,0.37,38.3,-,96,-,15.07,0.9,14.39,-,-,-,22.79,-,-,73.0,-
1726,彰化縣,1998/11/05,彰化,2.7,0.89,23.6,-,106,-,35.71,7.86,27.85,2.527,0.33,2.2,24.17,-,-,78.0,-
1727,彰化縣,1998/11/05,線西,6.9,-,-,-,87,-,24.58,1.99,22.59,2.107,0.05,2.06,23.85,-,-,69.0,-
1728,彰化縣,1998/11/05,二林,3.5,0.47,36.3,-,112,-,15.26,0.52,14.74,-,-,-,24.6,-,-,81.0,-
1729,彰化縣,1998/11/04,彰化,7.8,0.99,10.1,-,72,-,57.41,26.17,31.24,2.631,0.43,2.2,25.62,-,-,61.0,-
1730,彰化縣,1998/11/04,線西,7.0,-,-,-,68,-,28.47,6.05,22.41,2.075,0.06,2.02,25.17,-,-,59.0,-
1731,彰化縣,1998/11/04,二林,7.6,0.38,16.5,-,71,-,26.21,6.6,19.61,-,-,-,25.99,-,-,60.0,-
1732,彰化縣,1998/11/03,彰化,10.3,0.99,17.3,-,101,-,61.88,23.07,38.82,2.889,0.4,2.49,25.02,-,-,75.0,-
1733,彰化縣,1998/11/03,線西,6.4,-,-,-,57,-,24.97,5.37,19.6,2.076,0.02,2.06,24.53,-,-,53.0,-
1734,彰化縣,1998/11/03,二林,4.6,0.46,32.2,-,102,-,18.89,2.05,16.84,-,-,-,25.62,-,-,76.0,-
1735,彰化縣,1998/11/02,彰化,6.0,0.94,17.1,-,81,-,50.33,17.75,32.59,2.848,0.34,2.51,24.19,-,-,65.0,-
1736,彰化縣,1998/11/02,線西,7.8,-,-,-,61,-,23.39,3.11,20.29,2.064,0.06,2.0,23.68,-,-,55.0,-
1737,彰化縣,1998/11/02,二林,6.3,0.46,25.4,-,84,-,24.02,3.39,20.64,-,-,-,24.59,-,-,67.0,-
1738,彰化縣,1998/11/01,彰化,3.2,0.83,22.5,-,65,-,34.17,7.66,26.51,2.375,0.21,2.17,25.01,-,-,57.0,-
1739,彰化縣,1998/11/01,線西,5.1,-,-,-,51,-,19.95,0.76,19.19,2.193,0.07,2.12,24.44,-,-,50.0,-
1740,彰化縣,1998/11/01,二林,3.7,0.43,34.0,-,85,-,15.92,1.07,15.15,-,-,-,25.54,-,-,68.0,-
1741,南投縣,1998/11/30,南投,4.3,0.93,23.6,-,153,-,44.9,11.99,32.92,2.793,0.53,2.26,25.09,-,-,102.0,-
1742,南投縣,1998/11/30,埔里,-,-,-,-,153,-,-,-,-,-,-,-,22.52,-,-,102.0,-
1743,南投縣,1998/11/30,竹山,2.4,0.76,24.9,-,125,-,41.74,10.71,31.03,-,-,-,24.51,-,-,88.0,-
1744,南投縣,1998/11/29,南投,3.1,0.93,25.3,-,143,-,45.63,14.87,30.76,2.82,0.49,2.33,23.51,-,-,96.0,-
1745,南投縣,1998/11/29,埔里,-,-,-,-,125,-,-,-,-,-,-,-,21.49,-,-,87.0,-
1746,南投縣,1998/11/29,竹山,2.5,0.75,27.2,-,115,-,41.27,14.19,27.08,-,-,-,23.1,-,-,84.0,-
1747,南投縣,1998/11/28,南投,2.5,0.87,19.5,-,66,-,38.04,7.42,30.62,2.654,0.49,2.16,22.66,-,-,59.0,-
1748,南投縣,1998/11/28,埔里,-,-,-,-,92,-,-,-,-,-,-,-,21.25,-,-,71.0,-
1749,南投縣,1998/11/28,竹山,2.1,0.76,18.4,-,88,-,36.59,8.4,28.19,-,-,-,22.19,-,-,69.0,-
1750,南投縣,1998/11/27,南投,3.0,0.92,14.1,-,172,-,41.34,14.98,26.36,2.813,0.49,2.32,-,-,-,111.0,-
1751,南投縣,1998/11/27,埔里,-,-,-,-,185,-,-,-,-,-,-,-,22.98,-,-,117.0,-
1752,南投縣,1998/11/27,竹山,1.7,0.75,16.2,-,162,-,37.79,10.69,27.1,-,-,-,23.88,-,-,106.0,-
1753,南投縣,1998/11/26,南投,2.8,0.93,27.1,-,167,-,42.55,14.72,27.83,2.838,0.42,2.42,-,-,-,109.0,-
1754,南投縣,1998/11/26,埔里,-,-,-,-,130,-,-,-,-,-,-,-,21.97,-,-,90.0,-
1755,南投縣,1998/11/26,竹山,3.1,0.87,28.3,-,217,-,46.84,15.51,31.33,-,-,-,23.87,-,-,133.0,-
1756,南投縣,1998/11/25,南投,2.0,0.94,15.4,-,81,-,45.59,15.28,30.31,2.733,0.58,2.15,-,-,-,65.0,-
1757,南投縣,1998/11/25,埔里,5.8,-,-,-,96,-,-,-,-,-,-,-,21.06,-,-,73.0,-
1758,南投縣,1998/11/25,竹山,2.2,0.92,21.4,-,117,-,46.83,12.67,34.16,-,-,-,22.39,-,-,84.0,-
1759,南投縣,1998/11/24,南投,2.1,0.72,15.8,-,72,-,35.54,5.5,30.04,2.532,0.43,2.1,20.27,-,-,61.0,-
1760,南投縣,1998/11/24,埔里,1.2,1.03,26.0,-,144,-,13.97,0.49,13.48,2.396,0.24,2.15,21.82,-,-,97.0,-
1761,南投縣,1998/11/24,竹山,2.0,0.63,10.9,-,84,-,31.94,4.29,27.65,-,-,-,21.83,-,-,67.0,-
1762,南投縣,1998/11/23,南投,2.9,0.79,23.1,-,87,-,38.29,4.72,33.57,2.562,0.43,2.13,19.78,-,-,72.0,-
1763,南投縣,1998/11/23,埔里,2.2,0.98,40.8,-,127,-,12.64,0.55,12.1,2.359,0.23,2.13,21.87,-,-,89.0,-
1764,南投縣,1998/11/23,竹山,2.4,0.73,22.5,-,109,-,34.72,4.53,30.2,-,-,-,22.1,-,-,90.0,-
1765,南投縣,1998/11/22,南投,0.6,0.52,24.4,-,36,-,23.03,1.66,21.37,2.342,0.28,2.07,20.73,-,-,53.0,-
1766,南投縣,1998/11/22,埔里,0.8,0.69,20.9,-,58,-,15.73,6.92,8.81,2.229,0.12,2.11,21.6,-,-,54.0,-
1767,南投縣,1998/11/22,竹山,0.9,0.51,21.8,-,52,-,19.8,0.97,18.82,-,-,-,21.27,-,-,64.0,-
1768,南投縣,1998/11/21,南投,2.3,0.93,19.7,-,104,-,45.05,13.97,31.08,2.728,0.48,2.25,23.0,-,-,77.0,-
1769,南投縣,1998/11/21,埔里,1.2,0.97,33.5,-,135,-,15.13,1.63,13.5,2.496,0.22,2.27,21.43,-,-,93.0,-
1770,南投縣,1998/11/21,竹山,2.0,0.78,22.7,-,136,-,43.4,15.91,27.49,-,-,-,22.42,-,-,93.0,-
1771,南投縣,1998/11/20,南投,3.0,0.87,27.4,-,83,-,44.75,14.08,30.68,2.901,0.51,2.39,23.03,-,-,87.0,-
1772,南投縣,1998/11/20,埔里,4.6,0.92,34.9,-,100,-,31.44,17.65,13.8,2.506,0.26,2.25,21.32,-,-,82.0,-
1773,南投縣,1998/11/20,竹山,2.8,0.8,28.5,-,118,-,46.36,14.96,31.39,-,-,-,22.44,-,-,97.0,-
1774,南投縣,1998/11/19,南投,4.4,0.85,23.0,-,91,-,50.64,15.0,35.64,2.842,0.56,2.28,24.06,-,-,70.0,-
1775,南投縣,1998/11/19,埔里,1.0,0.78,22.6,-,70,-,13.7,2.7,11.01,-,-,-,22.77,-,-,71.0,-
1776,南投縣,1998/11/19,竹山,3.8,0.74,29.0,-,138,-,47.48,17.34,30.14,-,-,-,23.11,-,-,103.0,-
1777,南投縣,1998/11/18,南投,3.5,1.09,11.9,-,94,-,65.97,17.84,48.14,3.016,0.72,2.3,22.12,-,-,72.0,-
1778,南投縣,1998/11/18,埔里,2.0,1.19,13.4,-,105,-,20.8,6.36,14.45,-,-,-,21.04,-,-,78.0,-
1779,南投縣,1998/11/18,竹山,3.3,0.92,16.5,-,150,-,59.22,16.34,42.88,-,-,-,21.75,-,-,100.0,-
1780,南投縣,1998/11/17,南投,1.3,0.8,22.1,-,106,-,34.73,4.95,29.78,2.669,0.45,2.21,24.38,-,-,78.0,-
1781,南投縣,1998/11/17,埔里,2.8,0.92,36.0,-,122,-,15.51,0.89,14.62,-,-,-,23.03,-,-,86.0,-
