序號,縣市,監測日期,測站,二氧化硫
SO2
(ppb),一氧化碳
CO
(ppm),二氧化碳
CO2
(ppm),臭氧
O3
(ppb),"懸浮微粒
PM 10 
(μg/m 3 )","細懸浮微粒
PM 2.5 
(μg/m 3 )",氮氧化物
NOx
(ppb),一氧化氮
NO
(ppb),二氧化氮
NO2
(ppb),總碳氫化合物
THC
(ppm),非甲烷碳氫化合物
NMHC
(ppm),甲烷
CH4
(ppm),風速
WIND_SPEED
(m/sec),小時風速值
WS_HR
(m/sec),溫度
AMB_TEMP
(℃),降雨強度
RAIN_INT
(㎜),酸雨
PH_RAIN
(pH),相對濕度
RH
171,高雄市,2017/08/03,美濃,1.2,0.21,-,23.1,25,16,5.33,1.75,3.55,-,-,-,1.15,0.85,25.93,-,-,81.67,-
172,高雄市,2017/08/02,左營,4.4,0.56,-,17.1,33,12,27.65,6.93,20.77,2.203,0.242,1.961,1.35,0.95,27.07,-,-,90.06,-
173,高雄市,2017/08/02,楠梓,2.2,0.44,-,18.7,30,10,-,-,-,2.069,0.241,1.828,1.17,0.84,27.32,-,-,87.79,-
174,高雄市,2017/08/02,前金,7.1,0.61,-,19.9,36,16,34,9.23,24.78,2.161,0.26,1.901,1.56,1.19,26.81,-,-,89.24,-
175,高雄市,2017/08/02,前鎮,7.4,0.65,-,15.8,32,17,33.96,7.39,26.57,2.26,0.332,1.928,1.09,0.75,27.09,-,-,87.85,-
176,高雄市,2017/08/02,復興,7.6,0.82,-,15.4,35,16,33.51,7.05,26.47,2.42,0.486,1.935,0.85,0.58,27.1,-,-,81.84,-
177,高雄市,2017/08/02,小港,10.1,0.53,-,15.6,33,17,38.39,10.86,27.53,2.16,0.263,1.897,1.45,1.03,28.38,-,-,88.08,-
178,高雄市,2017/08/02,鳳山,2.2,0.67,-,20.7,34,12,21.86,3.02,18.84,2.282,0.26,2.022,1.31,0.87,27.29,15,4.81,89.63,16.18
179,高雄市,2017/08/02,林園,3.5,0.31,-,29,23,8,11.16,1.76,9.4,-,-,-,2.06,1.75,26.61,-,-,90.73,-
180,高雄市,2017/08/02,大寮,2.4,0.28,-,23,29,12,13.2,1.8,11.39,2.234,0.139,2.095,1.5,1.18,27.37,-,-,88.49,-
181,高雄市,2017/08/02,仁武,2.6,0.43,-,24.2,-,18,18.26,1.98,16.29,2.187,0.185,2.002,1.41,0.96,27.39,-,-,88.6,-
182,高雄市,2017/08/02,橋頭,1,0.38,-,19.8,22,14,16.11,2.07,14.04,-,-,-,1.67,1.4,28.64,6.39,5.33,86.13,6.53
183,高雄市,2017/08/02,美濃,0.9,0.22,-,18.1,14,12,4.52,0.94,3.56,-,-,-,1.09,0.64,26.67,-,-,87.53,-
184,高雄市,2017/08/01,左營,-,0.57,-,-,-,-,-,-,-,2.171,0.25,1.921,2.26,1.74,27.19,-,-,87.75,-
185,高雄市,2017/08/01,楠梓,6.6,0.37,-,9,33,10,-,-,-,2.161,0.405,1.757,1.86,1.48,26.83,-,-,92.13,-
186,高雄市,2017/08/01,前金,6,0.49,-,9.3,38,8,26.93,8.27,18.65,2.058,0.217,1.841,1.56,1.2,26.72,-,-,89.29,-
187,高雄市,2017/08/01,前鎮,8.1,0.41,-,7.1,34,9,27.71,8.45,19.26,2.03,0.19,1.841,1.9,1.7,27.18,-,-,89.41,-
188,高雄市,2017/08/01,復興,7.7,0.51,-,7.8,34,11,28.56,10.14,18.42,2.083,0.235,1.848,1.11,0.71,27.2,-,-,82.84,-
189,高雄市,2017/08/01,小港,16.1,0.42,-,10.4,49,18,30.04,11.63,18.4,2.071,0.261,1.809,2.18,1.81,28.63,4.4,4.29,87.9,16.79
190,高雄市,2017/08/01,鳳山,2.6,0.55,-,11.3,37,9,18.24,3.68,14.56,2.159,0.164,1.996,1.7,1.36,26.86,6.27,4.92,94.81,23.15
191,高雄市,2017/08/01,林園,2.6,0.17,-,21,28,7,3.86,0.73,3.05,-,-,-,2.24,2.15,27.43,-,-,87.83,-
192,高雄市,2017/08/01,大寮,1.6,0.16,-,15.6,25,8,8.71,1.3,7.41,2.009,0.078,1.932,2.27,1.8,26.83,-,-,93.52,-
193,高雄市,2017/08/01,仁武,4.1,0.37,-,13.4,-,9,18.15,3.21,14.92,2.082,0.165,1.917,2.27,1.82,26.93,-,-,92.75,-
194,高雄市,2017/08/01,橋頭,2.2,0.34,-,13.7,23,13,19.78,5.19,14.59,-,-,-,2.84,2.5,28.19,4.83,4.93,90.51,21.79
195,高雄市,2017/08/01,美濃,2,0.17,-,16.8,11,12,3.16,0.6,2.53,-,-,-,1.39,1.22,24.53,-,-,87.84,-
196,基隆市,2017/08/05,基隆,2.4,0.32,-,30.5,30,21,14.89,1.45,13.42,1.92,0.15,1.771,1.94,1.52,31.6,-,-,67.45,-
197,基隆市,2017/08/04,基隆,3.2,0.36,-,32.7,34,27,16.41,1.65,14.74,1.985,0.187,1.798,1.6,1.34,30.1,-,-,77.64,-
198,基隆市,2017/08/03,基隆,2.6,0.39,-,34.5,32,24,15.54,2.75,12.79,1.951,0.153,1.798,1.23,0.94,29.76,-,-,79.75,-
199,基隆市,2017/08/02,基隆,2.3,0.35,-,23.4,29,19,15.09,2.16,12.94,1.93,0.14,1.79,1.38,0.92,29.48,-,-,79.06,-
200,基隆市,2017/08/01,基隆,4.2,0.34,-,21.3,26,16,18.5,3.53,14.97,1.934,0.157,1.776,0.75,0.5,28.55,-,-,78.98,-
201,新竹市,2017/08/05,新竹,-,0.32,-,-,-,10,-,-,-,1.873,0.091,1.782,2.66,2.3,30.79,-,-,70.74,-
202,新竹市,2017/08/04,新竹,1.9,0.34,-,21.4,23,10,12.05,2,10.03,1.916,0.107,1.81,1.77,1.42,30.24,-,-,72.85,-
203,新竹市,2017/08/03,新竹,2.3,0.35,-,25.9,27,14,14.05,2.02,12.03,2.025,0.15,1.875,1.45,1.11,29.96,-,-,74.92,-
204,新竹市,2017/08/02,新竹,2.6,0.37,-,29.7,23,14,17.19,2.33,14.85,2.041,0.152,1.89,1.64,1.18,29.63,-,-,76.32,-
205,新竹市,2017/08/01,新竹,2.2,0.52,-,16.7,19,10,19.64,4.51,15.13,2.051,0.196,1.855,1.57,1.22,29.92,-,-,69.1,-
206,嘉義市,2017/08/05,嘉義,2.9,0.14,-,17.2,38,10,3.22,0.48,2.8,1.912,0.063,1.848,1.74,1.59,29.64,-,-,70.24,-
207,嘉義市,2017/08/04,嘉義,2.2,0.22,-,17.8,31,9,6.65,0.86,5.77,1.946,0.102,1.844,1.6,1.31,28.53,-,-,76.4,-
208,嘉義市,2017/08/03,嘉義,2.2,0.25,-,25.3,32,14,5.44,0.65,4.78,1.956,0.08,1.876,1.5,1.19,29.65,-,-,71.18,-
209,嘉義市,2017/08/02,嘉義,1.8,0.31,-,22.1,26,11,7.28,1.24,6.02,2.081,0.106,1.976,1.71,1.39,27.92,-,-,78.77,-
210,嘉義市,2017/08/01,嘉義,0.7,0.23,-,16.2,22,6,6.93,1.85,5.09,1.89,0.069,1.821,1.66,1.38,26.9,-,-,83.64,-
211,宜蘭縣,2017/08/05,宜蘭,1.9,0.19,430.56,29.6,43,22,7.37,1.25,6.09,-,-,-,1.56,1.15,30.92,-,-,72.08,-
212,宜蘭縣,2017/08/05,冬山,2.3,0.24,-,30.7,49,24,9.94,3.04,6.91,-,-,-,1.63,1.46,30.83,0,0,76.71,0
213,宜蘭縣,2017/08/04,宜蘭,3.3,0.25,431.11,39,45,24,6.15,0.82,5.31,-,-,-,1.47,1.24,30.37,-,-,71.48,-
214,宜蘭縣,2017/08/04,冬山,3.6,0.31,-,33.3,50,24,13.01,3.21,9.8,-,-,-,1.9,1.65,30.23,0,0,76.16,0
215,宜蘭縣,2017/08/03,宜蘭,3.7,0.23,431.19,34.7,43,20,5.96,0.78,5.13,-,-,-,1.55,1.29,29.65,-,-,75.38,-
216,宜蘭縣,2017/08/03,冬山,2,0.26,-,31.4,49,21,11.87,2.92,8.96,-,-,-,2.02,1.73,29.34,0,0,83.73,0
217,宜蘭縣,2017/08/02,宜蘭,3.1,0.25,429.42,25.4,39,17,6.92,0.84,6.05,-,-,-,1.4,1.04,29.83,-,-,74.34,-
218,宜蘭縣,2017/08/02,冬山,2.7,0.42,-,21,46,17,10.66,3.89,6.78,-,-,-,1.67,1.31,29.39,0,0,83.93,0
219,宜蘭縣,2017/08/01,宜蘭,3,0.3,433.21,26.7,42,14,7.21,1.18,6,-,-,-,1.06,0.65,28.7,-,-,76.99,-
220,宜蘭縣,2017/08/01,冬山,3.9,0.35,-,19.2,52,16,16.92,5.27,11.65,-,-,-,1.38,1.12,28.69,0,0,84.54,0
221,桃園市,2017/08/05,桃園,3.8,0.32,-,23.7,40,18,14.79,2.84,11.95,2.101,0.118,1.983,1.85,1.45,31.28,-,-,64.49,-
222,桃園市,2017/08/05,中壢,3.9,1.03,-,14.2,46,18,50.91,29.5,21.4,2.165,0.314,1.851,1.56,0.97,30.97,-,-,70.38,-
223,桃園市,2017/08/05,大園,2.7,0.21,-,21.1,40,17,7.68,0.74,6.99,-,-,-,4.57,4.23,30.94,-,-,70.56,-
224,桃園市,2017/08/05,龍潭,2.5,0.24,-,24.2,41,16,10.44,2.23,8.21,-,-,-,3.53,3.22,30.52,-,-,70.03,-
225,桃園市,2017/08/05,平鎮,2.2,0.27,-,20.6,38,15,-,-,-,-,-,-,3.35,3.04,30.5,-,-,70.8,-
226,桃園市,2017/08/05,觀音,2.7,0.15,-,20.5,41,14,6.58,1.03,5.56,-,-,-,5.29,5.03,29.84,0,0,79.2,0
227,桃園市,2017/08/04,桃園,4.9,0.41,-,22.4,41,20,19.68,3.86,15.83,2.235,0.192,2.043,1.29,0.9,30.17,-,-,70.09,-
228,桃園市,2017/08/04,中壢,3.1,1.18,-,16,45,17,54.8,30.13,24.67,2.296,0.411,1.885,1.25,0.75,30.58,-,-,72.3,-
229,桃園市,2017/08/04,大園,2.8,0.2,-,25,36,15,8.66,1.17,7.47,-,-,-,2.82,2.6,30.78,-,-,71.6,-
230,桃園市,2017/08/04,龍潭,2.1,0.3,-,26.5,41,16,10.47,1.94,8.52,-,-,-,2.3,2.08,30.3,-,-,71.13,-
231,桃園市,2017/08/04,平鎮,2.3,0.28,-,23.1,39,14,-,-,-,-,-,-,2.23,1.94,30.27,-,-,72.09,-
232,桃園市,2017/08/04,觀音,3.5,0.17,-,22.3,39,16,8.76,1.05,7.69,-,-,-,3.15,2.95,29.69,0,0,78.42,0
233,桃園市,2017/08/03,桃園,4.9,0.6,-,26.2,47,25,26.21,5.09,21.11,2.404,0.309,2.095,1.05,0.74,29.23,-,-,75.73,-
234,桃園市,2017/08/03,中壢,3.4,1.21,-,20.3,49,18,52.33,22.88,29.45,2.426,0.457,1.969,1.17,0.65,30.13,-,-,74.41,-
235,桃園市,2017/08/03,大園,3.9,0.36,-,32.6,45,20,17.68,2.71,14.95,-,-,-,2.35,2.07,30.41,-,-,73.8,-
236,桃園市,2017/08/03,龍潭,2.4,0.33,-,30.9,39,17,11.14,2.06,9.08,-,-,-,1.81,1.63,29.77,-,-,73.28,-
237,桃園市,2017/08/03,平鎮,3.9,0.35,-,30.7,43,15,8.15,1.43,6.75,-,-,-,1.88,1.47,29.94,-,-,73.57,-
238,桃園市,2017/08/03,觀音,3.8,0.25,-,29.6,44,19,12.34,2.13,10.21,-,-,-,2.26,2.03,29.5,0,0,78.37,0
239,桃園市,2017/08/02,桃園,4.4,0.69,-,27.3,40,19,30.81,5.58,25.22,2.492,0.364,2.128,0.86,0.54,28.15,-,-,80.36,-
240,桃園市,2017/08/02,中壢,4,1.25,-,18.1,46,17,55.52,23.22,32.3,2.469,0.494,1.975,1.01,0.51,29.47,-,-,76.39,-
241,桃園市,2017/08/02,大園,4.1,0.35,-,30.8,34,15,17.42,2.27,15.14,-,-,-,2.29,2.13,29.84,-,-,75.7,-
242,桃園市,2017/08/02,龍潭,2.3,0.39,-,26.8,42,16,18.77,3.17,15.61,-,-,-,1.82,1.45,29.29,-,-,74.79,-
243,桃園市,2017/08/02,平鎮,2.8,0.38,-,26.9,42,15,22.65,3.27,19.37,-,-,-,1.7,1.25,29.14,-,-,76.7,-
244,桃園市,2017/08/02,觀音,3.6,0.26,-,29.9,39,13,12.7,1.68,11,-,-,-,2.5,2.3,28.83,1.25,5.7,80.95,11.65
245,桃園市,2017/08/01,桃園,7.6,0.74,-,18.5,44,19,34.86,8.64,26.21,2.515,0.414,2.1,0.79,0.51,28.76,-,-,74.19,-
246,桃園市,2017/08/01,中壢,3.7,1.5,-,10.1,42,12,66.21,36.86,29.35,2.537,0.59,1.947,1,0.67,29.59,-,-,70.88,-
247,桃園市,2017/08/01,大園,5.5,0.3,-,22.5,35,-,20.49,3.61,16.88,-,-,-,2.38,2.13,29.75,-,-,72.68,-
248,桃園市,2017/08/01,龍潭,1.8,0.32,-,20,35,13,14.73,3.31,11.42,-,-,-,1.7,1.4,29.25,-,-,70.7,-
249,桃園市,2017/08/01,平鎮,3.6,0.4,-,19.1,33,13,22.32,4.28,18.04,-,-,-,1.6,1.45,29.23,-,-,70.64,-
250,桃園市,2017/08/01,觀音,3.9,0.24,-,22.6,40,11,15.31,3.3,12.05,-,-,-,2.36,2.13,28.97,1,6.58,75.8,3.9
251,新竹縣,2017/08/05,竹東,1.7,0.27,-,20.2,40,18,7.26,0.72,6.55,-,-,-,2.1,1.8,29.79,-,-,75.98,-
252,新竹縣,2017/08/05,湖口,3.6,0.18,-,18.2,35,15,-,-,-,-,-,-,5.5,5.23,29.97,-,-,80.59,-
253,新竹縣,2017/08/04,竹東,1.3,0.25,-,22,34,18,6.22,0.44,5.87,-,-,-,1.79,1.53,29.03,-,-,79.59,-
254,新竹縣,2017/08/04,湖口,3,0.2,-,20.2,31,14,11.78,2.03,9.74,-,-,-,3,2.81,29.42,-,-,83.14,-
255,新竹縣,2017/08/03,竹東,0.8,0.3,-,25.3,34,19,7.36,0.94,6.37,-,-,-,1.52,1.14,28.68,-,-,83.25,-
256,新竹縣,2017/08/03,湖口,3.7,0.28,-,26.9,35,18,15.71,3.65,12.03,-,-,-,2.38,2.16,29.1,-,-,83.85,-
257,新竹縣,2017/08/02,竹東,0.8,0.3,-,21,28,15,9.27,0.91,8.35,-,-,-,1.32,0.91,28.2,-,-,83.98,-
258,新竹縣,2017/08/02,湖口,4.3,0.33,-,29,34,18,19.34,4.4,14.94,-,-,-,2.28,2.04,28.51,-,-,86.84,-
259,新竹縣,2017/08/01,竹東,0.4,0.26,-,14.9,24,11,7.05,0.67,6.42,-,-,-,1.44,1.25,28.25,-,-,78.47,-
260,新竹縣,2017/08/01,湖口,4.3,0.31,-,18.2,30,12,19.56,4.99,14.57,-,-,-,2.45,2.28,29.25,-,-,78.83,-
261,苗栗縣,2017/08/05,苗栗,2.9,0.24,-,20.4,41,16,8.4,1.89,6.52,-,-,-,2.92,2.4,30.49,-,-,72.57,-
262,苗栗縣,2017/08/05,頭份,3.3,0.23,-,19,39,17,12.98,2.31,10.67,1.972,0.061,1.912,3.65,3.1,30.53,-,-,76.37,-
263,苗栗縣,2017/08/05,三義,3.8,0.17,-,25.6,32,9,5.14,1.12,4.02,-,-,-,3.33,3.22,27.27,0,0,80,0
264,苗栗縣,2017/08/04,苗栗,1.7,0.27,-,21.6,37,14,9.56,1.96,7.6,-,-,-,2.04,1.7,29.74,-,-,75.64,-
265,苗栗縣,2017/08/04,頭份,2.6,0.27,-,19.2,36,16,11.27,1.52,9.8,2.038,0.074,1.964,2.22,1.81,29.2,-,-,82.9,-
266,苗栗縣,2017/08/04,三義,4.3,0.2,-,27.5,28,8,5.52,0.74,4.77,-,-,-,2.23,2.05,26.7,0,0,82.28,0
267,苗栗縣,2017/08/03,苗栗,2.5,0.3,-,29.4,38,18,12.06,2.27,9.79,-,-,-,1.71,1.17,29.81,-,-,75.2,-
268,苗栗縣,2017/08/03,頭份,1.9,0.29,-,28.8,38,18,9.4,1.04,8.5,2.062,0.072,1.991,2.09,1.66,29.31,-,-,83.62,-
269,苗栗縣,2017/08/03,三義,2.4,0.22,-,36.8,31,12,6.7,1.14,5.56,-,-,-,2.14,1.82,27.01,2.75,6.52,81.11,16.1
270,苗栗縣,2017/08/02,苗栗,2.4,0.28,-,27.5,33,14,11.11,2.06,9.05,-,-,-,1.5,1,29.63,-,-,75.17,-
271,苗栗縣,2017/08/02,頭份,1.7,0.31,-,32.5,34,16,13.11,2.94,10.17,2.115,0.094,2.02,2.12,1.58,29.14,-,-,84.12,-
272,苗栗縣,2017/08/02,三義,-,0.25,-,26.7,27,10,8.94,0.83,8.12,-,-,-,2.74,2.53,26.66,0,0,80.53,0
273,苗栗縣,2017/08/01,苗栗,1.6,0.29,-,19.2,27,12,9.9,2.02,7.87,-,-,-,2.54,1.9,29.93,-,-,69.73,-
274,苗栗縣,2017/08/01,頭份,3,0.3,-,17.8,27,13,15.09,4.11,10.97,2.095,0.138,1.956,2.58,2.14,29.94,-,-,74.47,-
275,苗栗縣,2017/08/01,三義,1.6,0.14,-,25.1,15,6,2.82,0.13,2.75,-,-,-,4.34,4.19,26.33,1,5.62,78.27,2.6
276,彰化縣,2017/08/05,彰化,4.8,0.22,-,18.6,38,19,7.91,1.49,6.42,1.909,0.092,1.818,4.23,3.5,31.4,-,-,71.23,-
277,彰化縣,2017/08/05,線西,1.6,0.19,-,19.2,35,17,4.92,0.31,4.75,2.146,0.167,1.982,3.18,3.07,30.54,-,-,79.61,-
278,彰化縣,2017/08/05,二林,2.3,0.17,-,14.7,36,13,6.68,0.55,6.13,-,-,-,2.48,2.37,30.17,-,-,76.31,-
279,彰化縣,2017/08/04,彰化,3.9,0.25,-,24,35,18,8.21,1.44,6.77,1.902,0.099,1.803,3.58,3.08,31.05,-,-,73.02,-
280,彰化縣,2017/08/04,線西,1.4,0.2,-,24.2,34,19,7.08,1.57,5.59,2.143,0.182,1.963,2.59,2.37,30.47,-,-,80.86,-
281,彰化縣,2017/08/04,二林,2.1,0.17,-,20,29,14,6.31,0.71,5.53,-,-,-,2.42,2.24,30.2,-,-,77.77,-
282,彰化縣,2017/08/03,彰化,5.8,0.28,-,28.4,36,20,9.81,2.11,7.7,1.994,0.134,1.859,3.45,2.77,31.2,-,-,71.75,-
283,彰化縣,2017/08/03,線西,2.5,0.25,-,30.3,37,22,10.11,1.02,9.11,2.228,0.182,2.047,2.5,2.17,30.41,-,-,80.19,-
284,彰化縣,2017/08/03,二林,2.1,0.2,-,23.3,35,17,9.16,1.75,7.41,-,-,-,2.23,1.98,30.06,-,-,77.65,-
285,彰化縣,2017/08/02,彰化,3.3,0.28,-,18.7,26,14,11.61,2.76,8.88,2.123,0.173,1.95,3.36,2.77,29.41,-,-,77.4,-
286,彰化縣,2017/08/02,線西,2.3,0.19,-,24.4,23,13,8.53,2.5,6.03,2.27,0.219,2.051,2.61,2.48,28.83,-,-,85.09,-
287,彰化縣,2017/08/02,二林,3.2,0.18,-,22.1,23,10,6.27,1.31,4.95,-,-,-,2.32,2.1,28.52,-,-,81.96,-
288,彰化縣,2017/08/01,彰化,2.3,0.22,-,18,23,10,6.71,1.27,5.43,1.978,0.135,1.843,5.78,5.11,28.78,-,-,76.6,-
289,彰化縣,2017/08/01,線西,1.6,0.17,-,23.5,16,11,4.76,0.43,4.36,1.984,0.073,1.912,4.99,4.69,29.09,-,-,80.71,-
290,彰化縣,2017/08/01,二林,2.3,0.14,-,21.9,18,9,4.4,1.31,3.09,-,-,-,3.97,3.75,28.36,-,-,79.39,-
291,南投縣,2017/08/05,南投,0.9,0.23,-,15.5,38,15,8.31,1.51,6.79,1.846,0.046,1.8,1.96,1.71,28.96,0,0,71.51,0
292,南投縣,2017/08/05,埔里,1.3,0.22,-,19.4,29,14,7.76,1.3,6.46,-,-,-,1.39,1.05,26.38,-,-,82.69,-
293,南投縣,2017/08/05,竹山,1.6,0.17,-,18,31,13,6.17,1.75,4.42,-,-,-,1.36,0.95,26.33,-,-,83.45,-
294,南投縣,2017/08/04,南投,1.5,0.26,-,18.4,32,16,8.53,1.28,7.25,1.863,0.075,1.788,1.55,1.17,27.83,0.5,6.67,77.83,8.7
295,南投縣,2017/08/04,埔里,1.6,0.2,-,25.5,22,11,5.83,0.68,5.12,-,-,-,1.59,0.96,25.95,-,-,84.71,-
296,南投縣,2017/08/04,竹山,2.1,0.2,-,20.3,29,12,6.69,1.62,5.07,-,-,-,1.33,0.93,25.74,-,-,86.43,-
297,南投縣,2017/08/03,南投,1,0.29,-,22.2,34,17,9.57,1.29,8.26,1.935,0.07,1.865,1.46,1.2,27.81,1.5,6.8,76.92,12.3
298,南投縣,2017/08/03,埔里,2.2,0.25,-,28,23,14,5.35,1.03,4.29,-,-,-,1.33,0.97,25.95,-,-,83.51,-
299,南投縣,2017/08/03,竹山,1.4,0.23,-,26.1,32,16,7.48,2.64,4.84,-,-,-,1.32,0.75,26.1,-,-,84.81,-
300,南投縣,2017/08/02,南投,1.2,0.31,-,16,28,12,11.27,2.84,8.43,1.927,0.079,1.847,1.45,1.19,27.41,0,0,76.53,0
301,南投縣,2017/08/02,埔里,0.8,0.22,-,22.6,22,9,7.3,2.03,5.27,-,-,-,1.61,1.25,26.46,-,-,80.96,-
302,南投縣,2017/08/02,竹山,1.5,0.22,-,19.4,25,11,8.64,2.51,6.13,-,-,-,1.06,0.68,25.52,-,-,85.83,-
303,南投縣,2017/08/01,南投,1.6,0.3,-,11.7,23,11,10.43,2.94,7.49,1.902,0.088,1.814,1.69,1.26,26.75,0,0,76.24,0
304,南投縣,2017/08/01,埔里,1.6,0.28,-,11.5,20,8,10.62,3.04,7.58,-,-,-,1.26,0.8,24.22,-,-,87.28,-
305,南投縣,2017/08/01,竹山,2,0.26,-,11.8,24,10,7.74,1.67,6.08,-,-,-,1.26,0.77,24.68,-,-,90.08,-
306,雲林縣,2017/08/05,斗六,2.1,0.24,-,18.6,39,11,9.63,1.51,8.1,-,-,-,1.48,1.21,30.18,-,-,71.75,-
307,雲林縣,2017/08/05,崙背,1.7,0.18,-,17.6,39,15,6.92,0.79,6.09,-,-,-,2.35,2.2,29.46,0,0,75.87,0
308,雲林縣,2017/08/05,麥寮,2,0.22,-,16.3,48,18,9.85,2.82,7.03,2.089,0.072,2.016,2.69,2.55,30.02,-,-,79.86,-
309,雲林縣,2017/08/05,臺西,2,0.14,-,18,36,19,4.69,0.97,3.7,1.974,0.017,1.96,3.17,3,30.3,-,-,78.36,-
310,雲林縣,2017/08/04,斗六,2,0.27,-,19.7,31,8,10.06,1.59,8.47,-,-,-,1.33,1.08,28.78,-,-,77.58,-
311,雲林縣,2017/08/04,崙背,1.5,0.16,-,21.5,34,12,6.85,1.16,5.69,-,-,-,2.05,1.86,29.25,0,0,77.38,0
312,雲林縣,2017/08/04,麥寮,2.3,0.22,-,20.6,45,16,8.79,1.62,7.11,2.076,0.072,2.004,2.36,2.11,29.69,-,-,81.43,-
313,雲林縣,2017/08/04,臺西,1.7,0.16,-,22.2,35,18,7.4,2.22,5.19,1.994,0.02,1.98,2.87,2.76,30,-,-,78.98,-
314,雲林縣,2017/08/03,斗六,2.8,0.25,-,29.1,30,14,8.64,0.84,7.79,-,-,-,1.23,0.92,28.98,-,-,77.28,-
315,雲林縣,2017/08/03,崙背,2,0.18,-,27,36,14,8.15,1.9,6.25,-,-,-,2.04,1.82,29.39,0,0,77.6,0
316,雲林縣,2017/08/03,麥寮,2.1,0.25,-,24.4,48,19,10.22,2.16,8.07,2.166,0.091,2.075,2.39,2.18,29.84,-,-,80.62,-
317,雲林縣,2017/08/03,臺西,2.2,0.19,-,26.2,36,20,6.62,1.49,5.13,2.073,0.03,2.054,2.88,2.8,30.11,-,-,78.99,-
318,雲林縣,2017/08/02,斗六,1.9,0.35,-,20.7,33,10,11.79,1.58,10.19,-,-,-,1.27,1.01,28.45,-,-,77.46,-
319,雲林縣,2017/08/02,崙背,1.1,0.15,-,24.3,19,10,6.13,1.13,5,-,-,-,2.28,2.18,27.71,0,0,85.4,0
320,雲林縣,2017/08/02,麥寮,1.4,0.23,-,21.8,31,13,8.46,2.35,6.11,2.034,0.08,1.954,2.46,2.36,28.35,-,-,85.3,-
321,雲林縣,2017/08/02,臺西,2,0.16,-,23.3,19,12,5,0.56,4.46,1.901,0.004,1.9,2.64,2.59,28.39,-,-,82.54,-
322,雲林縣,2017/08/01,斗六,1.7,0.26,-,17.3,21,7,9.66,2.96,6.7,-,-,-,1.88,1.57,28.05,-,-,76.98,-
323,雲林縣,2017/08/01,崙背,2,0.14,-,20.7,19,10,5.15,0.59,4.56,-,-,-,4.09,3.94,27.33,0.7,6.43,87.65,18.92
324,雲林縣,2017/08/01,麥寮,1.4,0.23,-,19.1,27,11,8.9,3.22,5.68,1.955,0.076,1.879,4,3.76,28.21,-,-,84.84,-
325,雲林縣,2017/08/01,臺西,1.5,0.13,-,20.5,17,8,4.75,1.1,3.65,-,-,-,4.8,4.7,28.25,-,-,82.98,-
326,嘉義縣,2017/08/05,朴子,2.6,0.23,-,18.5,45,14,10.23,3.25,6.97,-,-,-,2.16,1.97,30.82,-,-,77.46,-
327,嘉義縣,2017/08/05,新港,2.3,0.21,-,16.5,32,11,2.74,0.9,1.92,-,-,-,1.91,1.65,28.6,-,-,71.96,-
328,嘉義縣,2017/08/04,朴子,2.3,0.23,-,21.2,40,13,9.69,1.96,7.72,-,-,-,2.07,1.77,30.45,-,-,80.53,-
329,嘉義縣,2017/08/04,新港,2.6,0.24,-,17.3,29,11,6.78,2.3,4.5,-,-,-,1.83,1.51,28.17,-,-,73.6,-
330,嘉義縣,2017/08/03,朴子,3,0.26,-,26.1,39,13,9.94,1.82,8.11,-,-,-,1.94,1.75,30.56,-,-,80.23,-
331,嘉義縣,2017/08/03,新港,1.8,0.23,-,24.2,35,14,5.93,1.54,4.4,-,-,-,1.75,1.49,28.6,-,-,72.3,-
332,嘉義縣,2017/08/02,朴子,1.8,0.29,-,22.4,31,12,12.59,3.13,9.46,-,-,-,2.06,1.89,28.2,-,-,88.91,-
333,嘉義縣,2017/08/02,新港,1.8,0.23,-,24,25,10,3.63,1.21,2.42,-,-,-,2.09,1.86,26.69,-,-,78.71,-
334,嘉義縣,2017/08/01,朴子,2,0.19,-,20.3,28,10,8.4,2.27,6.13,-,-,-,2.96,2.92,27.4,-,-,93.51,-
335,嘉義縣,2017/08/01,新港,1.8,0.19,-,-,15,6,5.99,1.87,4.12,-,-,-,2.98,2.89,25.89,-,-,81.59,-
336,屏東縣,2017/08/05,屏東,1.9,0.29,-,20.6,39,18,9.91,1.8,8.11,1.992,0.078,1.914,1.8,1.29,29.94,-,-,73.33,-
337,屏東縣,2017/08/05,潮州,2.9,0.2,-,20.2,47,18,6.67,0.98,5.68,-,-,-,1.7,1.47,29.48,-,-,80.21,-
338,屏東縣,2017/08/05,恆春,1.9,0.06,390.45,23,35,10,3.39,1.64,1.76,-,-,-,3.79,3.7,29.14,0,0,91.09,0
339,屏東縣,2017/08/04,屏東,3,0.55,-,21.9,34,16,18.37,4.13,14.24,2.172,0.202,1.971,1.3,0.79,28.9,-,-,79.05,-
340,屏東縣,2017/08/04,潮州,2.4,0.17,-,20.3,37,12,4.67,1,3.65,-,-,-,1.51,1.24,28.53,-,-,85.16,-
341,屏東縣,2017/08/04,恆春,1.8,0.06,392.76,24.8,35,11,3.53,1.54,1.99,-,-,-,2.32,2.15,29.27,0.5,4.34,90.72,18.55
342,屏東縣,2017/08/03,屏東,2.2,0.37,-,21.9,28,20,-,-,-,2.152,0.122,2.03,1.51,0.84,28.77,-,-,77.14,-
343,屏東縣,2017/08/03,潮州,1.9,0.19,-,27.8,36,14,5.75,1.63,4.11,-,-,-,1.67,1.25,28.31,-,-,83.98,-
