序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI","紫外線指數 UVB (UVI)"
580,臺中市,1999/01/27,忠明,10.8,2.4,15.4,-,148,-,138.03,82.82,55.21,-,-,-,22.36,-,-,99.0,-
581,臺中市,1999/01/27,豐原,7.9,2.09,15.3,-,128,-,86.97,37.16,49.82,-,-,-,19.65,-,-,89.0,-
582,臺中市,1999/01/27,沙鹿,8.7,1.29,15.8,-,167,-,59.08,25.12,33.96,-,-,-,18.93,-,-,108.0,-
583,臺中市,1999/01/27,大里,9.6,1.35,17.6,-,133,-,-,-,-,-,-,-,20.11,-,-,92.0,-
584,臺中市,1999/01/26,西屯,4.8,0.85,10.7,-,65,-,37.8,10.79,27.0,-,-,-,19.34,-,-,57.0,-
585,臺中市,1999/01/26,忠明,5.5,1.22,14.3,-,93,-,64.98,26.33,38.64,-,-,-,19.51,-,-,72.0,-
586,臺中市,1999/01/26,豐原,3.9,1.24,11.8,-,82,-,56.93,21.96,34.97,-,-,-,18.37,-,-,66.0,-
587,臺中市,1999/01/26,沙鹿,10.3,0.93,15.5,-,94,-,39.53,9.68,29.85,-,-,-,18.26,-,-,72.0,-
588,臺中市,1999/01/26,大里,5.2,1.25,-,-,116,-,71.49,23.2,48.29,-,-,-,19.28,-,-,83.0,-
589,臺中市,1999/01/25,西屯,2.2,0.6,13.0,-,69,-,25.63,4.18,21.46,2.309,0.23,2.08,20.06,-,-,59.0,-
590,臺中市,1999/01/25,忠明,2.5,0.92,12.6,-,91,-,43.38,11.82,31.56,-,-,-,20.44,-,-,70.0,-
591,臺中市,1999/01/25,豐原,2.4,0.95,10.0,-,67,-,47.77,15.25,32.52,-,-,-,18.97,-,-,58.0,-
592,臺中市,1999/01/25,沙鹿,9.5,0.66,16.0,-,67,-,30.95,5.53,25.42,-,-,-,18.71,-,-,59.0,-
593,臺中市,1999/01/25,大里,2.9,0.93,9.9,-,86,-,55.28,16.42,38.85,-,-,-,20.4,-,-,68.0,-
594,臺中市,1999/01/24,西屯,1.0,0.54,10.5,-,36,-,22.99,3.5,19.49,2.284,0.31,1.97,20.85,-,-,36.0,-
595,臺中市,1999/01/24,忠明,1.3,0.79,7.7,-,48,-,41.53,12.19,29.35,-,-,-,20.86,-,-,48.0,-
596,臺中市,1999/01/24,豐原,1.7,0.79,8.3,-,33,-,38.13,12.56,25.57,-,-,-,19.3,-,-,33.0,-
597,臺中市,1999/01/24,沙鹿,2.9,0.55,17.6,-,36,-,19.56,2.73,16.82,-,-,-,19.41,-,-,36.0,-
598,臺中市,1999/01/24,大里,2.0,0.87,7.4,-,51,-,49.18,17.65,31.52,-,-,-,21.05,-,-,50.0,-
599,臺中市,1999/01/23,西屯,3.6,0.81,12.5,-,70,-,54.49,31.28,23.21,2.668,0.56,2.11,20.11,-,-,60.0,-
600,臺中市,1999/01/23,忠明,4.9,1.09,13.6,-,111,-,75.96,41.59,34.37,-,-,-,20.38,-,-,81.0,-
601,臺中市,1999/01/23,豐原,5.3,0.98,13.5,-,86,-,59.52,28.71,30.81,-,-,-,18.98,-,-,68.0,-
602,臺中市,1999/01/23,沙鹿,6.7,0.59,13.7,-,70,-,33.13,9.96,23.16,-,-,-,18.96,-,-,60.0,-
603,臺中市,1999/01/23,大里,5.9,0.85,12.8,-,116,-,73.18,32.33,40.85,-,-,-,19.93,-,-,83.0,-
604,臺中市,1999/01/22,西屯,8.2,1.08,6.3,-,99,-,80.58,39.55,41.03,2.957,0.68,2.27,19.04,-,-,74.0,-
605,臺中市,1999/01/22,忠明,8.1,1.72,8.7,-,177,1,113.28,62.09,51.18,-,-,-,19.21,-,-,113.0,-
606,臺中市,1999/01/22,豐原,6.0,1.57,7.9,-,141,-,-,-,-,-,-,-,17.72,-,-,95.0,-
607,臺中市,1999/01/22,沙鹿,6.2,0.72,11.8,-,92,-,34.46,8.12,26.35,-,-,-,17.64,-,-,71.0,-
608,臺中市,1999/01/22,大里,11.1,1.29,8.8,-,145,-,94.75,44.05,50.69,-,-,-,19.01,-,-,97.0,-
609,臺中市,1999/01/21,西屯,5.2,0.54,16.6,-,53,-,27.96,6.15,21.81,2.403,0.34,2.06,18.62,-,-,52.0,-
610,臺中市,1999/01/21,忠明,4.6,0.82,19.9,-,63,1,46.03,13.66,32.37,-,-,-,18.59,-,-,57.0,-
611,臺中市,1999/01/21,豐原,3.4,0.99,18.2,-,56,-,-,-,-,-,-,-,17.26,-,-,53.0,-
612,臺中市,1999/01/21,沙鹿,7.1,0.53,20.5,-,44,-,27.1,5.25,21.85,-,-,-,17.87,-,-,44.0,-
613,臺中市,1999/01/21,大里,4.6,0.76,16.4,-,60,-,53.9,16.65,37.25,-,-,-,19.05,-,-,63.0,-
614,臺中市,1999/01/20,西屯,2.1,0.47,17.3,-,53,-,16.43,1.33,15.1,2.184,0.24,1.94,18.11,-,-,51.0,-
615,臺中市,1999/01/20,忠明,2.5,0.67,13.2,-,55,-,33.58,5.91,27.67,-,-,-,18.66,-,-,53.0,-
616,臺中市,1999/01/20,豐原,3.0,0.7,13.4,-,39,-,-,-,-,-,-,-,16.89,-,-,39.0,-
617,臺中市,1999/01/20,沙鹿,7.0,0.55,18.4,-,52,-,25.39,4.43,20.96,-,-,-,17.67,-,-,51.0,-
618,臺中市,1999/01/20,大里,2.4,0.55,9.5,-,50,-,35.73,5.98,29.75,-,-,-,18.97,-,-,50.0,-
619,臺中市,1999/01/19,西屯,1.7,0.5,14.8,-,42,-,20.72,3.21,17.51,2.247,0.22,2.03,20.58,-,-,42.0,-
620,臺中市,1999/01/19,忠明,2.8,0.87,13.5,-,52,-,44.45,14.69,29.76,-,-,-,21.38,-,-,51.0,-
621,臺中市,1999/01/19,豐原,2.0,0.8,13.6,-,39,-,-,-,-,-,-,-,19.61,-,-,39.0,-
622,臺中市,1999/01/19,沙鹿,7.8,0.61,13.5,-,50,-,33.87,8.53,25.35,-,-,-,19.51,-,-,50.0,-
623,臺中市,1999/01/19,大里,3.1,0.92,11.5,-,69,-,59.14,23.14,36.0,-,-,-,20.78,-,-,59.0,-
624,臺中市,1999/01/18,西屯,1.1,0.85,7.6,-,72,-,-,-,-,2.426,0.37,2.06,17.1,-,-,61.0,-
625,臺中市,1999/01/18,忠明,3.5,1.49,5.9,-,116,-,83.28,46.62,36.65,-,-,-,17.27,-,-,83.0,-
626,臺中市,1999/01/18,豐原,2.2,1.28,6.7,-,76,-,-,-,-,-,-,-,15.98,-,-,63.0,-
627,臺中市,1999/01/18,沙鹿,6.0,0.75,11.3,-,70,-,38.14,13.65,24.49,-,-,-,16.72,-,-,60.0,-
628,臺中市,1999/01/18,大里,3.5,1.3,4.7,-,124,-,83.44,45.54,37.9,-,-,-,17.38,-,-,87.0,-
629,臺中市,1999/01/17,西屯,3.0,0.9,3.7,-,73,-,-,-,-,2.46,0.4,2.06,16.29,-,-,61.0,-
630,臺中市,1999/01/17,忠明,3.5,1.43,2.8,-,81,-,86.18,46.48,39.7,-,-,-,16.15,-,-,66.0,-
631,臺中市,1999/01/17,豐原,2.8,1.49,4.1,-,67,-,76.95,44.31,32.64,-,-,-,15.17,-,-,59.0,-
632,臺中市,1999/01/17,沙鹿,3.7,0.71,7.8,-,51,-,36.55,7.75,28.8,-,-,-,16.17,-,-,50.0,-
633,臺中市,1999/01/17,大里,2.9,1.49,3.2,-,88,-,99.15,53.13,46.02,-,-,-,16.04,-,-,69.0,-
634,臺中市,1999/01/16,西屯,3.3,0.57,15.9,-,-,-,-,-,-,2.138,0.19,1.95,12.96,-,-,59.0,-
635,臺中市,1999/01/16,忠明,3.3,0.79,12.3,-,59,57,43.28,10.71,32.57,-,-,-,13.87,-,-,55.0,-
636,臺中市,1999/01/16,豐原,2.4,0.81,14.5,-,50,-,34.55,9.21,25.34,-,-,-,12.26,-,-,50.0,-
637,臺中市,1999/01/16,沙鹿,8.0,0.61,18.4,-,65,-,32.18,4.51,27.67,-,-,-,13.79,-,-,57.0,-
638,臺中市,1999/01/16,大里,3.2,0.79,9.8,-,54,-,51.39,16.41,34.98,-,-,-,14.08,-,-,52.0,-
639,臺中市,1999/01/15,西屯,2.3,0.6,23.3,-,49,-,8.38,1.15,7.23,2.11,0.18,1.93,11.93,-,-,49.0,-
640,臺中市,1999/01/15,忠明,2.6,0.71,19.6,-,49,34,27.66,3.44,24.22,-,-,-,12.16,-,-,49.0,-
641,臺中市,1999/01/15,豐原,2.3,0.75,19.4,-,41,-,28.1,4.8,23.3,-,-,-,10.42,-,-,41.0,-
642,臺中市,1999/01/15,沙鹿,6.9,0.63,24.0,-,70,-,24.42,3.6,20.82,-,-,-,11.63,-,-,60.0,-
643,臺中市,1999/01/15,大里,2.3,0.49,14.4,-,40,-,29.06,2.83,26.24,-,-,-,12.76,-,-,40.0,-
644,臺中市,1999/01/14,西屯,2.9,0.44,10.4,-,44,-,23.34,-,16.14,2.238,0.31,1.93,16.61,-,-,44.0,-
645,臺中市,1999/01/14,忠明,3.9,0.92,10.8,-,70,38,60.34,27.12,33.22,-,-,-,17.14,-,-,60.0,-
646,臺中市,1999/01/14,豐原,3.9,0.93,9.7,-,55,-,52.74,23.5,29.24,-,-,-,15.74,-,-,53.0,-
647,臺中市,1999/01/14,沙鹿,5.6,0.45,16.6,-,34,-,23.12,4.72,18.4,-,-,-,16.08,-,-,34.0,-
648,臺中市,1999/01/14,大里,4.8,0.77,10.4,-,70,-,63.49,31.1,32.39,-,-,-,17.37,-,-,60.0,-
649,臺中市,1999/01/13,西屯,3.5,0.51,14.3,-,27,-,26.29,6.01,20.28,2.169,0.31,1.86,17.64,-,-,33.0,-
650,臺中市,1999/01/13,忠明,3.7,0.87,13.9,-,48,32,52.45,18.26,34.18,-,-,-,17.95,-,-,48.0,-
651,臺中市,1999/01/13,豐原,3.5,0.91,13.0,-,37,-,48.26,17.1,31.16,-,-,-,16.21,-,-,37.0,-
652,臺中市,1999/01/13,沙鹿,7.6,0.5,14.2,-,32,-,32.46,6.93,25.53,-,-,-,17.14,-,-,32.0,-
653,臺中市,1999/01/13,大里,4.1,0.71,12.6,-,59,-,54.56,19.68,34.88,-,-,-,17.59,-,-,54.0,-
654,臺中市,1999/01/12,西屯,1.2,0.43,18.4,-,52,-,14.72,0.51,14.21,2.085,0.16,1.92,15.22,-,-,51.0,-
655,臺中市,1999/01/12,忠明,1.5,0.61,14.0,-,23,26,32.71,5.04,27.67,-,-,-,15.5,-,-,23.0,-
656,臺中市,1999/01/12,豐原,1.3,0.63,14.0,-,21,-,31.44,6.27,25.17,-,-,-,13.99,-,-,21.0,-
657,臺中市,1999/01/12,沙鹿,5.7,0.48,19.1,-,24,-,22.86,2.52,20.34,-,-,-,15.16,-,-,25.0,-
658,臺中市,1999/01/12,大里,1.6,0.49,9.4,-,39,-,36.55,9.07,27.49,-,-,-,15.56,-,-,39.0,-
659,臺中市,1999/01/11,西屯,2.7,0.4,15.8,-,35,-,20.71,1.62,19.09,1.886,0.16,1.72,16.84,-,-,35.0,-
660,臺中市,1999/01/11,忠明,3.1,0.58,13.7,-,43,30,36.79,6.85,29.95,-,-,-,16.51,-,-,43.0,-
661,臺中市,1999/01/11,豐原,2.0,0.69,14.0,-,36,-,33.95,8.81,25.13,-,-,-,15.21,-,-,36.0,-
662,臺中市,1999/01/11,沙鹿,8.0,0.48,16.4,-,47,-,29.65,5.2,24.44,-,-,-,16.5,-,-,47.0,-
663,臺中市,1999/01/11,大里,3.5,0.76,10.8,-,60,-,54.24,23.89,30.35,-,-,-,16.35,-,-,55.0,-
664,臺中市,1999/01/10,西屯,1.7,0.37,17.8,-,28,-,15.35,1.87,13.48,2.119,0.18,1.94,15.88,-,-,28.0,-
665,臺中市,1999/01/10,忠明,2.2,0.47,15.9,-,33,29,31.92,6.17,25.75,-,-,-,15.71,-,-,33.0,-
666,臺中市,1999/01/10,豐原,3.0,0.57,15.4,-,27,-,27.65,6.57,21.09,-,-,-,14.3,-,-,27.0,-
667,臺中市,1999/01/10,沙鹿,2.9,0.44,19.9,-,35,-,20.42,1.9,18.52,-,-,-,15.73,-,-,35.0,-
668,臺中市,1999/01/10,大里,1.6,0.4,13.0,-,36,-,35.46,9.95,25.51,-,-,-,16.35,-,-,36.0,-
669,臺中市,1999/01/09,西屯,2.0,0.41,17.3,-,31,-,13.25,0.75,12.5,2.12,0.2,1.92,13.84,-,-,31.0,-
670,臺中市,1999/01/09,忠明,2.2,0.45,15.7,-,39,32,31.5,4.34,27.16,-,-,-,15.49,-,-,39.0,-
671,臺中市,1999/01/09,豐原,1.6,0.5,16.5,-,32,-,29.04,5.81,23.23,-,-,-,13.49,-,-,32.0,-
672,臺中市,1999/01/09,沙鹿,7.8,0.45,19.1,-,44,-,25.16,3.49,21.67,-,-,-,15.05,-,-,44.0,-
673,臺中市,1999/01/09,大里,2.7,0.44,9.1,-,41,-,42.05,12.98,29.08,-,-,-,14.95,-,-,41.0,-
674,臺中市,1999/01/08,西屯,2.3,0.4,18.0,-,52,-,15.53,1.5,14.03,2.007,0.13,1.88,13.67,-,-,51.0,-
675,臺中市,1999/01/08,忠明,2.2,0.47,17.7,-,36,28,31.36,5.14,26.22,-,-,-,14.06,-,-,36.0,-
676,臺中市,1999/01/08,豐原,1.7,0.56,19.5,-,26,-,28.71,6.57,22.14,-,-,-,12.35,-,-,26.0,-
677,臺中市,1999/01/08,沙鹿,4.3,0.36,22.0,-,37,-,22.51,3.55,18.96,-,-,-,13.77,-,-,37.0,-
678,臺中市,1999/01/08,大里,2.3,0.4,14.4,-,37,-,32.35,6.14,26.21,-,-,-,14.57,-,-,37.0,-
679,臺中市,1999/01/07,西屯,3.9,0.75,22.6,-,104,-,15.93,1.72,14.21,2.159,0.2,1.96,15.83,-,-,77.0,-
680,臺中市,1999/01/07,忠明,3.5,0.82,22.2,-,118,70,30.21,3.46,26.76,-,-,-,16.02,-,-,84.0,-
681,臺中市,1999/01/07,豐原,3.2,0.91,25.2,-,90,-,25.23,3.28,21.95,-,-,-,14.41,-,-,70.0,-
682,臺中市,1999/01/07,沙鹿,6.4,0.76,29.9,-,130,-,20.89,2.98,17.91,-,-,-,15.91,-,-,90.0,-
683,臺中市,1999/01/07,大里,3.5,0.7,15.9,-,115,-,34.5,7.01,27.49,-,-,-,16.18,-,-,82.0,-
684,臺中市,1999/01/06,西屯,2.4,0.51,16.1,-,58,-,21.39,5.49,15.9,2.397,0.41,1.99,17.95,-,-,54.0,-
685,臺中市,1999/01/06,忠明,2.9,0.9,15.0,-,66,43,60.06,27.61,32.45,-,-,-,18.34,-,-,58.0,-
686,臺中市,1999/01/06,豐原,1.8,0.78,16.7,-,47,-,36.32,8.64,27.69,-,-,-,17.25,-,-,47.0,-
687,臺中市,1999/01/06,沙鹿,6.5,0.56,19.1,-,60,-,27.65,5.14,22.51,-,-,-,18.18,-,-,55.0,-
688,臺中市,1999/01/06,大里,3.7,0.85,16.0,-,89,-,59.1,24.99,34.11,-,-,-,17.97,-,-,69.0,-
689,臺中市,1999/01/05,西屯,3.1,0.48,20.2,-,66,-,19.3,1.72,17.58,2.245,0.27,1.98,17.85,-,-,58.0,-
690,臺中市,1999/01/05,忠明,3.0,0.66,20.4,-,69,42,39.41,7.87,31.54,-,-,-,17.95,-,-,59.0,-
691,臺中市,1999/01/05,豐原,2.0,0.69,21.2,-,44,-,31.52,6.2,25.32,-,-,-,16.6,-,-,44.0,-
692,臺中市,1999/01/05,沙鹿,6.5,0.5,24.5,-,54,-,24.35,2.29,22.07,-,-,-,18.03,-,-,52.0,-
693,臺中市,1999/01/05,大里,3.0,0.57,14.1,-,73,-,43.38,14.29,29.09,-,-,-,17.74,-,-,61.0,-
694,臺中市,1999/01/04,西屯,3.0,0.59,22.3,-,61,-,16.79,1.14,15.65,2.109,0.18,1.92,17.48,-,-,55.0,-
695,臺中市,1999/01/04,忠明,3.3,0.71,22.2,-,72,46,31.26,3.21,28.05,-,-,-,17.6,-,-,61.0,-
696,臺中市,1999/01/04,豐原,1.8,0.76,24.5,-,60,-,24.94,3.01,21.92,-,-,-,16.15,-,-,55.0,-
697,臺中市,1999/01/04,沙鹿,8.5,0.62,26.8,-,70,-,25.14,2.38,22.75,-,-,-,17.66,-,-,60.0,-
698,臺中市,1999/01/04,大里,2.4,0.52,18.8,-,53,-,31.83,3.47,28.36,-,-,-,18.07,-,-,52.0,-
699,臺中市,1999/01/03,西屯,2.6,0.68,17.5,-,85,-,13.48,0.94,12.81,2.022,0.06,1.96,16.74,-,-,68.0,-
700,臺中市,1999/01/03,忠明,3.2,0.82,15.3,-,98,60,33.01,4.53,28.49,-,-,-,16.96,-,-,74.0,-
701,臺中市,1999/01/03,豐原,1.8,0.83,18.1,-,80,-,26.15,3.55,22.6,-,-,-,15.72,-,-,65.0,-
702,臺中市,1999/01/03,沙鹿,3.8,0.78,22.6,-,88,-,19.12,1.34,17.78,-,-,-,16.83,-,-,69.0,-
703,臺中市,1999/01/03,大里,2.2,0.66,11.4,-,96,-,37.79,7.09,30.7,-,-,-,17.16,-,-,73.0,-
704,臺中市,1999/01/02,西屯,2.3,0.51,20.5,-,58,-,11.52,1.0,10.52,2.055,0.13,1.93,17.58,-,-,54.0,-
705,臺中市,1999/01/02,忠明,1.6,0.59,19.6,-,59,40,26.5,3.08,23.41,-,-,-,17.65,-,-,54.0,-
706,臺中市,1999/01/02,豐原,1.3,0.65,17.0,-,60,-,26.11,4.23,21.88,-,-,-,16.3,-,-,55.0,-
707,臺中市,1999/01/02,沙鹿,5.2,0.62,25.3,-,56,-,19.09,2.17,16.92,-,-,-,17.7,-,-,53.0,-
708,臺中市,1999/01/02,大里,2.2,0.51,14.9,-,72,-,37.59,13.59,24.0,-,-,-,17.58,-,-,61.0,-
709,臺中市,1999/01/01,西屯,2.4,0.45,17.3,-,37,-,16.89,4.23,12.66,2.153,0.22,1.93,17.8,-,-,37.0,-
710,臺中市,1999/01/01,忠明,1.6,0.55,17.9,-,36,34,30.77,4.66,26.12,-,-,-,17.89,-,-,42.0,-
711,臺中市,1999/01/01,豐原,1.9,0.56,17.2,-,42,-,30.35,7.88,22.48,-,-,-,16.68,-,-,42.0,-
712,臺中市,1999/01/01,沙鹿,3.0,0.49,23.1,-,36,-,18.95,1.25,17.7,-,-,-,17.92,-,-,40.0,-
713,臺中市,1999/01/01,大里,1.8,0.43,14.3,-,53,-,36.59,11.55,25.04,-,-,-,18.01,-,-,52.0,-
714,臺南市,1999/01/31,新營,1.0,0.58,29.5,-,93,-,71.59,45.57,26.02,2.657,0.25,2.4,21.23,-,-,72.0,-
715,臺南市,1999/01/31,善化,4.5,0.55,37.5,-,114,-,17.94,0.9,17.03,-,-,-,21.43,-,-,82.0,-
716,臺南市,1999/01/31,安南,5.5,0.64,33.4,-,116,-,27.49,3.09,24.4,-,-,-,20.73,-,-,83.0,-
717,臺南市,1999/01/31,臺南,6.5,1.14,26.5,-,155,-,41.74,8.1,33.64,2.756,0.48,2.28,20.63,-,-,103.0,-
718,臺南市,1999/01/30,新營,1.4,0.46,31.1,-,75,-,32.05,10.47,21.59,2.84,0.38,2.46,19.63,-,-,66.0,-
719,臺南市,1999/01/30,善化,7.2,0.5,31.6,-,85,-,29.52,6.29,23.22,-,-,-,20.01,-,-,71.0,-
720,臺南市,1999/01/30,安南,6.0,0.55,30.9,-,88,-,27.65,5.09,22.55,-,-,-,19.27,-,-,69.0,-
721,臺南市,1999/01/30,臺南,9.0,0.98,23.2,-,117,-,45.57,12.57,33.0,2.776,0.47,2.31,19.22,-,-,83.0,-
722,臺南市,1999/01/29,新營,3.3,0.55,18.6,-,108,-,-,-,-,2.726,0.33,2.39,19.41,-,-,79.0,-
723,臺南市,1999/01/29,善化,6.4,0.61,25.7,-,124,-,29.83,2.46,27.37,-,-,-,19.76,-,-,87.0,-
724,臺南市,1999/01/29,安南,8.5,0.62,24.3,-,109,-,33.27,5.02,28.26,-,-,-,19.04,-,-,80.0,-
725,臺南市,1999/01/29,臺南,9.4,1.02,18.1,-,162,-,47.29,9.51,37.78,2.679,0.52,2.16,18.97,-,-,106.0,-
726,臺南市,1999/01/28,新營,10.3,0.88,16.4,-,158,-,-,-,-,3.047,0.32,2.72,19.52,-,-,104.0,-
727,臺南市,1999/01/28,善化,7.2,0.78,22.5,-,146,-,35.52,7.27,28.25,-,-,-,19.84,-,-,98.0,-
728,臺南市,1999/01/28,安南,9.8,0.92,26.2,-,173,-,48.14,16.39,31.75,-,-,-,19.64,-,-,112.0,-
729,臺南市,1999/01/28,臺南,10.5,1.38,19.6,-,229,-,62.2,22.45,39.75,3.155,0.66,2.49,19.73,-,-,139.0,-
730,臺南市,1999/01/27,新營,8.3,0.99,27.8,-,147,-,-,-,-,3.154,0.47,2.68,20.93,-,-,98.0,-
731,臺南市,1999/01/27,善化,6.8,0.86,31.8,-,128,-,35.68,10.02,25.66,-,-,-,21.16,-,-,89.0,-
732,臺南市,1999/01/27,安南,10.9,0.95,30.6,-,136,-,52.24,16.36,35.88,-,-,-,20.56,-,-,93.0,-
733,臺南市,1999/01/27,臺南,14.5,1.65,15.3,-,200,-,85.14,35.46,51.6,-,-,-,18.72,-,-,125.0,-
734,臺南市,1999/01/26,新營,5.7,0.79,17.5,-,115,-,-,-,-,2.847,0.3,2.54,19.48,-,-,82.0,-
735,臺南市,1999/01/26,善化,5.1,0.87,23.3,-,136,-,43.84,12.21,31.63,-,-,-,20.08,-,-,93.0,-
736,臺南市,1999/01/26,安南,6.5,0.88,26.0,-,120,-,47.06,15.83,31.22,-,-,-,19.41,-,-,85.0,-
737,臺南市,1999/01/26,臺南,7.6,1.42,19.3,-,201,-,69.86,25.34,44.52,3.198,0.68,2.52,19.51,-,-,125.0,-
738,臺南市,1999/01/25,新營,5.2,0.61,13.5,-,90,-,-,-,-,2.748,0.26,2.48,20.29,-,-,70.0,-
739,臺南市,1999/01/25,善化,5.7,0.63,15.6,-,90,-,28.23,4.6,23.64,-,-,-,20.85,-,-,70.0,-
740,臺南市,1999/01/25,安南,3.9,0.67,23.2,-,81,-,23.45,3.09,20.36,-,-,-,20.34,-,-,65.0,-
741,臺南市,1999/01/25,臺南,5.4,1.08,14.3,-,104,-,38.92,9.0,29.91,2.646,0.41,2.23,20.32,-,-,77.0,-
742,臺南市,1999/01/24,新營,3.6,0.55,19.4,-,49,-,-,-,-,2.639,0.27,2.37,22.09,-,-,49.0,-
743,臺南市,1999/01/24,善化,5.0,0.7,24.7,-,68,-,24.31,5.51,18.8,-,-,-,22.86,-,-,59.0,-
744,臺南市,1999/01/24,安南,4.7,0.58,27.9,-,61,-,21.41,2.9,18.5,-,-,-,22.0,-,-,56.0,-
745,臺南市,1999/01/24,臺南,5.4,0.89,20.0,-,81,-,34.17,7.55,26.62,2.604,0.32,2.29,21.87,-,-,65.0,-
746,臺南市,1999/01/23,新營,4.1,0.73,12.7,-,129,-,-,-,-,3.079,0.51,2.56,18.93,-,-,89.0,-
747,臺南市,1999/01/23,善化,5.7,0.88,19.3,-,153,-,47.65,17.83,29.82,-,-,-,20.07,-,-,102.0,-
748,臺南市,1999/01/23,安南,6.0,0.84,23.4,-,146,-,53.62,22.27,31.36,-,-,-,19.64,-,-,98.0,-
749,臺南市,1999/01/23,臺南,10.1,1.41,20.1,-,229,-,77.91,35.6,42.31,3.373,0.83,2.55,20.01,-,-,139.0,-
750,臺南市,1999/01/22,新營,5.0,0.62,12.5,-,118,-,-,-,-,2.806,0.37,2.43,18.65,-,-,84.0,-
751,臺南市,1999/01/22,善化,6.7,0.69,18.0,-,119,-,38.06,10.14,27.92,-,-,-,19.52,-,-,85.0,-
752,臺南市,1999/01/22,安南,6.3,0.65,22.4,-,111,-,38.22,9.98,28.24,-,-,-,19.01,-,-,81.0,-
753,臺南市,1999/01/22,臺南,7.5,1.3,14.5,-,165,-,61.43,20.81,40.62,3.026,0.64,2.39,18.83,-,-,107.0,-
754,臺南市,1999/01/21,新營,6.6,0.45,20.2,-,53,-,-,-,-,2.441,0.14,2.3,18.63,-,-,52.0,-
755,臺南市,1999/01/21,善化,6.1,0.45,24.2,-,77,-,24.51,3.76,20.74,-,-,-,19.07,-,-,64.0,-
756,臺南市,1999/01/21,安南,6.1,0.48,27.1,-,64,-,25.55,3.56,21.99,-,-,-,18.46,-,-,60.0,-
757,臺南市,1999/01/21,臺南,6.0,0.89,19.8,-,110,-,39.57,7.94,31.63,2.77,0.52,2.25,18.3,-,-,80.0,-
758,臺南市,1999/01/20,新營,7.0,0.56,12.1,-,77,-,32.75,3.87,28.88,2.366,0.25,2.11,18.79,-,-,63.0,-
759,臺南市,1999/01/20,善化,7.0,0.61,12.9,-,85,-,29.66,4.3,25.37,-,-,-,19.18,-,-,68.0,-
760,臺南市,1999/01/20,安南,7.5,0.65,17.4,-,88,-,29.34,2.74,26.6,-,-,-,18.69,-,-,69.0,-
761,臺南市,1999/01/20,臺南,6.6,0.97,9.7,-,125,-,44.27,8.77,35.5,2.61,0.44,2.17,18.41,-,-,87.0,-
762,臺南市,1999/01/19,新營,5.1,0.52,14.4,-,85,-,36.78,9.33,27.45,2.557,0.18,2.38,20.34,-,-,68.0,-
763,臺南市,1999/01/19,善化,4.0,0.55,18.5,-,86,-,30.03,7.73,22.3,-,-,-,21.05,-,-,68.0,-
764,臺南市,1999/01/19,安南,5.3,0.55,20.7,-,93,-,30.71,7.56,23.15,-,-,-,20.46,-,-,72.0,-
765,臺南市,1999/01/19,臺南,4.8,0.93,12.1,-,121,-,42.95,13.42,29.54,2.48,0.39,2.09,20.21,-,-,85.0,-
766,臺南市,1999/01/18,新營,4.5,0.46,8.9,-,98,-,35.7,6.98,28.72,2.531,0.18,2.35,17.84,-,-,74.0,-
767,臺南市,1999/01/18,善化,4.2,0.52,10.9,-,93,-,29.43,6.17,23.27,-,-,-,18.72,-,-,71.0,-
768,臺南市,1999/01/18,安南,4.2,0.45,14.8,-,85,-,27.53,5.1,22.43,-,-,-,18.15,-,-,68.0,-
769,臺南市,1999/01/18,臺南,4.3,0.97,8.0,-,127,-,45.38,15.2,30.18,2.655,0.45,2.21,18.02,-,-,88.0,-
770,臺南市,1999/01/17,新營,6.2,0.7,8.6,-,72,-,50.6,14.99,35.61,2.971,0.47,2.5,16.37,-,-,61.0,-
771,臺南市,1999/01/17,善化,7.3,0.74,9.2,-,88,-,42.77,12.79,29.98,-,-,-,16.89,-,-,69.0,-
772,臺南市,1999/01/17,安南,7.5,0.69,9.3,-,76,-,44.46,13.06,31.4,-,-,-,16.18,-,-,63.0,-
773,臺南市,1999/01/17,臺南,9.1,1.23,4.5,-,118,-,66.7,25.96,40.74,2.863,0.55,2.31,15.94,-,-,84.0,-
774,臺南市,1999/01/16,新營,6.3,0.7,10.9,-,101,-,46.07,7.25,38.81,2.822,0.33,2.49,14.54,-,-,76.0,-
775,臺南市,1999/01/16,善化,6.9,0.81,11.8,-,127,-,39.88,7.67,32.22,-,-,-,14.89,-,-,89.0,-
776,臺南市,1999/01/16,安南,7.9,0.81,14.8,-,115,-,40.87,6.81,34.06,-,-,-,14.36,-,-,82.0,-
777,臺南市,1999/01/16,臺南,7.4,1.29,7.3,-,164,-,61.98,19.06,42.92,2.934,0.66,2.28,14.13,-,-,107.0,-
