序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI","紫外線指數 UVB (UVI)"
582,臺中市,1998/12/27,沙鹿,5.0,0.58,16.1,-,63,-,26.89,3.7,23.19,-,-,-,18.69,-,-,57.0,-
583,臺中市,1998/12/27,大里,2.4,0.74,12.8,-,80,-,53.13,23.06,30.07,-,-,-,18.89,-,-,65.0,-
584,臺中市,1998/12/26,西屯,4.0,0.82,13.6,-,82,-,53.32,20.43,32.9,2.506,0.51,2.0,19.03,-,-,66.0,-
585,臺中市,1998/12/26,忠明,4.3,1.16,14.9,-,74,50,72.5,34.29,38.21,-,-,-,19.29,-,-,62.0,-
586,臺中市,1998/12/26,豐原,2.7,1.23,16.4,-,60,-,57.02,24.42,32.6,-,-,-,18.36,-,-,55.0,-
587,臺中市,1998/12/26,沙鹿,5.8,0.69,15.5,-,56,-,36.3,12.13,24.18,-,-,-,18.03,-,-,53.0,-
588,臺中市,1998/12/26,大里,4.5,0.81,15.6,-,77,-,62.82,26.09,36.73,-,-,-,18.78,-,-,64.0,-
589,臺中市,1998/12/25,西屯,2.1,0.38,20.6,-,49,-,22.83,1.56,22.6,2.184,0.24,1.94,18.76,-,-,49.0,-
590,臺中市,1998/12/25,忠明,2.8,0.56,19.0,-,55,39,36.63,6.35,30.28,-,-,-,-,-,-,53.0,-
591,臺中市,1998/12/25,豐原,1.7,0.63,19.0,-,33,-,31.4,6.6,24.8,-,-,-,17.86,-,-,37.0,-
592,臺中市,1998/12/25,沙鹿,6.1,0.48,19.1,-,48,-,26.67,2.82,23.85,-,-,-,18.64,-,-,48.0,-
593,臺中市,1998/12/25,大里,2.7,0.53,15.2,-,56,-,44.98,11.61,33.37,-,-,-,19.65,-,-,53.0,-
594,臺中市,1998/12/24,西屯,1.7,0.44,23.4,-,43,-,19.79,1.31,18.48,2.035,0.14,1.9,18.51,-,-,43.0,-
595,臺中市,1998/12/24,忠明,2.2,0.54,22.7,-,45,34,28.94,3.18,25.76,-,-,-,-,-,-,45.0,-
596,臺中市,1998/12/24,豐原,1.7,0.62,23.2,-,32,-,26.43,4.2,22.23,-,-,-,17.48,-,-,32.0,-
597,臺中市,1998/12/24,沙鹿,4.7,0.43,30.6,-,45,-,18.92,2.18,16.74,-,-,-,18.88,-,-,45.0,-
598,臺中市,1998/12/24,大里,2.1,0.5,15.9,-,44,-,35.44,4.9,30.54,-,-,-,19.15,-,-,44.0,-
599,臺中市,1998/12/23,西屯,0.6,0.39,18.3,-,26,-,16.13,1.24,14.89,2.019,0.11,1.91,19.71,-,-,26.0,-
600,臺中市,1998/12/23,忠明,0.8,0.47,15.9,-,26,17,26.19,3.19,23.01,-,-,-,20.23,-,-,26.0,-
601,臺中市,1998/12/23,豐原,1.2,0.55,15.1,-,19,-,27.08,3.95,23.13,-,-,-,18.64,-,-,21.0,-
602,臺中市,1998/12/23,沙鹿,5.3,0.45,24.0,-,25,-,18.79,1.75,17.04,-,-,-,19.3,-,-,25.0,-
603,臺中市,1998/12/23,大里,1.3,0.41,9.0,-,32,-,30.35,3.41,26.94,-,-,-,20.34,-,-,32.0,-
604,臺中市,1998/12/22,西屯,2.6,0.86,2.3,-,30,-,58.01,27.97,30.04,2.532,0.53,2.0,22.64,-,-,30.0,-
605,臺中市,1998/12/22,忠明,2.9,1.32,2.9,-,66,40,81.96,45.15,36.81,-,-,-,22.49,-,-,58.0,-
606,臺中市,1998/12/22,豐原,2.0,1.33,1.8,-,56,-,78.95,43.88,35.07,-,-,-,21.28,-,-,53.0,-
607,臺中市,1998/12/22,沙鹿,3.2,0.55,-,-,37,-,28.64,7.54,21.1,-,-,-,21.18,-,-,37.0,-
608,臺中市,1998/12/22,大里,5.8,1.2,2.1,-,88,-,93.9,53.87,40.04,-,-,-,22.15,-,-,69.0,-
609,臺中市,1998/12/21,西屯,0.7,0.59,3.3,-,36,-,41.95,18.18,23.77,2.195,0.29,1.91,21.17,-,-,36.0,-
610,臺中市,1998/12/21,忠明,1.9,0.98,2.9,-,32,20,65.92,36.15,29.77,-,-,-,-,-,-,32.0,-
611,臺中市,1998/12/21,豐原,2.0,1.18,3.8,-,28,-,67.2,39.68,27.52,-,-,-,20.35,-,-,28.0,-
612,臺中市,1998/12/21,沙鹿,5.9,0.51,6.5,-,20,-,30.4,7.22,23.18,-,-,-,20.49,-,-,20.0,-
613,臺中市,1998/12/21,大里,1.9,1.18,3.9,-,38,-,75.12,43.23,31.89,-,-,-,21.47,-,-,38.0,-
614,臺中市,1998/12/20,西屯,0.2,0.49,8.5,-,30,-,18.55,2.18,16.38,1.904,0.16,1.75,21.1,-,-,30.0,-
615,臺中市,1998/12/20,忠明,1.0,0.68,4.9,-,22,15,40.09,16.21,23.88,-,-,-,-,-,-,22.0,-
616,臺中市,1998/12/20,豐原,1.0,0.72,5.1,-,20,-,35.58,13.53,22.05,-,-,-,20.33,-,-,20.0,-
617,臺中市,1998/12/20,沙鹿,1.9,0.48,11.3,-,18,-,20.57,1.66,18.91,-,-,-,20.72,-,-,21.0,-
618,臺中市,1998/12/20,大里,1.2,0.83,3.8,-,38,-,51.99,25.05,26.94,-,-,-,21.54,-,-,38.0,-
619,臺中市,1998/12/19,西屯,3.0,0.51,7.0,-,43,-,27.56,4.81,22.75,2.112,0.29,1.82,21.83,-,-,43.0,-
620,臺中市,1998/12/19,忠明,3.5,0.74,3.2,-,72,36,47.81,17.62,30.19,-,-,-,-,-,-,61.0,-
621,臺中市,1998/12/19,豐原,3.6,0.83,4.7,-,53,-,50.29,21.53,28.76,-,-,-,20.75,-,-,51.0,-
622,臺中市,1998/12/19,沙鹿,8.5,0.59,9.2,-,56,-,32.32,8.21,24.1,-,-,-,21.25,-,-,53.0,-
623,臺中市,1998/12/19,大里,4.4,0.99,2.2,-,68,-,57.64,23.34,34.3,-,-,-,22.28,-,-,59.0,-
624,臺中市,1998/12/18,西屯,6.8,1.29,13.0,-,98,-,94.38,60.98,33.4,3.195,0.73,2.46,21.37,-,-,74.0,-
625,臺中市,1998/12/18,忠明,8.5,1.56,13.4,-,155,69,100.48,56.47,44.01,-,-,-,-,-,-,103.0,-
626,臺中市,1998/12/18,豐原,5.9,1.2,14.9,-,98,-,57.47,15.8,41.68,-,-,-,20.66,-,-,74.0,-
627,臺中市,1998/12/18,沙鹿,5.7,0.98,19.5,-,115,-,-,-,-,-,-,-,20.51,-,-,82.0,-
628,臺中市,1998/12/18,大里,7.6,1.3,12.1,-,135,-,77.86,26.42,51.44,-,-,-,21.37,-,-,93.0,-
629,臺中市,1998/12/17,西屯,4.1,0.76,17.8,-,75,-,44.22,14.54,29.68,2.551,0.49,2.07,21.87,-,-,62.0,-
630,臺中市,1998/12/17,忠明,4.7,1.28,20.1,-,94,47,84.91,36.72,47.31,-,-,-,-,-,-,72.0,-
631,臺中市,1998/12/17,豐原,3.4,1.18,18.6,-,63,-,56.85,21.63,35.22,-,-,-,20.63,-,-,56.0,-
632,臺中市,1998/12/17,沙鹿,7.5,0.61,16.9,-,52,-,-,-,-,-,-,-,20.83,-,-,51.0,-
633,臺中市,1998/12/17,大里,5.9,1.14,22.3,-,69,-,71.0,26.67,44.33,-,-,-,21.35,-,-,78.0,-
634,臺中市,1998/12/16,西屯,3.2,0.49,19.2,-,45,-,23.63,3.14,20.5,2.39,0.31,2.08,19.14,-,-,45.0,-
635,臺中市,1998/12/16,忠明,2.4,0.61,14.0,-,74,36,39.57,5.85,33.72,-,-,-,-,-,-,62.0,-
636,臺中市,1998/12/16,豐原,2.1,0.61,17.0,-,56,-,31.76,7.15,24.61,-,-,-,17.75,-,-,53.0,-
637,臺中市,1998/12/16,沙鹿,6.5,0.41,-,-,61,-,25.67,2.65,23.02,-,-,-,-,-,-,56.0,-
638,臺中市,1998/12/16,大里,1.7,0.75,10.8,-,73,-,41.26,9.46,31.8,-,-,-,19.38,-,-,61.0,-
639,臺中市,1998/12/15,西屯,3.6,0.52,25.9,-,59,-,21.95,1.86,20.08,2.285,0.18,2.11,18.86,-,-,55.0,-
640,臺中市,1998/12/15,忠明,4.0,0.79,21.9,-,99,56,37.72,4.68,33.03,-,-,-,-,-,-,74.0,-
641,臺中市,1998/12/15,豐原,3.2,0.68,23.1,-,79,-,29.66,3.67,25.99,-,-,-,17.51,-,-,65.0,-
642,臺中市,1998/12/15,沙鹿,9.2,0.48,-,-,79,-,26.07,3.63,22.44,-,-,-,-,-,-,65.0,-
643,臺中市,1998/12/15,大里,2.9,0.93,11.6,-,79,-,43.0,9.58,33.42,-,-,-,18.46,-,-,64.0,-
644,臺中市,1998/12/14,西屯,0.3,0.3,22.4,-,33,-,13.85,1.08,12.77,2.042,0.07,1.98,17.09,-,-,33.0,-
645,臺中市,1998/12/14,忠明,1.3,0.59,18.6,-,25,22,32.12,4.05,28.07,-,-,-,17.47,-,-,28.0,-
646,臺中市,1998/12/14,豐原,2.0,0.5,17.1,-,19,-,29.34,3.44,25.9,-,-,-,16.1,-,-,23.0,-
647,臺中市,1998/12/14,沙鹿,3.5,0.32,-,-,-,-,16.96,2.2,14.76,-,-,-,-,-,-,20.0,-
648,臺中市,1998/12/14,大里,1.4,0.59,13.6,-,49,-,34.0,6.97,27.03,-,-,-,17.59,-,-,49.0,-
649,臺中市,1998/12/13,西屯,2.8,0.59,21.4,-,70,-,18.45,2.0,16.46,2.178,0.15,2.03,19.99,-,-,60.0,-
650,臺中市,1998/12/13,忠明,2.1,0.6,16.2,-,40,30,29.66,3.23,26.43,-,-,-,-,-,-,40.0,-
651,臺中市,1998/12/13,豐原,1.5,0.55,14.6,-,25,-,27.0,3.9,23.1,-,-,-,18.84,-,-,25.0,-
652,臺中市,1998/12/13,沙鹿,4.1,0.42,23.8,-,-,-,16.69,0.71,15.99,-,-,-,-,-,-,30.0,-
653,臺中市,1998/12/13,大里,1.5,0.67,10.5,-,43,-,30.84,2.88,27.96,-,-,-,20.4,-,-,43.0,-
654,臺中市,1998/12/12,西屯,2.1,0.45,22.1,-,44,-,18.57,1.24,17.33,2.299,0.21,2.09,19.68,-,-,44.0,-
655,臺中市,1998/12/12,忠明,2.4,0.67,17.7,-,40,31,35.36,4.02,31.34,-,-,-,19.77,-,-,41.0,-
656,臺中市,1998/12/12,豐原,1.8,0.61,18.1,-,32,-,26.19,3.82,22.37,-,-,-,18.54,-,-,35.0,-
657,臺中市,1998/12/12,沙鹿,9.5,0.45,18.9,-,-,-,28.8,4.36,24.44,-,-,-,-,-,-,28.0,-
658,臺中市,1998/12/12,大里,2.2,0.92,14.0,-,65,-,39.44,11.04,28.4,-,-,-,19.77,-,-,57.0,-
659,臺中市,1998/12/11,西屯,1.3,0.3,25.1,-,24,-,14.83,1.85,12.98,2.148,0.14,2.01,18.2,-,-,28.0,-
660,臺中市,1998/12/11,忠明,1.9,0.53,16.2,-,26,23,33.43,4.74,28.69,-,-,-,18.37,-,-,26.0,-
661,臺中市,1998/12/11,豐原,3.1,0.48,20.8,-,22,-,25.93,4.47,21.46,-,-,-,17.04,-,-,24.0,-
662,臺中市,1998/12/11,沙鹿,5.6,0.33,23.8,-,23,-,22.16,3.82,18.34,-,-,-,-,-,-,27.0,-
663,臺中市,1998/12/11,大里,1.6,0.61,17.8,-,80,-,29.04,5.54,23.5,-,-,-,18.84,-,-,65.0,-
664,臺中市,1998/12/10,西屯,1.6,0.35,22.7,-,30,-,17.98,2.2,15.78,2.327,0.28,2.05,18.22,-,-,34.0,-
665,臺中市,1998/12/10,忠明,2.3,0.62,12.3,-,29,26,37.55,5.79,31.76,-,-,-,18.27,-,-,35.0,-
666,臺中市,1998/12/10,豐原,1.4,0.62,17.2,-,25,-,28.94,5.53,23.41,-,-,-,16.74,-,-,30.0,-
667,臺中市,1998/12/10,沙鹿,6.2,0.36,22.7,-,25,-,21.21,3.27,17.95,-,-,-,-,-,-,28.0,-
668,臺中市,1998/12/10,大里,2.5,0.98,12.5,-,38,-,43.5,12.95,30.55,-,-,-,17.92,-,-,41.0,-
669,臺中市,1998/12/09,西屯,2.4,0.38,22.8,-,56,-,24.92,4.64,20.28,2.301,0.24,2.07,17.95,-,-,53.0,-
670,臺中市,1998/12/09,忠明,2.0,0.7,13.2,-,38,35,44.19,9.72,34.47,-,-,-,18.03,-,-,46.0,-
671,臺中市,1998/12/09,豐原,1.6,0.57,20.4,-,27,-,27.21,6.03,21.18,-,-,-,16.41,-,-,34.0,-
672,臺中市,1998/12/09,沙鹿,4.6,0.32,25.8,-,26,-,18.29,2.78,15.51,-,-,-,-,-,-,30.0,-
673,臺中市,1998/12/09,大里,2.9,1.07,17.1,-,99,-,44.3,14.76,29.54,-,-,-,17.88,-,-,75.0,-
674,臺中市,1998/12/08,西屯,1.9,0.44,29.1,-,70,-,16.06,1.5,14.55,2.215,0.13,2.09,17.27,-,-,60.0,-
675,臺中市,1998/12/08,忠明,3.1,0.61,22.0,-,79,46,29.36,3.15,26.21,-,-,-,17.44,-,-,65.0,-
676,臺中市,1998/12/08,豐原,2.2,0.43,24.1,-,57,-,22.55,3.27,19.28,-,-,-,16.03,-,-,53.0,-
677,臺中市,1998/12/08,沙鹿,5.7,0.46,28.2,-,73,-,18.83,2.91,15.92,-,-,-,-,-,-,61.0,-
678,臺中市,1998/12/08,大里,2.2,0.63,22.1,-,78,-,24.98,2.63,22.34,-,-,-,18.08,-,-,64.0,-
679,臺中市,1998/12/07,西屯,1.4,0.47,22.6,-,66,-,17.08,2.77,14.31,1.996,0.1,1.9,19.63,-,-,58.0,-
680,臺中市,1998/12/07,忠明,2.1,0.65,9.3,-,54,36,26.85,3.41,23.44,-,-,-,19.58,-,-,52.0,-
681,臺中市,1998/12/07,豐原,1.2,0.62,21.1,-,36,-,21.35,3.38,17.97,-,-,-,18.1,-,-,36.0,-
682,臺中市,1998/12/07,沙鹿,4.6,0.48,26.0,-,50,-,18.01,3.07,14.94,-,-,-,-,-,-,50.0,-
683,臺中市,1998/12/07,大里,1.2,0.67,16.9,-,62,-,24.95,4.16,20.22,-,-,-,19.79,-,-,56.0,-
684,臺中市,1998/12/06,西屯,3.3,0.5,25.4,-,58,-,17.75,1.96,15.79,2.06,0.08,1.98,20.03,-,-,54.0,-
685,臺中市,1998/12/06,忠明,2.6,0.62,-,-,47,39,27.93,2.88,25.05,-,-,-,20.19,-,-,47.0,-
686,臺中市,1998/12/06,豐原,1.2,0.55,20.0,-,30,-,21.27,2.98,18.28,-,-,-,18.9,-,-,35.0,-
687,臺中市,1998/12/06,沙鹿,3.7,0.43,28.8,-,25,-,-,-,-,-,-,-,-,-,-,39.0,-
688,臺中市,1998/12/06,大里,2.0,0.67,15.0,-,62,-,29.8,3.78,26.03,-,-,-,20.48,-,-,56.0,-
689,臺中市,1998/12/05,西屯,1.3,0.46,22.5,-,55,-,15.52,1.62,13.9,2.136,0.12,2.01,20.82,-,-,52.0,-
690,臺中市,1998/12/05,忠明,2.0,0.63,-,-,24,26,28.2,4.58,23.62,-,-,-,20.94,-,-,24.0,-
691,臺中市,1998/12/05,豐原,2.6,0.57,15.4,-,28,-,27.95,5.9,22.05,-,-,-,19.56,-,-,32.0,-
692,臺中市,1998/12/05,沙鹿,3.0,0.47,25.5,-,26,-,15.65,1.68,14.34,-,-,-,20.84,-,-,31.0,-
693,臺中市,1998/12/05,大里,1.5,0.63,15.2,-,49,-,27.46,4.44,23.03,-,-,-,21.6,-,-,49.0,-
694,臺中市,1998/12/04,西屯,4.4,0.63,12.2,-,71,-,33.43,5.86,27.58,-,-,-,20.72,-,-,61.0,-
695,臺中市,1998/12/04,忠明,4.6,0.94,-,-,52,-,51.48,12.99,38.49,-,-,-,20.68,-,-,51.0,-
696,臺中市,1998/12/04,豐原,4.1,0.94,11.2,-,48,-,43.21,13.42,29.79,-,-,-,19.21,-,-,48.0,-
697,臺中市,1998/12/04,沙鹿,-,0.57,-,-,33,-,-,-,-,-,-,-,20.37,-,-,33.0,-
698,臺中市,1998/12/04,大里,5.6,1.01,14.0,-,80,-,55.96,14.16,41.8,-,-,-,21.11,-,-,65.0,-
699,臺中市,1998/12/03,西屯,0.9,0.41,17.7,-,41,-,18.37,1.87,16.5,-,-,-,19.8,-,-,41.0,-
700,臺中市,1998/12/03,忠明,2.2,0.66,14.6,-,26,-,32.04,4.86,27.19,-,-,-,20.17,-,-,26.0,-
701,臺中市,1998/12/03,豐原,1.6,0.62,16.4,-,24,-,23.06,3.35,19.71,-,-,-,18.61,-,-,24.0,-
702,臺中市,1998/12/03,沙鹿,-,0.5,-,-,25,-,-,-,-,-,-,-,19.95,-,-,23.0,-
703,臺中市,1998/12/03,大里,1.4,0.66,11.5,-,49,-,26.72,2.27,24.45,-,-,-,20.84,-,-,47.0,-
704,臺中市,1998/12/02,西屯,3.8,0.85,15.6,-,51,-,35.09,10.92,24.17,2.897,0.34,2.56,23.85,-,-,51.0,-
705,臺中市,1998/12/02,忠明,4.8,1.23,16.2,-,66,-,55.78,18.83,36.95,-,-,-,23.95,-,-,58.0,-
706,臺中市,1998/12/02,豐原,3.4,0.93,16.9,-,68,-,32.9,6.51,26.39,-,-,-,22.76,-,-,59.0,-
707,臺中市,1998/12/02,沙鹿,-,1.19,-,-,64,-,-,-,-,-,-,-,23.13,-,-,57.0,-
708,臺中市,1998/12/02,大里,4.4,1.0,15.2,-,80,-,44.85,11.95,32.9,-,-,-,24.06,-,-,65.0,-
709,臺中市,1998/12/01,西屯,7.0,1.06,21.3,-,103,-,48.44,15.88,32.56,-,-,-,25.24,-,-,76.0,-
710,臺中市,1998/12/01,忠明,6.7,1.58,-,-,82,-,83.38,32.18,51.2,-,-,-,25.14,-,-,66.0,-
711,臺中市,1998/12/01,豐原,7.0,1.26,-,-,-,-,51.47,9.87,41.6,-,-,-,24.09,-,-,98.0,-
712,臺中市,1998/12/01,沙鹿,-,1.99,-,-,67,-,-,-,-,-,-,-,24.47,-,-,58.0,-
713,臺中市,1998/12/01,大里,6.9,1.33,20.4,-,136,-,64.06,23.54,40.51,-,-,-,24.41,-,-,93.0,-
714,臺南市,1998/12/31,新營,4.1,0.58,-,-,-,-,29.01,2.55,26.46,2.631,0.25,2.38,19.2,-,-,64.0,-
715,臺南市,1998/12/31,善化,4.2,0.61,22.7,-,133,-,22.81,1.58,21.23,-,-,-,19.52,-,-,91.0,-
716,臺南市,1998/12/31,安南,4.3,0.74,25.0,-,147,-,25.8,1.5,24.3,-,-,-,18.98,-,-,98.0,-
717,臺南市,1998/12/31,臺南,4.2,0.99,18.5,-,163,-,35.69,6.06,29.63,2.637,0.41,2.23,18.7,-,-,106.0,-
718,臺南市,1998/12/30,新營,6.9,0.79,-,-,-,-,51.77,18.81,32.97,2.894,0.54,2.35,19.5,-,-,12.0,-
719,臺南市,1998/12/30,善化,8.8,0.73,26.6,-,104,-,42.17,16.36,25.8,-,-,-,19.68,-,-,77.0,-
720,臺南市,1998/12/30,安南,8.0,0.82,30.1,-,104,-,49.17,18.51,30.67,-,-,-,19.05,-,-,77.0,-
721,臺南市,1998/12/30,臺南,12.3,1.3,24.3,-,139,-,77.26,33.9,43.36,3.11,0.73,2.38,19.23,-,-,95.0,-
722,臺南市,1998/12/29,新營,6.5,0.73,-,-,-,-,58.39,24.47,33.92,2.323,0.23,2.09,19.24,-,-,11.0,-
723,臺南市,1998/12/29,善化,6.5,0.69,21.0,-,107,-,43.63,18.54,25.1,-,-,-,19.48,-,-,79.0,-
724,臺南市,1998/12/29,安南,6.6,0.81,23.0,-,120,-,49.68,18.81,30.87,-,-,-,19.05,-,-,85.0,-
725,臺南市,1998/12/29,臺南,11.1,1.25,19.5,-,168,-,70.91,29.76,41.15,3.128,0.78,2.35,19.15,-,-,109.0,-
726,臺南市,1998/12/28,新營,5.5,0.72,-,-,-,-,50.05,20.74,29.3,2.874,0.49,2.38,19.15,-,-,53.0,-
727,臺南市,1998/12/28,善化,4.8,0.68,20.9,-,86,-,37.8,15.52,22.29,-,-,-,19.37,-,-,68.0,-
728,臺南市,1998/12/28,安南,6.1,0.7,15.0,-,86,-,62.25,28.21,34.04,-,-,-,18.92,-,-,68.0,-
729,臺南市,1998/12/28,臺南,7.8,1.24,18.7,-,120,-,55.54,21.93,33.62,2.922,0.62,2.31,19.02,-,-,85.0,-
730,臺南市,1998/12/27,新營,5.9,0.66,-,-,81,-,50.02,20.49,29.54,2.919,0.26,2.66,18.85,-,-,65.0,-
731,臺南市,1998/12/27,善化,4.1,0.63,20.0,-,83,-,33.06,11.56,21.49,-,-,-,18.9,-,-,67.0,-
732,臺南市,1998/12/27,安南,5.7,0.61,18.9,-,89,-,65.08,32.37,32.7,-,-,-,18.55,-,-,69.0,-
733,臺南市,1998/12/27,臺南,7.2,1.04,16.8,-,120,-,55.07,20.99,34.08,2.794,0.39,2.4,18.74,-,-,85.0,-
734,臺南市,1998/12/26,新營,6.2,0.55,16.6,-,60,-,42.98,13.9,29.08,2.79,0.3,2.49,18.76,-,-,55.0,-
735,臺南市,1998/12/26,善化,5.6,0.6,22.7,-,79,-,34.45,11.54,22.91,-,-,-,19.09,-,-,65.0,-
736,臺南市,1998/12/26,安南,6.6,0.53,23.0,-,72,-,64.16,29.21,34.95,-,-,-,18.54,-,-,61.0,-
737,臺南市,1998/12/26,臺南,7.5,1.05,20.4,-,116,-,54.89,20.62,34.27,2.806,0.49,2.32,18.64,-,-,83.0,-
738,臺南市,1998/12/25,新營,5.1,0.4,19.0,-,66,-,34.5,6.0,28.5,2.594,0.2,2.39,19.2,-,-,58.0,-
739,臺南市,1998/12/25,善化,6.3,0.5,20.1,-,79,-,29.23,5.3,23.93,-,-,-,19.69,-,-,65.0,-
740,臺南市,1998/12/25,安南,7.6,0.47,20.4,-,71,-,56.29,21.17,35.12,-,-,-,19.11,-,-,61.0,-
741,臺南市,1998/12/25,臺南,6.9,0.93,17.2,-,106,-,48.32,14.32,33.99,2.716,0.5,2.22,19.02,-,-,78.0,-
742,臺南市,1998/12/24,新營,3.3,-,19.4,-,53,-,27.3,1.8,25.5,2.616,0.21,2.41,18.86,-,-,51.0,-
743,臺南市,1998/12/24,善化,4.0,0.47,17.8,-,55,-,22.41,1.2,21.21,-,-,-,18.9,-,-,53.0,-
744,臺南市,1998/12/24,安南,-,0.49,17.8,-,60,-,-,-,-,-,-,-,18.77,-,-,55.0,-
745,臺南市,1998/12/24,臺南,6.0,1.01,12.4,-,84,-,42.41,9.53,32.89,2.743,0.51,2.23,18.34,-,-,67.0,-
746,臺南市,1998/12/23,新營,1.0,-,16.8,-,29,-,18.06,1.17,16.89,2.507,0.26,2.24,20.11,-,-,29.0,-
747,臺南市,1998/12/23,善化,1.4,0.31,14.0,-,40,-,16.65,1.15,15.5,-,-,-,20.7,-,-,40.0,-
748,臺南市,1998/12/23,安南,-,0.33,13.5,-,44,-,-,-,-,-,-,-,20.17,-,-,44.0,-
749,臺南市,1998/12/23,臺南,2.5,0.8,9.1,-,56,-,31.31,7.13,24.18,2.572,0.37,2.2,19.91,-,-,53.0,-
750,臺南市,1998/12/22,新營,0.9,0.48,4.3,-,55,-,34.58,8.97,25.61,2.654,0.26,2.39,21.51,-,-,52.0,-
751,臺南市,1998/12/22,善化,1.6,0.54,3.1,-,67,-,36.24,12.94,23.29,-,-,-,22.02,-,-,59.0,-
752,臺南市,1998/12/22,安南,-,0.56,5.4,-,72,-,-,-,-,-,-,-,21.46,-,-,61.0,-
753,臺南市,1998/12/22,臺南,3.2,1.24,3.3,-,91,-,59.19,29.98,29.21,2.971,0.67,2.3,21.17,-,-,70.0,-
754,臺南市,1998/12/21,新營,1.0,0.57,1.4,-,27,-,44.74,17.39,27.35,2.779,0.3,2.48,20.99,-,-,27.0,-
755,臺南市,1998/12/21,善化,1.8,0.61,1.3,-,44,-,39.37,16.35,23.03,-,-,-,21.52,-,-,44.0,-
756,臺南市,1998/12/21,安南,-,0.66,4.6,-,46,-,-,-,-,-,-,-,20.84,-,-,46.0,-
757,臺南市,1998/12/21,臺南,2.4,1.16,1.6,-,61,-,60.98,34.85,26.13,3.021,0.69,2.33,20.53,-,-,56.0,-
758,臺南市,1998/12/20,新營,1.1,0.52,6.1,-,31,-,32.54,9.86,22.68,2.771,0.3,2.47,21.26,-,-,31.0,-
759,臺南市,1998/12/20,善化,1.1,0.51,5.6,-,47,-,26.67,8.29,18.38,-,-,-,21.7,-,-,47.0,-
760,臺南市,1998/12/20,安南,0.7,0.59,9.8,-,47,-,29.09,8.23,20.86,-,-,-,21.07,-,-,47.0,-
761,臺南市,1998/12/20,臺南,2.0,1.05,3.6,-,66,-,43.68,18.96,24.72,2.65,0.43,2.22,20.54,-,-,58.0,-
762,臺南市,1998/12/19,新營,2.5,0.58,9.5,-,88,-,36.0,8.54,27.46,2.587,0.21,2.37,21.86,-,-,69.0,-
763,臺南市,1998/12/19,善化,1.9,0.61,10.0,-,113,-,31.14,6.63,24.51,-,-,-,22.33,-,-,81.0,-
764,臺南市,1998/12/19,安南,2.7,0.64,13.7,-,103,-,32.44,6.24,26.2,-,-,-,21.56,-,-,77.0,-
765,臺南市,1998/12/19,臺南,3.3,1.21,6.6,-,136,-,47.08,16.31,30.77,2.788,0.55,2.24,21.14,-,-,93.0,-
766,臺南市,1998/12/18,新營,6.2,0.65,24.9,-,128,-,47.74,18.98,28.76,2.958,0.3,2.66,21.3,-,-,89.0,-
767,臺南市,1998/12/18,善化,6.2,0.58,24.3,-,124,-,33.76,10.73,23.03,-,-,-,21.42,-,-,87.0,-
768,臺南市,1998/12/18,安南,7.3,0.61,29.6,-,113,-,38.07,12.85,25.22,-,-,-,20.73,-,-,81.0,-
769,臺南市,1998/12/18,臺南,9.6,1.24,18.9,-,162,-,56.85,21.14,35.71,2.97,0.72,2.26,20.71,-,-,106.0,-
770,臺南市,1998/12/17,新營,7.0,0.54,25.2,-,97,-,46.36,15.25,31.11,2.77,0.25,2.52,20.87,-,-,81.0,-
771,臺南市,1998/12/17,善化,7.0,0.63,30.0,-,112,-,39.47,12.32,27.15,-,-,-,21.02,-,-,88.0,-
772,臺南市,1998/12/17,安南,9.2,0.67,32.5,-,107,-,46.26,15.8,30.45,-,-,-,20.41,-,-,82.0,-
773,臺南市,1998/12/17,臺南,9.6,1.24,24.0,-,153,-,58.56,18.97,39.59,2.983,0.72,2.26,20.26,-,-,102.0,-
774,臺南市,1998/12/16,新營,5.0,-,15.3,-,92,-,34.09,5.46,28.63,-,-,-,19.71,-,-,71.0,-
775,臺南市,1998/12/16,善化,7.3,0.59,18.8,-,111,-,32.42,5.58,26.83,-,-,-,20.4,-,-,80.0,-
776,臺南市,1998/12/16,安南,7.4,0.66,19.9,-,111,-,35.36,4.97,30.39,-,-,-,19.8,-,-,80.0,-
777,臺南市,1998/12/16,臺南,7.8,1.1,13.9,-,146,-,52.21,13.45,38.76,2.786,0.56,2.23,19.56,-,-,98.0,-
778,臺南市,1998/12/15,新營,6.8,-,17.3,-,89,-,40.53,7.6,32.93,-,-,-,19.06,-,-,70.0,-
779,臺南市,1998/12/15,善化,8.4,0.56,18.1,-,89,-,34.65,5.77,28.88,-,-,-,19.58,-,-,69.0,-
780,臺南市,1998/12/15,安南,8.7,0.6,21.7,-,94,-,38.87,6.13,32.74,-,-,-,19.04,-,-,72.0,-
